"ANLEGG_NR";"LON";"LAT";"NAME";"VALUE_TONNES"
"0105.0009.01";11,0351867734643;59,265114519266497;"Tot-N";7,90600000000000002
"0105.0009.01";11,0351867734643;59,265114519266497;"TOC";169,600000000000009
"0105.0009.01";11,0351867734643;59,265114519266497;"Tot-P";0,700999999999999984
"0105.0013.01";11,1532926831352;59,292216509468702;"Tot-P";0,80069999999999999994
"0105.0014.01";11,111797530213201;59,278243639748197;"Tot-P";139
"0105.0014.01";11,111797530213201;59,278243639748197;"TOC";3541
"0105.0014.01";11,111797530213201;59,278243639748197;"Tot-N";1129
"0105.0027.01";11,0846901719069;59,272908123475901;"Tot-P";76,8690000000000007
"0105.0038.01";11,1257796243816;59,271612735039902;"Tot-P";0,059999999999999998
"0105.0038.01";11,1257796243816;59,271612735039902;"S.P.M.";22,48
"0105.0038.01";11,1257796243816;59,271612735039902;"Tot-N";0,372
"0106AL00";10,96781;59,18309;"S.P.M.";1866,28963
"0106AL00";10,96781;59,18309;"Tot-N";4547,58011999999997
"0106AL00";10,96781;59,18309;"Tot-P";78,2675699999999994
"0106AL10";10,82278;59,225490000000001;"Tot-P";0,0580799999999999974
"0106AL10";10,82278;59,225490000000001;"Tot-N";2,03670000000000005
"0106AL20";10,93642;59,237650000000002;"S.P.M.";0,220309999999999996
"0106AL20";10,93642;59,237650000000002;"Tot-N";1,350609999999999994
"0106AL20";10,93642;59,237650000000002;"Tot-P";0,00700000000000000001
"0106.0048.01";10,967194550178;59,185367971935399;"S.P.M.";0,286800000000000003
"0106.0068.01";10,974629507163099;59,240584543381601;"Tot-P";0,0001
"0106.0083.01";10,952120788988699;59,189708936879398;"S.P.M.";2071
"0106.0089.01";10,950927941176101;59,195210611781597;"Tot-P";0
"0106.0176.01";10,959911999999999;59,183982;"S.P.M.";9,6588000000000001
"0118AL02";11,69379;59,208629999999999;"Tot-P";0,29489499999999999
"0118AL02";11,69379;59,208629999999999;"Tot-N";14,11587
"0118AL02";11,69379;59,208629999999999;"S.P.M.";4,71568
"0119AL06";11,65314;59,474519999999998;"Tot-N";72,124595
"0119AL06";11,65314;59,474519999999998;"Tot-P";1,40722
"0119AL07";11,744059999999999;59,485210000000002;"Tot-P";0,03592999999999999986
"0119AL07";11,744059999999999;59,485210000000002;"Tot-N";0,9023799999999999976
"0121AL01";11,802199999999999;59,738700000000001;"Tot-P";0,0667199999999999992
"0121AL01";11,802199999999999;59,738700000000001;"Tot-N";12,23232
"0122AL18";11,301170000000001;59,647410000000001;"Tot-N";68,8741299999999987
"0122AL18";11,301170000000001;59,647410000000001;"Tot-P";0,78980000000000002
"0123AL05";11,218959999999999;59,677709999999998;"S.P.M.";0,04
"0123AL05";11,218959999999999;59,677709999999998;"Tot-N";0,96940999999999996
"0123AL05";11,218959999999999;59,677709999999998;"Tot-P";0,0952550000000000006
"0124AL01";11,14841;59,561979999999998;"Tot-N";1026,63311499999999
"0124AL01";11,14841;59,561979999999998;"Tot-P";18,5249700000000001
"0124AL02";11,16375;59,635379999999998;"Tot-P";0,0195600000000000004
"0124AL02";11,16375;59,635379999999998;"Tot-N";1,5126600000000000302
"0125AL01";11,3162;59,55641;"Tot-N";433,961574999999996
"0125AL01";11,3162;59,55641;"S.P.M.";70,88749
"0125AL01";11,3162;59,55641;"Tot-P";4,81612
"0125.0013.01";11,4220553456238;59,546252102842303;"Tot-P";2,555
"0125.0013.01";11,4220553456238;59,546252102842303;"Tot-N";57,7800000000000002
"0125.0013.01";11,4220553456238;59,546252102842303;"S.P.M.";74,5699999999999996
"0127AL14";11,16677;59,461959999999998;"Tot-P";0,23485
"0127AL14";11,16677;59,461959999999998;"Tot-N";44,609205
"0128AL01";11,3385;59,418559999999999;"Tot-N";250,237845
"0128AL01";11,3385;59,418559999999999;"Tot-P";3,902155
"0128AL02";11,422420000000001;59,359529999999999;"Tot-P";0,6615149999999999818
"0128AL02";11,422420000000001;59,359529999999999;"Tot-N";11,84504
"0128AL03";11,469670000000001;59,380200000000002;"Tot-N";1,28216
"0128AL03";11,469670000000001;59,380200000000002;"Tot-P";0,0142599999999999999
"0128.0006.01";11,337202616357899;59,427577237912402;"Tot-P";0,533
"0135AL01";10,791919999999999;59,314959999999999;"S.P.M.";44,10759
"0135AL01";10,791919999999999;59,314959999999999;"Tot-P";2,073975
"0135AL01";10,791919999999999;59,314959999999999;"Tot-N";215,772359999999998
"0136AL00";10,661759999999999;59,384050000000002;"Tot-P";19,36808
"0136AL00";10,661759999999999;59,384050000000002;"Tot-N";1704,28068999999998
"0136AL00";10,661759999999999;59,384050000000002;"S.P.M.";371,74986
"0137AL19";10,80761;59,511000000000003;"Tot-N";7,35844999999999985
"0137AL19";10,80761;59,511000000000003;"Tot-P";0,071259999999999999233
"0137AL20";11,00075;59,430030000000002;"Tot-P";0,14216000000000000191
"0137AL20";11,00075;59,430030000000002;"Tot-N";15,695975
"0137AL22";10,85845189;59,446448820000001;"Tot-N";3,82805999999999996
"0137AL22";10,85845189;59,446448820000001;"Tot-P";0,0374599999999999996
"0137AL23";10,78298822;59,435303040000001;"Tot-N";1,113079999999999985
"0137AL23";10,78298822;59,435303040000001;"Tot-P";0,02830999999999999997
"0137AL24";10,81313843;59,506745219999999;"Tot-P";0,0011499999999999999
"0137AL24";10,81313843;59,506745219999999;"Tot-N";0,11498
"0138AL01";10,952199999999999;59,624029999999998;"Tot-N";11,2198499999999998
"0138AL01";10,952199999999999;59,624029999999998;"Tot-P";0,2808100000000000035
"0138AL02";10,83943;59,56277;"Tot-P";0,2687200000000000004
"0138AL02";10,83943;59,56277;"Tot-N";19,7921300000000001
"0211AL47";10,67892;59,588619999999999;"Tot-P";8,99473499999999999
"0211AL47";10,67892;59,588619999999999;"Tot-N";1134,39950499999997
"0211AL50";10,65409;59,598239999999997;"Tot-N";0,219
"0211AL50";10,65409;59,598239999999997;"Tot-P";0,03103
"0213AL39";10,88725;59,671109999999999;"Tot-N";26,518260000000001
"0213AL39";10,88725;59,671109999999999;"Tot-P";0,422704999999999994
"0213AL42";10,945489999999999;59,664859999999997;"Tot-N";14,0269999999999997
"0213AL42";10,945489999999999;59,664859999999997;"Tot-P";0,1162049999999999985
"0214AL23";10,78331;59,753399999999999;"Tot-P";13,950715
"0214AL23";10,78331;59,753399999999999;"Tot-N";493,684245
"0215AL35";10,64256;59,642069999999997;"Tot-P";3,68846499999999995
"0215AL35";10,64256;59,642069999999997;"Tot-N";516,05678
"0215AL36";10,70792;59,775959999999998;"Tot-N";1,98953999999999997
"0215AL36";10,70792;59,775959999999998;"Tot-P";0,0627299999999999998
"0215AL38";10,626868625822977;59,690924913736119;"Tot-N";8,563800000000000095
"0215AL38";10,626868625822977;59,690924913736119;"Tot-P";0,0791499999999999999
"0215AL39";10,60988444664266;59,6972272333435;"Tot-P";0,4779099999999999998
"0215AL39";10,60988444664266;59,6972272333435;"Tot-N";3,96169
"0215AL40";10,705428113555941;59,685598400892346;"Tot-N";3,88946000000000003
"0215AL40";10,705428113555941;59,685598400892346;"Tot-P";0,0569800000000000002
"0215AL41";10,693813352675493;59,689524639683476;"Tot-N";0,75567000000000001
"0215AL41";10,693813352675493;59,689524639683476;"Tot-P";0,035209999999999999
"0215AL41";10,693813352675493;59,689524639683476;"S.P.M.";0,099
"0216AL34";10,671290000000001;59,862650000000002;"Tot-N";307,32141
"0216AL34";10,671290000000001;59,862650000000002;"Tot-P";2,29793500000000001
"0216AL37";10,588380000000001;59,734349999999999;"Tot-N";65,6469400000000007
"0216AL37";10,588380000000001;59,734349999999999;"Tot-P";2,190495
"0216AL38";10,697190000000001;59,810229999999997;"Tot-N";2,17248
"0216AL38";10,697190000000001;59,810229999999997;"Tot-P";0,042900000000000002
"0216.0002.02";10,620721;59,745859000000003;"TOC";3,72250000000000006
"0219AL00";10,36904;59,957140000000003;"Tot-N";4,32087000000000005
"0219AL00";10,36904;59,957140000000003;"Tot-P";0,0344300000000000001
"0219AL00";10,36904;59,957140000000003;"S.P.M.";1,12017
"0220AL01";10,498419999999999;59,7911;"Tot-P";308,44476
"0220AL01";10,498419999999999;59,7911;"S.P.M.";6186,17046
"0220AL01";10,498419999999999;59,7911;"Tot-N";10713,983005
"0221AL49";11,485099999999999;59,794519999999999;"Tot-P";0,731370000000000004
"0221AL49";11,485099999999999;59,794519999999999;"Tot-N";111,055370000000002
"0221AL50";11,712389999999999;59,827300000000001;"Tot-N";15,3644499999999999
"0221AL50";11,712389999999999;59,827300000000001;"Tot-P";0,189054999999999999
"0221AL51";11,55247;59,863970000000002;"Tot-N";230,202335000000002
"0221AL51";11,55247;59,863970000000002;"Tot-P";1,003739999999999993
"0226AL64";11,23521;59,988999999999997;"Tot-N";112,881099999999999
"0226AL64";11,23521;59,988999999999997;"S.P.M.";29,0409400000000006
"0226AL64";11,23521;59,988999999999997;"Tot-P";0,681780000000000005
"0226AL67";11,342280000000001;60,031019999999998;"Tot-P";0,495020000000000005
"0226AL67";11,342280000000001;60,031019999999998;"S.P.M.";9,66895999999999956
"0226AL67";11,342280000000001;60,031019999999998;"Tot-N";21,66891
"0226AL69";11,36171;59,977809999999998;"Tot-P";0,082979999999999999
"0226AL69";11,36171;59,977809999999998;"S.P.M.";2,79647999999999996
"0226AL69";11,36171;59,977809999999998;"Tot-N";17,4054199999999998
"0226AL71";11,220343716975822;59,979434404132064;"Tot-N";437,21617
"0226AL71";11,220343716975822;59,979434404132064;"Tot-P";4,081605
"0226AL71";11,220343716975822;59,979434404132064;"S.P.M.";102,66311
"0227AL53";11,17947;59,959400000000002;"Tot-N";2,235379999999999955
"0227AL53";11,17947;59,959400000000002;"Tot-P";0,0695299999999999998
"0227AL55";11,142810000000001;59,918680000000002;"Tot-P";1,27169999999999998
"0227AL55";11,142810000000001;59,918680000000002;"Tot-N";159,324319999999999
"0227AL55";11,142810000000001;59,918680000000002;"S.P.M.";35,8054200000000007
"0227AL56";11,095969999999999;59,941890000000001;"Tot-P";0,00335000000000000003
"0227AL56";11,095969999999999;59,941890000000001;"Tot-N";0,0867
"0227AL57";11,227550000000001;59,875050000000002;"Tot-P";0,2336799999999999976
"0227AL57";11,227550000000001;59,875050000000002;"Tot-N";29,6691199999999998
"0227AL57";11,227550000000001;59,875050000000002;"S.P.M.";2,61569999999999998
"0228AL63";11,11032;59,88597;"Tot-P";0,112699999999999998992
"0228AL63";11,11032;59,88597;"S.P.M.";7,962
"0228.0004.01";11,1121438792406;59,886351129518502;"S.P.M.";81,2329999999999999
"0228.0004.01";11,1121438792406;59,886351129518502;"TOC";93,3870000000000013
"0228.0004.01";11,1121438792406;59,886351129518502;"Tot-P";0,265200000000000003
"0229AL03";11,160439999999999;59,832160000000002;"Tot-P";1,52927000000000001
"0229AL03";11,160439999999999;59,832160000000002;"Tot-N";136,51284
"0229AL05";11,05377;59,722490000000001;"Tot-N";62,796059999999999
"0229AL05";11,05377;59,722490000000001;"Tot-P";0,66590000000000001
"0229AL06";11,16808;59,757480000000001;"Tot-N";15,0847200000000008
"0229AL06";11,16808;59,757480000000001;"Tot-P";0,0735
"0229AL07";11,1489462976113;59,7545696983812;"Tot-N";108,29059
"0229AL07";11,1489462976113;59,7545696983812;"Tot-P";1,73845
"0231AL18";11,039289999999999;59,951770000000003;"Tot-N";1680,306515
"0231AL18";11,039289999999999;59,951770000000003;"Tot-P";52,04676
"0231.0049.01";11,0657306417143;59,9451177723451;"S.P.M.";67,1209999999999988
"0231.0049.01";11,0657306417143;59,9451177723451;"Tot-N";247,499999999999998
"0231.0049.01";11,0657306417143;59,9451177723451;"Tot-P";1,25700000000000004
"0233AL01";10,88162;60,085160000000002;"S.P.M.";45,1197399999999993
"0233AL01";10,88162;60,085160000000002;"Tot-N";185,662819999999999
"0233AL01";10,88162;60,085160000000002;"Tot-P";1,199820000000000011
"0233AL02";10,885210000000001;60,051430000000003;"Tot-P";3,85599499999999997
"0233AL02";10,885210000000001;60,051430000000003;"S.P.M.";98,103420000000001
"0233AL02";10,885210000000001;60,051430000000003;"Tot-N";221,996380000000002
"0233AL03";10,933020000000001;60,00282;"Tot-N";193,645419999999996
"0233AL03";10,933020000000001;60,00282;"Tot-P";2,90999499999999998
"0233AL03";10,933020000000001;60,00282;"S.P.M.";73,750770000000001
"0233.0054.01";10,758361000000001;59,929581000000006;"Tot-P";16,2999999999999998
"0234AL52";11,016400000000001;60,076070000000001;"Tot-N";97,917709999999998
"0234AL52";11,016400000000001;60,076070000000001;"Tot-P";0,447330000000000009
"0234AL52";11,016400000000001;60,076070000000001;"S.P.M.";29,6371700000000001
"0235AL43";11,289910000000001;60,131790000000002;"S.P.M.";0,271
"0235AL43";11,289910000000001;60,131790000000002;"Tot-N";0,69970999999999998
"0235AL43";11,289910000000001;60,131790000000002;"Tot-P";0,0132199999999999998
"0235AL59";11,10718;60,062080000000002;"S.P.M.";64,72685
"0235AL59";11,10718;60,062080000000002;"Tot-N";329,635365000000002
"0235AL59";11,10718;60,062080000000002;"Tot-P";1,89134500000000001
"0235AL60";11,201829999999999;60,188079999999999;"Tot-P";0,019749999999999999999
"0235AL60";11,201829999999999;60,188079999999999;"Tot-N";0,42046
"0235AL62";11,112270000000001;60,169780000000003;"Tot-P";9,45753999999999998
"0235AL62";11,112270000000001;60,169780000000003;"Tot-N";490,068244999999997
"0235AL63";11,285646535069992;60,13012929180568;"Tot-P";0,00601
"0235AL63";11,285646535069992;60,13012929180568;"Tot-N";0,60448
"0235AL70";11,252807305032292;60,093490468396034;"Tot-P";0,02499
"0235AL70";11,252807305032292;60,093490468396034;"Tot-N";0,37956
"0235.0008.01";11,099422940940601;60,198338339479399;"Tot-P";0
"0236AL07";11,45176;60,10463;"S.P.M.";85,191020000000001
"0236AL07";11,45176;60,10463;"Tot-N";475,701634999999991
"0236AL07";11,45176;60,10463;"Tot-P";3,91634999999999992
"0237AL77";11,26498;60,319049999999997;"Tot-N";714,299624999999997
"0237AL77";11,26498;60,319049999999997;"Tot-P";13,4858699999999999
"0237AL78";11,23964;60,398530000000001;"Tot-N";37,1424000000000006
"0237AL78";11,23964;60,398530000000001;"Tot-P";0,282250000000000004
"0237AL80";11,16066;60,494149999999998;"Tot-N";24,8215800000000004
"0237AL80";11,16066;60,494149999999998;"Tot-P";0,458344999999999998
"0238AL00";11,0304;60,157589999999999;"Tot-P";0,3594700000000000058
"0238AL00";11,0304;60,157589999999999;"Tot-N";3,32879999999999996
"0238AL49";10,993359999999999;60,170729999999999;"Tot-P";0,244269999999999999
"0238AL49";10,993359999999999;60,170729999999999;"Tot-N";15,52272
"0238AL49";10,993359999999999;60,170729999999999;"S.P.M.";3,25748000000000002
"0239AL74";11,068949999999999;60,426450000000003;"S.P.M.";14,1265800000000002
"0239AL74";11,068949999999999;60,426450000000003;"Tot-P";0,287104999999999998
"0239AL74";11,068949999999999;60,426450000000003;"Tot-N";28,8279199999999996
"0301AL01";10,767010000000001;59,882959999999997;"Tot-P";141,88832
"0301AL01";10,767010000000001;59,882959999999997;"Tot-N";4314,905095
"0301AL14";10,9069;59,891779999999997;"Tot-P";0,00190999999999999997
"0301AL14";10,9069;59,891779999999997;"Tot-N";0,04204
"0301AL18";10,81467;59,970329999999997;"Tot-P";0,0039899999999999998
"0301AL18";10,81467;59,970329999999997;"Tot-N";0,03153
"0301AL19";10,66741;59,999220000000001;"Tot-P";0,000740000000000000042
"0301AL19";10,66741;59,999220000000001;"Tot-N";0,0392599999999999995
"0301AL27";10,803290000000001;59,95881;"Tot-P";0,001380000000000000042
"0301AL27";10,803290000000001;59,95881;"Tot-N";0,0998399999999999974
"0301AL30";10,66577;60,037860000000002;"Tot-P";0,00334999999999999983
"0301AL30";10,66577;60,037860000000002;"Tot-N";0,07358
"0301AL31";10,626320189999999;59,971609290000004;"Tot-N";0,084099999999999994
"0301AL31";10,626320189999999;59,971609290000004;"Tot-P";0,00372
"0301AL33";10,665770548744094;60,03789215981837;"Tot-P";0,00232
"0301AL33";10,665770548744094;60,03789215981837;"Tot-N";0,06566
"0301.0232.01";10,8653307736451;59,943849488095999;"Tot-N";53,12
"0301.0232.01";10,8653307736451;59,943849488095999;"TOC";1580,30949999999999
"0301.0232.01";10,8653307736451;59,943849488095999;"Tot-P";20,9111
"0301.0263.01";10,8281740733386;59,931501739738401;"S.P.M.";0,437099999999999994
"0301.0310.01";10,323191323311599;59,486861735709702;"S.P.M.";3,23299999999999986
"0301.0310.01";10,323191323311599;59,486861735709702;"Tot-P";0,003
"0301.0378.01";10,674615504148001;59,924505447163398;"Tot-P";0,70000000000000001
"0301.0378.01";10,674615504148001;59,924505447163398;"S.P.M.";32,5200000000000007
"0301.0430.01";10,835762288764601;59,840624835157001;"S.P.M.";2,758599999999999987
"0301.0509.01";10,880871;59,941522;"Tot-P";3,6
"0301.0509.01";10,880871;59,941522;"Tot-N";30,4
"0301.0625.01";10,9275110590788;59,992900684118197;"Tot-P";7,8999999999999994
"0301.1605.01";5,05545;60,802906;"S.P.M.";0
"0402AL08";11,97045;60,203409999999998;"S.P.M.";56,544460000000003
"0402AL08";11,97045;60,203409999999998;"Tot-N";413,888840000000005
"0402AL08";11,97045;60,203409999999998;"Tot-P";3,85325500000000003
"0402AL09";11,9695;60,150300000000001;"Tot-P";0,0198799999999999999
"0402AL09";11,9695;60,150300000000001;"Tot-N";1,363319999999999982
"0402AL09";11,9695;60,150300000000001;"S.P.M.";0,1385
"0402AL14";12,32267;60,093290000000003;"S.P.M.";3,30990000000000007
"0402AL14";12,32267;60,093290000000003;"Tot-N";6,35746999999999998
"0402AL14";12,32267;60,093290000000003;"Tot-P";0,0755649999999999995
"0402.0158.01";11,932327;60,20855;"S.P.M.";1,04
"0402.0158.01";11,932327;60,20855;"Tot-P";0,25
"0412AL04";10,80668;60,774239999999999;"Tot-P";0,0526100000000000009
"0412AL04";10,80668;60,774239999999999;"Tot-N";1,124819999999999996
"0412AL07";10,922079999999999;60,830559999999998;"Tot-P";0,00808999999999999978
"0412AL07";10,922079999999999;60,830559999999998;"Tot-N";0,17518
"0412AL08";10,63753;61,097490000000001;"Tot-N";1,54179999999999996
"0412AL08";10,63753;61,097490000000001;"Tot-P";0,0691100000000000023
"0412AL20";10,69365;60,921939999999999;"S.P.M.";55,3617699999999996
"0412AL20";10,69365;60,921939999999999;"Tot-N";445,96141
"0412AL20";10,69365;60,921939999999999;"Tot-P";5,56470000000000047
"0412AL38";11,04518;60,863210000000002;"S.P.M.";6,27906999999999999
"0412AL38";11,04518;60,863210000000002;"Tot-P";0,1417899999999999987
"0412AL38";11,04518;60,863210000000002;"Tot-N";13,6195900000000003
"0412AL39";10,693490000000001;61,100540000000002;"S.P.M.";4,31267000000000014
"0412AL39";10,693490000000001;61,100540000000002;"Tot-N";5,9688599999999999
"0412AL39";10,693490000000001;61,100540000000002;"Tot-P";0,0608399999999999989
"0412AL40";10,62313;61,068199999999997;"Tot-N";5,67979000000000001
"0412AL40";10,62313;61,068199999999997;"Tot-P";0,1063699999999999997
"0412AL40";10,62313;61,068199999999997;"S.P.M.";5,85456999999999993
"0412AL41";10,55668;61,024160000000002;"S.P.M.";20,06242999999999988
"0412AL41";10,55668;61,024160000000002;"Tot-N";18,4058899999999997
"0412AL41";10,55668;61,024160000000002;"Tot-P";0,268605000000000003
"0412AL42";10,92859;60,76023;"Tot-N";79,0672100000000008
"0412AL42";10,92859;60,76023;"S.P.M.";27,3387400000000002
"0412AL42";10,92859;60,76023;"Tot-P";0,543134999999999995
"0412AL47";10,8504;60,932650000000002;"Tot-P";0,01474000000000000016
"0412AL47";10,8504;60,932650000000002;"Tot-N";1,77825000000000001
"0412AL47";10,8504;60,932650000000002;"S.P.M.";0,433449999999999996
"0412AL48";10,977740000000001;60,944130000000001;"Tot-P";0,01215000000000000014
"0412AL48";10,977740000000001;60,944130000000001;"Tot-N";4,73176999999999999
"0412AL48";10,977740000000001;60,944130000000001;"S.P.M.";0,345970000000000002
"0412AL52";10,739800000000001;61,027560000000001;"Tot-P";0,0106899999999999999
"0412AL52";10,739800000000001;61,027560000000001;"S.P.M.";0,91137999999999999
"0412AL52";10,739800000000001;61,027560000000001;"Tot-N";2,94993999999999995
"0412.0044.01";10,9300534809332;60,886617458613898;"S.P.M.";867,65
"0412.0044.01";10,9300534809332;60,886617458613898;"Tot-P";15,12
"0412.0046.01";10,9202186336154;60,887027621320698;"Tot-P";0,012999999999999999
"0412.0046.01";10,9202186336154;60,887027621320698;"S.P.M.";37
"0412.0049.01";10,9301053442775;60,889069637431099;"S.P.M.";39,3399999999999997
"0412.0049.01";10,9301053442775;60,889069637431099;"Tot-P";6,04999999999999998
"0412.0050.01";10,8176748014279;60,903449490272102;"Tot-P";24,1200000000000001
"0412.0055.01";10,6982858361813;60,922430362211301;"Tot-P";0,0160000000000000002
"0412.0055.01";10,6982858361813;60,922430362211301;"S.P.M.";2,157000000000000007
"0412.0236.01";10,818357;60,902803;"Tot-P";27,4
"0415AL01";11,293229999999999;60,947049999999997;"Tot-P";0,0476050000000000001
"0415AL01";11,293229999999999;60,947049999999997;"Tot-N";3,363
"0415AL01";11,293229999999999;60,947049999999997;"S.P.M.";1,84688999999999999
"0415AL02";11,44145;60,78931;"Tot-P";0,00323000000000000006
"0415AL02";11,44145;60,78931;"Tot-N";0,070089999999999999
"0415AL03";11,387600000000001;60,855849999999997;"Tot-N";0,070089999999999999
"0415AL03";11,387600000000001;60,855849999999997;"Tot-P";0,00323000000000000006
"0417AL03";11,500299999999999;60,577579999999998;"Tot-N";0,14018
"0417AL03";11,500299999999999;60,577579999999998;"Tot-P";0,00656000000000000008
"0417AL04";11,07827;60,766530000000003;"Tot-P";19,7412399999999998
"0417AL04";11,07827;60,766530000000003;"Tot-N";4218,85816499999992
"0417AL04";11,07827;60,766530000000003;"S.P.M.";192,269309999999993
"0417AL44";11,360580000000001;60,739249999999998;"S.P.M.";5,76680000000000006
"0417AL44";11,360580000000001;60,739249999999998;"Tot-N";13,4920099999999996
"0417AL44";11,360580000000001;60,739249999999998;"Tot-P";0,175804999999999999
"0417AL46";11,24305;60,512659999999997;"S.P.M.";2,253130000000000002
"0417AL46";11,24305;60,512659999999997;"Tot-P";0,05377000000000000025
"0417AL46";11,24305;60,512659999999997;"Tot-N";2,33326
"0418AL02";11,63383;60,426600000000001;"S.P.M.";13,90861999999999912
"0418AL02";11,63383;60,426600000000001;"Tot-P";0,137540000000000002
"0418AL02";11,63383;60,426600000000001;"Tot-N";31,7174700000000008
"0418AL03";11,54748;60,388280000000002;"Tot-N";70,09558
"0418AL03";11,54748;60,388280000000002;"S.P.M.";15,4344299999999999
"0418AL03";11,54748;60,388280000000002;"Tot-P";0,587675
"0419AL46";11,674989999999999;60,24756;"S.P.M.";38,468690000000001
"0419AL46";11,674989999999999;60,24756;"Tot-N";135,91472
"0419AL46";11,674989999999999;60,24756;"Tot-P";1,333440000000000006
"0419.0006.01";11,5673323429113;60,182351100364002;"Tot-P";0,511000000000000016
"0419.0006.01";11,5673323429113;60,182351100364002;"S.P.M.";31,6899999999999996
"0419.0012.01";11,739262975056601;60,251338894129802;"Tot-P";0,25999999999999999
"0420AL48";12,128130000000001;59,982909999999997;"Tot-P";2,455745
"0420AL48";12,128130000000001;59,982909999999997;"Tot-N";55,7998400000000001
"0420AL48";12,128130000000001;59,982909999999997;"S.P.M.";17,3378299999999999
"0420AL49";12,201930000000001;59,942729999999997;"Tot-P";0,841589999999999984
"0420AL49";12,201930000000001;59,942729999999997;"Tot-N";42,8977900000000008
"0420AL49";12,201930000000001;59,942729999999997;"S.P.M.";15,7382099999999996
"0420AL50";11,99399;59,92727;"Tot-P";0,0447600000000000023
"0420AL50";11,99399;59,92727;"Tot-N";2,10897000000000012
"0420AL50";11,99399;59,92727;"S.P.M.";3,82168999999999999
"0420AL51";12,07654;59,987209999999997;"S.P.M.";5,6335399999999999
"0420AL51";12,07654;59,987209999999997;"Tot-N";4,4454300000000001
"0420AL51";12,07654;59,987209999999997;"Tot-P";0,1189599999999999999
"0420AL52";12,117150000000001;60,11083;"Tot-P";0,11674500000000000196
"0420AL52";12,117150000000001;60,11083;"Tot-N";4,3694900000000001
"0420AL52";12,117150000000001;60,11083;"S.P.M.";0,1
"0420AL55";11,99241526335225;59,92555284776351;"Tot-N";1,33042
"0420AL55";11,99241526335225;59,92555284776351;"Tot-P";0,033625000000000001
"0420AL55";11,99241526335225;59,92555284776351;"S.P.M.";2,1752
"0420.0004.01";12,175144762491;59,954516341727697;"Tot-P";0,00110000000000000001
"0423AL00";12,547599999999999;60,391170000000002;"Tot-P";0,0161799999999999996
"0423AL00";12,547599999999999;60,391170000000002;"Tot-N";1,64255
"0423AL08";12,46881;60,446759999999998;"Tot-N";4,89270000000000007
"0423AL08";12,46881;60,446759999999998;"S.P.M.";0,61676
"0423AL08";12,46881;60,446759999999998;"Tot-P";0,06993499999999999891
"0423AL51";12,047230000000001;60,450119999999998;"S.P.M.";10,3205
"0423AL51";12,047230000000001;60,450119999999998;"Tot-N";77,9622900000000005
"0423AL51";12,047230000000001;60,450119999999998;"Tot-P";0,491900000000000008
"0423AL52";12,03884;60,401049999999998;"Tot-N";6,49008
"0423AL52";12,03884;60,401049999999998;"S.P.M.";7,94395
"0423AL52";12,03884;60,401049999999998;"Tot-P";0,2775950000000000127
"0423.0009.01";12,0442644421426;60,401483415417502;"S.P.M.";17,0759999999999998
"0423.0009.01";12,0442644421426;60,401483415417502;"Tot-P";0,196
