"ANLEGG_NR";"LON";"LAT";"NAME";"VALUE_TONNES"
"0631AL01";9,5231499999999993;59,904170000000001;"Tot-N";2,63917000000000002
"0631AL01";9,5231499999999993;59,904170000000001;"Tot-P";0,2146349999999999971
"0631AL20";9,5772999999999993;59,793900000000001;"Tot-N";16,4606599999999999
"0631AL20";9,5772999999999993;59,793900000000001;"Tot-P";1,0574249999999999984
"0631AL20";9,5772999999999993;59,793900000000001;"S.P.M.";42,39641999999999995
"0631AL30";9,4266900000000007;59,860030000000002;"Tot-N";10,36982999999999987
"0631AL30";9,4266900000000007;59,860030000000002;"Tot-P";0,204405000000000003
"0631AL30";9,4266900000000007;59,860030000000002;"S.P.M.";1,39772000000000002
"0631AL31";9,3110700000000008;59,835259999999998;"Tot-N";5,08619
"0631AL31";9,3110700000000008;59,835259999999998;"Tot-P";0,37347499999999999983
"0631AL31";9,3110700000000008;59,835259999999998;"S.P.M.";0,546960000000000002
"0631AL40";9,47905944073699;59,7525052019415;"Tot-P";0,00254
"0631AL40";9,47905944073699;59,7525052019415;"Tot-N";0,25377
"0632AL46";9,2920499999999997;59,979819999999997;"Tot-P";0,115390000000000003
"0632AL46";9,2920499999999997;59,979819999999997;"Tot-N";2,55263999999999988
"0632AL47";9,1579899999999999;60,046500000000002;"S.P.M.";16,77358999999999998
"0632AL47";9,1579899999999999;60,046500000000002;"Tot-P";0,3412799999999999986
"0632AL47";9,1579899999999999;60,046500000000002;"Tot-N";15,80853
"0632AL53";9,0492600000000003;60,044130000000003;"Tot-P";0,0737600000000000004
"0632AL53";9,0492600000000003;60,044130000000003;"Tot-N";19,33
"0632AL54";9,191876653980325;60,038460779340895;"Tot-P";0,13371
"0632AL54";9,191876653980325;60,038460779340895;"Tot-N";4,8031
"0632AL54";9,191876653980325;60,038460779340895;"S.P.M.";1,68192
"0633AL00";9,0042799999999996;60,236649999999997;"Tot-N";1,24301000000000001
"0633AL00";9,0042799999999996;60,236649999999997;"Tot-P";0,00742499999999999996
"0633AL00";9,0042799999999996;60,236649999999997;"S.P.M.";0,16111
"0633AL31";8,7867599999999992;60,261920000000003;"S.P.M.";1,80262000000000003
"0633AL31";8,7867599999999992;60,261920000000003;"Tot-P";0,1059799999999999985
"0633AL31";8,7867599999999992;60,261920000000003;"Tot-N";6,88550999999999997
"0633AL69";8,9493899999999993;60,267470000000003;"Tot-N";12,67811999999999981
"0633AL69";8,9493899999999993;60,267470000000003;"S.P.M.";4,29883000000000006
"0633AL69";8,9493899999999993;60,267470000000003;"Tot-P";0,1658999999999999949
"0633AL70";8,92577;60,322229999999998;"Tot-P";0,02063999999999999974
"0633AL70";8,92577;60,322229999999998;"Tot-N";2,19255000000000004
"0633AL70";8,92577;60,322229999999998;"S.P.M.";0,231620000000000011
"0633AL71";9,0117100000000008;60,168709999999997;"Tot-N";3,60555999999999995
"0633AL71";9,0117100000000008;60,168709999999997;"S.P.M.";0,85462999999999999
"0633AL71";9,0117100000000008;60,168709999999997;"Tot-P";0,0446550000000000001
"0633AL72";8,5532900000000005;60,287370000000003;"S.P.M.";17,48272999999999889
"0633AL72";8,5532900000000005;60,287370000000003;"Tot-N";15,3997300000000001
"0633AL72";8,5532900000000005;60,287370000000003;"Tot-P";0,389805
"0701AL01";10,44839;59,438850000000002;"Tot-P";11,72234
"0701AL01";10,44839;59,438850000000002;"Tot-N";816,60153000000001
"0701AL03";10,384930000000001;59,427959999999999;"Tot-N";25,25187
"0701AL03";10,384930000000001;59,427959999999999;"Tot-P";0,1536649999999999994
"0701AL04";10,46635;59,359059999999999;"Tot-P";1,398265000000000018
"0701AL04";10,46635;59,359059999999999;"Tot-N";80,4855299999999995
"0701AL05";10,519880000000001;59,38608;"Tot-P";0,1144000000000000019
"0701AL05";10,519880000000001;59,38608;"Tot-N";6,72675999999999979
"0701AL05";10,519880000000001;59,38608;"S.P.M.";1,37306
"0701AL06";10,42083;59,361879999999999;"Tot-P";0,000070000000000000007
"0701AL06";10,42083;59,361879999999999;"Tot-N";0,42705000000000001
"0701.0055.01";10,452404;59,423445000000001;"Tot-P";0
"0702AL30";10,32588;59,485169999999997;"Tot-P";6,67086000000000002
"0702AL30";10,32588;59,485169999999997;"Tot-N";428,68781
"0702.0048.01";10,323186999999999;59,486861999999995;"Tot-P";0,0122000000000000003
"0702.0048.01";10,323186999999999;59,486861999999995;"S.P.M.";13,6990000000000002
"0704AL02";10,494350000000001;59,331200000000003;"Tot-N";2,0805000000000001
"0704AL02";10,494350000000001;59,331200000000003;"Tot-P";0,305160000000000005
"0704AL40";10,49826;59,261960000000002;"Tot-N";2822,15527
"0704AL40";10,49826;59,261960000000002;"Tot-P";76,23397
"0704.0027.01";10,291356633728499;59,3006225743149;"S.P.M.";0,90120000000000002
"0704.0059.01";10,413620736723701;59,259475519655403;"Tot-P";14,28900000000000011
"0704.0059.01";10,413620736723701;59,259475519655403;"Tot-N";20,89999999999999932
"0704.0064.01";10,513611646693199;59,321144353164698;"S.P.M.";283,575099999999995
"0704.0064.01";10,513611646693199;59,321144353164698;"Tot-P";20,7603999999999999
"0704.0064.01";10,513611646693199;59,321144353164698;"Tot-N";25,8001000000000005
"0704.0064.01";10,513611646693199;59,321144353164698;"TOC";87,6096
"0704.0079.01";10,3484146489211;59,2960931371885;"Tot-P";32,2999999999999994
"0704.0080.01";10,346712681207499;59,297457957972597;"Tot-P";14,0000000000000001
"0706AL15";10,214840000000001;59,085830000000001;"Tot-N";2053,14732000000001
"0706AL15";10,214840000000001;59,085830000000001;"Tot-P";27,844715
"0706AL17";10,323789847900001;59,125796183299997;"Tot-P";0,2163999999999999994
"0706AL17";10,323789847900001;59,125796183299997;"S.P.M.";0,061
"0706AL17";10,323789847900001;59,125796183299997;"Tot-N";6,97765
"0706.0020.01";10,233752814601001;59,110001798187099;"Tot-P";1,88000000000000005
"0706.0020.01";10,233752814601001;59,110001798187099;"Tot-N";6,9600000000000003
"0709AL01";10,025880000000001;59,016629999999999;"Tot-P";7,499965
"0709AL01";10,025880000000001;59,016629999999999;"Tot-N";1480,19664000000002
"0709AL04";9,9766600000000007;59,193600000000004;"Tot-N";29,6999199999999995
"0709AL04";9,9766600000000007;59,193600000000004;"Tot-P";0,1457950000000000008
"0709AL05";9,94435;59,296489999999999;"Tot-N";5,27846
"0709AL05";9,94435;59,296489999999999;"Tot-P";0,00694999999999999996
"0709AL10";10,045173800000001;59,153844339999999;"Tot-N";1,14982
"0709AL10";10,045173800000001;59,153844339999999;"Tot-P";0,0114199999999999996
"0709AL11";10,166455140355712;59,012540333852975;"Tot-P";0,00389
"0709AL11";10,166455140355712;59,012540333852975;"Tot-N";0,20736
"0709AL12";9,8645446260000007;59,077872759999998;"Tot-P";0,0059100000000000001
"0709AL12";9,8645446260000007;59,077872759999998;"Tot-N";0,59129999999999995
"0709AL13";9,9352527530000003;59,011110389999999;"Tot-N";2,01959999999999995
"0709AL13";9,9352527530000003;59,011110389999999;"Tot-P";0,081999999999999997
"0709.0035.01";10,063856210813899;59,035840954606599;"Tot-P";0,00070000000000000001
"0710.0018.01";10,20584;59,175205;"S.P.M.";0,0757
"0710.0020.01";10,233753;59,110002;"Tot-P";0,7
"0710.0020.01";10,233753;59,110002;"Tot-N";7,35
"0711AL40";10,405060000000001;59,590859999999999;"Tot-P";4,27137000000000001
"0711AL40";10,405060000000001;59,590859999999999;"Tot-N";248,090370000000001
"0711AL40";10,405060000000001;59,590859999999999;"S.P.M.";173,019489999999999
"0711.0002.01";10,394699;59,639714;"S.P.M.";2
"0711.0005.01";10,3244017374296;59,690836458861199;"TOC";1,25600000000000001998
"0712.0031.01";10,063856;59,035841;"Tot-P";0
"0712.0146.01";9,861131;59,050234;"S.P.M.";0,89
"0712.0149.01";10,16789;59,071814;"S.P.M.";2,9
"0712.0150.01";9,851187;59,033721;"S.P.M.";4,5
"0713AL20";10,254110000000001;59,569209999999998;"Tot-P";1,106200000000000006
"0713AL20";10,254110000000001;59,569209999999998;"S.P.M.";57,8604700000000014
"0713AL20";10,254110000000001;59,569209999999998;"Tot-N";193,822480000000002
"0713AL50";10,34756;59,517060000000001;"Tot-P";1,108490000000000016
"0713AL50";10,34756;59,517060000000001;"Tot-N";7,48844999999999993
"0713.0001.03";10,172607999999999;59,573571999999999;"Tot-N";0,004
"0714AL00";10,03877;59,601489999999998;"Tot-N";9,54021999999999983
"0714AL00";10,03877;59,601489999999998;"Tot-P";0,0754249999999999988
"0714AL00";10,03877;59,601489999999998;"S.P.M.";3,14525
"0714AL05";10,091570000000001;59,548960000000001;"Tot-N";35,9445199999999994
"0714AL05";10,091570000000001;59,548960000000001;"S.P.M.";2,3785
"0714AL05";10,091570000000001;59,548960000000001;"Tot-P";0,735125000000000001
"0714AL27";10,13669;59,512180000000001;"Tot-N";19,1722999999999995
"0714AL27";10,13669;59,512180000000001;"S.P.M.";2,54525
"0714AL27";10,13669;59,512180000000001;"Tot-P";0,1564500000000000005
"0715.0055.01";10,323187;59,486862;"S.P.M.";5,35
"0715.0055.01";10,323187;59,486862;"Tot-P";0,0062
"0716AL01";10,2189;59,413400000000003;"Tot-N";7,51609999999999991
"0716AL01";10,2189;59,413400000000003;"Tot-P";0,0766750000000000049
"0716AL01";10,2189;59,413400000000003;"S.P.M.";0,45680000000000001
"0716AL08";10,16385;59,383890000000001;"Tot-N";1,15003
"0716AL08";10,16385;59,383890000000001;"Tot-P";0,0275499999999999996
"0716AL10";10,13603;59,421010000000003;"Tot-P";0,0261750000000000004
"0716AL10";10,13603;59,421010000000003;"Tot-N";5,04289000000000009
"0716AL10";10,13603;59,421010000000003;"S.P.M.";0,35997
"0716AL22";10,35929;59,371029999999998;"S.P.M.";1,031
"0716AL22";10,35929;59,371029999999998;"Tot-N";18,7994699999999997
"0716AL22";10,35929;59,371029999999998;"Tot-P";0,2493700000000000036
"0716AL36";10,29139;59,42033;"Tot-P";0,506835000000000001
"0716AL36";10,29139;59,42033;"S.P.M.";1,3296
"0716AL36";10,29139;59,42033;"Tot-N";52,7376300000000007
"0716AL37";10,3661983181374;59,4522372401861;"Tot-N";0,13133
"0716AL37";10,3661983181374;59,4522372401861;"Tot-P";0,0025
"0716.0005.01";10,317529152386101;59,490754273918803;"Tot-N";327,599999999999995
"0716.0008.01";10,2641735914177;59,372919142637897;"Tot-P";6,7599999999999999
"0719AL00";10,08779;59,297159999999998;"Tot-N";2,38495999999999995
"0719AL00";10,08779;59,297159999999998;"Tot-P";0,01344500000000000008
"0719AL02";10,07855;59,284930000000003;"Tot-N";0,293995
"0719AL02";10,07855;59,284930000000003;"Tot-P";0,040465000000000001
"0719AL02";10,07855;59,284930000000003;"S.P.M.";0,0990600000000000037
"0719AL24";10,196859999999999;59,302309999999999;"Tot-N";68,7889099999999986
"0719AL24";10,196859999999999;59,302309999999999;"Tot-P";1,059145000000000024
"0719AL58";10,13998;59,20646;"Tot-P";0,4977650000000000075
"0719AL58";10,13998;59,20646;"Tot-N";35,9148700000000007
"0719AL59";10,13974;59,356610000000003;"Tot-P";0,0999950000000000005
"0719AL59";10,13974;59,356610000000003;"Tot-N";14,7168300000000004
"0720AL17";10,25564;59,279040000000002;"Tot-P";0,178585000000000002
"0720AL17";10,25564;59,279040000000002;"Tot-N";18,2580899999999995
"0720AL33";10,33193;59,205739999999999;"Tot-P";4,330214999999999997
"0720AL33";10,33193;59,205739999999999;"Tot-N";385,061665
"0722AL01";10,33737;59,153329999999997;"Tot-P";0,02070000000000000013
"0722AL01";10,33737;59,153329999999997;"Tot-N";1,344760000000000041
"0722AL02";10,35295;59,140940000000001;"Tot-P";0,0182900000000000001
"0722AL02";10,35295;59,140940000000001;"Tot-N";0,99383000000000004
"0723AL01";10,38428;59,11448;"Tot-N";128,957650000000001
"0723AL01";10,38428;59,11448;"Tot-P";3,88407499999999998
"0728AL01";9,8852399999999996;59,310160000000003;"Tot-N";7,85119999999999986
"0728AL01";9,8852399999999996;59,310160000000003;"S.P.M.";0,28
"0728AL01";9,8852399999999996;59,310160000000003;"Tot-P";0,2116099999999999992
"0728AL29";9,9747400000000006;59,397500000000001;"Tot-N";29,0324799999999998
"0728AL29";9,9747400000000006;59,397500000000001;"Tot-P";0,3888049999999999972
"0728.0002.01";9,9066689579929701;59,287038333947599;"Tot-P";0,058999999999999997
"0728.0002.01";9,9066689579929701;59,287038333947599;"S.P.M.";0,5
"0805AL01";9,6270900000000008;59,136980000000001;"Tot-N";2321,84509
"0805AL01";9,6270900000000008;59,136980000000001;"Tot-P";22,2843699999999997
"0805AL18";9,7993400000000008;59,083280000000002;"Tot-N";21,5691599999999998
"0805AL18";9,7993400000000008;59,083280000000002;"Tot-P";0,1311749999999999977
"0805AL29";9,6969899999999996;59,08034;"Tot-P";4,29977500000000003
"0805AL29";9,6969899999999996;59,08034;"Tot-N";359,70052
"0805.0002.01";9,6367311744658508;59,117134633127897;"S.P.M.";5,9199999999999999
"0805.0003.01";9,6252633239184195;59,121903504325402;"Tot-P";4,9579999999999999
"0805.0003.01";9,6252633239184195;59,121903504325402;"S.P.M.";3868,63299999999998
"0805.0032.01";9,6252633239184195;59,121903504325402;"TOC";284,737000000000002
"0805.0032.01";9,6252633239184195;59,121903504325402;"S.P.M.";147,261000000000002
"0805.0033.02";9,6824410000000007;59,117261999999997;"TOC";6,6547000000000002
"0805.0036.01";9,6357013553943691;59,115614008665297;"S.P.M.";373,173999999999994
"0805.0039.01";9,6213948779308005;59,120455949507502;"Tot-N";4772,29999999999995
"0805.0039.01";9,6213948779308005;59,120455949507502;"Tot-P";44,6000000000000014
"0805.0042.01";9,6238362597624008;59,127198824258102;"TOC";9,802
"0805.0042.01";9,6238362597624008;59,127198824258102;"Tot-N";18,306
"0805.0042.01";9,6238362597624008;59,127198824258102;"S.P.M.";47,087999999999999
"0805.0045.01";9,6960610743841595;59,065332145787103;"TOC";1,08100000000000002
"0806AL30";9,5891400000000004;59,200569999999999;"Tot-N";665,343574999999995
"0806AL30";9,5891400000000004;59,200569999999999;"Tot-P";8,61500999999999999
"0806AL34";9,42018165156535;59,3782684758034;"Tot-P";0,2252
"0806AL34";9,42018165156535;59,3782684758034;"Tot-N";1,90135
"0807AL00";9,0458800000000004;59,690820000000002;"Tot-N";5,13539
"0807AL00";9,0458800000000004;59,690820000000002;"Tot-P";0,0362899999999999996
"0807AL35";9,2528900000000007;59,559539999999998;"Tot-N";353,735964999999999
"0807AL35";9,2528900000000007;59,559539999999998;"Tot-P";5,88191999999999995
"0807AL36";9,2709100000000007;59,720100000000002;"Tot-P";0,01318000000000000012
"0807AL36";9,2709100000000007;59,720100000000002;"Tot-N";8,99976000000000056
"0811AL35";9,7317599999999995;59,27749;"Tot-P";0,342760000000000001
"0811AL35";9,7317599999999995;59,27749;"Tot-N";51,5204699999999998
"0814AL00";9,6393400000000007;58,963819999999998;"Tot-P";0,911190000000000004
"0814AL00";9,6393400000000007;58,963819999999998;"Tot-N";26,7985800000000004
"0814AL02";9,6450899999999997;59,057200000000002;"Tot-P";0,207270000000000005
"0814AL02";9,6450899999999997;59,057200000000002;"Tot-N";1,39615
"0814AL37";9,7428000000000008;59,020299999999999;"Tot-P";6,99302500000000025
"0814AL37";9,7428000000000008;59,020299999999999;"Tot-N";384,984960000000004
"0814AL38";9,5756499999999996;59,106470000000002;"Tot-N";46,904050000000001
"0814AL38";9,5756499999999996;59,106470000000002;"Tot-P";0,818365000000000015
"0814.0017.01";9,5869097018417992;59,101550483575501;"TOC";43,4189999999999991
"0814.0019.01";9,5933457507884992;59,096131848936601;"Tot-N";1,93799999999999998
"0814.0019.01";9,5933457507884992;59,096131848936601;"TOC";25,8689999999999994
"0814.0019.01";9,5933457507884992;59,096131848936601;"Tot-P";1,81700000000000001
"0814.0021.01";9,6229296360865106;59,082272717046202;"TOC";7,66000000000000002
"0814.0056.01";9,6170270000000002;59,080039999999997;"S.P.M.";16,45300000000000042
"0814.0056.01";9,6170270000000002;59,080039999999997;"TOC";56,98500000000000003
"0814.0056.01";9,6170270000000002;59,080039999999997;"Tot-P";0,256000000000000011
"0815AL01";9,4162199999999991;58,874029999999998;"Tot-P";2,018994999999999991
"0815AL01";9,4162199999999991;58,874029999999998;"Tot-N";245,910399999999994
"0815AL02";9,3966600000000007;58,848880000000001;"Tot-N";3,62928000000000002
"0815AL02";9,3966600000000007;58,848880000000001;"Tot-P";0,996945000000000003
"0815AL08";9,3766099999999994;58,899299999999997;"Tot-P";0,391030000000000003
"0815AL08";9,3766099999999994;58,899299999999997;"Tot-N";47,5716899999999997
"0815AL38";9,3036399999999997;58,890509999999999;"Tot-N";34,3460399999999999
"0815AL38";9,3036399999999997;58,890509999999999;"Tot-P";0,539119999999999998
"0815AL39";9,3735499999999998;58,800899999999999;"Tot-N";0,39309
"0815AL39";9,3735499999999998;58,800899999999999;"Tot-P";0,01050000000000000004
"0815AL41";9,5891599999999997;58,845509999999997;"Tot-N";0,46252
"0815AL41";9,5891599999999997;58,845509999999997;"Tot-P";0,0379499999999999993
"0815AL50";9,4775299999999998;58,858150000000002;"Tot-P";0,0106600000000000002
"0815AL50";9,4775299999999998;58,858150000000002;"Tot-N";0,6027
"0815AL53";9,44386829564477;58,8716213940464;"Tot-N";0,07128
"0815AL53";9,44386829564477;58,8716213940464;"Tot-P";0,00071
"0815.0020.01";9,4046956907861095;58,871063655474799;"Tot-P";1,11000000000000004
"0815.0026.01";9,3378331780378492;58,895461286324299;"S.P.M.";655
"0815.0026.01";9,3378331780378492;58,895461286324299;"Tot-P";1,72200000000000002
"0815.0026.01";9,3378331780378492;58,895461286324299;"Tot-N";7,96100000000000008
"0817AL00";8,7366399999999995;59,069310000000002;"Tot-P";0,0539100000000000003
"0817AL00";8,7366399999999995;59,069310000000002;"Tot-N";14,4882
"0817AL01";8,8952200000000001;59,11354;"Tot-P";0,074099999999999998
"0817AL01";8,8952200000000001;59,11354;"Tot-N";2,9565499999999999
"0817AL06";9,0663300000000007;59,0974;"Tot-P";0,487634999999999982
"0817AL06";9,0663300000000007;59,0974;"Tot-N";58,2555099999999996
"0817AL40";9,1704399999999993;58,972479999999997;"Tot-P";0,2030900000000000035
"0817AL40";9,1704399999999993;58,972479999999997;"Tot-N";8,55085999999999975
"0817AL41";8,8146699999999996;59,153419999999997;"Tot-P";0,0205899999999999996
"0817AL41";8,8146699999999996;59,153419999999997;"Tot-N";0,70079999999999996
"0817AL42";9,1987900000000007;59,063139999999997;"Tot-P";0,0930350000000000005
"0817AL42";9,1987900000000007;59,063139999999997;"Tot-N";1,76035999999999995
"0817AL47";8,72822659496954;59,094891463709;"Tot-N";0,09072
"0817AL47";8,72822659496954;59,094891463709;"Tot-P";0,00424
"0819AL40";9,1088699999999996;59,301229999999997;"Tot-N";58,6574300000000002
"0819AL40";9,1088699999999996;59,301229999999997;"Tot-P";0,513290000000000002
"0819AL41";9,2843;59,281210000000002;"Tot-N";74,0675000000000007
"0819AL41";9,2843;59,281210000000002;"Tot-P";0,590585000000000001
"0819AL42";9,2071799999999993;59,29842;"Tot-P";0,0858600000000000002
"0819AL42";9,2071799999999993;59,29842;"Tot-N";7,18324
"0819AL43";9,0896299999999997;59,329979999999999;"Tot-N";2,62798
"0819AL43";9,0896299999999997;59,329979999999999;"Tot-P";0,02129000000000000002
"0822AL00";9,3206900000000008;59,418520000000001;"Tot-P";0,673499999999999988
"0822AL00";9,3206900000000008;59,418520000000001;"Tot-N";14,53457
"0822AL01";9,1777700000000006;59,381979999999999;"Tot-N";51,0685999999999996
"0822AL01";9,1777700000000006;59,381979999999999;"Tot-P";0,718774999999999999
"0822AL02";9,3179999999999996;59,507429999999999;"Tot-N";12,78918
"0822AL02";9,3179999999999996;59,507429999999999;"Tot-P";0,06738999999999999906
"0822AL03";9,25441;59,391730000000003;"Tot-N";18,92162
"0822AL03";9,25441;59,391730000000003;"Tot-P";0,096190000000000002
"0826AL00";8,7745999999999995;59,926969999999997;"Tot-N";14,7661899999999997
"0826AL00";8,7745999999999995;59,926969999999997;"Tot-P";0,0581400000000000009
"0826AL53";8,2960200000000004;59,813940000000002;"Tot-N";16,6368299999999999
"0826AL53";8,2960200000000004;59,813940000000002;"Tot-P";0,20931
"0826AL54";8,8154000000000003;59,988990000000001;"Tot-N";16,8956199999999996
"0826AL54";8,8154000000000003;59,988990000000001;"Tot-P";0,287365000000000001
"0826AL55";8,6892600000000009;59,885649999999998;"Tot-N";206,294549999999999
"0826AL55";8,6892600000000009;59,885649999999998;"Tot-P";7,18829999999999997
"0826.0008.01";8,6579520005631405;59,879191069401202;"TOC";1,62229999999999998
"0827AL01";8,9698700000000002;59,611980000000003;"Tot-P";0,7137649999999999989
"0827AL01";8,9698700000000002;59,611980000000003;"Tot-N";19,6741599999999996
"0827AL05";8,8007100000000005;59,749220000000001;"Tot-P";0,03397499999999999922
"0827AL05";8,8007100000000005;59,749220000000001;"Tot-N";4,75889999999999995
"0828AL42";8,5842200000000002;59,55744;"Tot-N";4,26070000000000003
"0828AL42";8,5842200000000002;59,55744;"Tot-P";0,0301099999999999997
"0829AL11";8,4197900000000008;59,479140000000001;"Tot-P";0,0251400000000000004
"0829AL11";8,4197900000000008;59,479140000000001;"Tot-N";3,6515599999999999
"0829AL13";8,4866899999999994;59,327649999999998;"Tot-N";22,3372099999999995
"0829AL13";8,4866899999999994;59,327649999999998;"Tot-P";0,06711
"0829AL44";8,4950899999999994;59,401229999999998;"Tot-N";28,2072400000000005
"0829AL44";8,4950899999999994;59,401229999999998;"Tot-P";0,2393349999999999991
"0830AL00";8,6289599999999993;59,027740000000001;"Tot-P";0,00161000000000000006
"0830AL00";8,6289599999999993;59,027740000000001;"Tot-N";0,035049999999999999
"0830AL01";8,5158100000000001;59,021979999999999;"Tot-P";0,1093249999999999998
"0830AL01";8,5158100000000001;59,021979999999999;"Tot-N";22,9694200000000002
"0830AL02";8,4997600000000002;59,167400000000001;"Tot-P";0,192110000000000003
"0830AL02";8,4997600000000002;59,167400000000001;"Tot-N";8,62916
"0830AL04";8,7465899999999994;58,903190000000002;"Tot-N";2,92174
"0830AL04";8,7465899999999994;58,903190000000002;"Tot-P";0,04681000000000000178
"0830AL06";8,4697899999999997;59,058349999999997;"Tot-P";0,002165
"0830AL06";8,4697899999999997;59,058349999999997;"Tot-N";0,08208
"0830AL07";8,4675799999999999;59,045529999999999;"Tot-P";0,06434
"0830AL07";8,4675799999999999;59,045529999999999;"Tot-N";0,19743
"0831AL49";8,1337899999999994;59,321739999999998;"Tot-P";0,00616499999999999993
"0831AL49";8,1337899999999994;59,321739999999998;"Tot-N";2,31362000000000004
"0833AL00";7,7498699999999996;59,355170000000001;"Tot-P";0,0269749999999999996
"0833AL00";7,7498699999999996;59,355170000000001;"Tot-N";0,3564
"0833AL25";8,0134399999999992;59,442500000000003;"Tot-P";0,39433
"0833AL25";8,0134399999999992;59,442500000000003;"Tot-N";37,4296999999999998
"0833AL26";8,1858599999999999;59,423549999999999;"Tot-P";0,0102100000000000002
"0833AL26";8,1858599999999999;59,423549999999999;"Tot-N";2,33506999999999996
"0833AL45";8,2011800000000008;59,494160000000001;"Tot-P";0,01132999999999999999
"0833AL45";8,2011800000000008;59,494160000000001;"Tot-N";6,12886999999999999
"0833AL46";8,0390800000000002;59,375309999999999;"Tot-N";3,89250999999999998
"0833AL46";8,0390800000000002;59,375309999999999;"Tot-P";0,0983050000000000029
"0834AL27";8,02989;59,699080000000002;"Tot-N";62,4487600000000001
"0834AL27";8,02989;59,699080000000002;"Tot-P";0,817350000000000019
"0834AL46";8,0001499999999997;59,564149999999998;"Tot-P";0,229850000000000007
"0834AL46";8,0001499999999997;59,564149999999998;"Tot-N";43,86308
"0834AL47";7,3850800000000003;59,768160000000002;"Tot-P";0,2963700000000000001
"0834AL47";7,3850800000000003;59,768160000000002;"Tot-N";11,348090000000000037
"0834AL49";7,5911600000000004;59,737310000000001;"Tot-P";0,4094749999999999998
"0834AL49";7,5911600000000004;59,737310000000001;"Tot-N";31,2075
"0834AL50";7,8513200000000003;59,620849999999997;"Tot-P";0,0302699999999999999
"0834AL50";7,8513200000000003;59,620849999999997;"Tot-N";0,65175
"0834AL60";7,1932499999999999;59,824930000000002;"Tot-N";0,45552
"0834AL60";7,1932499999999999;59,824930000000002;"Tot-P";0,05526999999999999948
"0901AL01";9,07864;58,757919999999999;"Tot-P";0,0538749999999999994
"0901AL01";9,07864;58,757919999999999;"Tot-N";5,87521999999999991
"0901AL02";9,1087600000000002;58,716589999999997;"Tot-N";2,33194999999999997
"0901AL02";9,1087600000000002;58,716589999999997;"Tot-P";0,0225399999999999997
"0901AL05";9,2157599999999995;58,709719999999997;"Tot-P";2,08381
"0901AL05";9,2157599999999995;58,709719999999997;"Tot-N";60,1986199999999988
"0901AL28";9,0543899999999997;58,72336;"Tot-P";0,0929650000000000007
"0901AL28";9,0543899999999997;58,72336;"Tot-N";11,30815999999999995
"0904AL00";8,5816599999999994;58,329749999999997;"Tot-P";9,43410000000000008
"0904AL00";8,5816599999999994;58,329749999999997;"Tot-N";420,797785000000002
"0904AL01";8,5159000000000002;58,268450000000001;"Tot-N";23,1675600000000002
"0904AL01";8,5159000000000002;58,268450000000001;"Tot-P";0,330049999999999998
"0906AL01";8,9313300000000009;58,519030000000001;"Tot-P";0,33771
"0906AL01";8,9313300000000009;58,519030000000001;"Tot-N";56,4269999999999999
"0906AL10";8,7426600000000008;58,424379999999999;"Tot-N";1779,970695
"0906AL10";8,7426600000000008;58,424379999999999;"Tot-P";23,6278899999999999
"0906.0023.01";8,7197659912645999;58,4630597657236;"S.P.M.";47,450000000000002
"0906.0038.01";8,8710488503518405;58,498693534683099;"S.P.M.";58,4399999999999997
"0906.0056.01";8,6366847246507099;58,407993638908103;"Tot-N";14,5860000000000002
"0906.0056.01";8,6366847246507099;58,407993638908103;"S.P.M.";348,816
"0906.0056.01";8,6366847246507099;58,407993638908103;"Tot-P";9,70600000000000002
"0906.0228.01";8,720223;58,463743;"S.P.M.";35,8
"0911AL00";9,0225500000000007;58,877839999999999;"Tot-N";3,05548
"0911AL00";9,0225500000000007;58,877839999999999;"Tot-P";0,0246999999999999989
"0911AL01";9,0883500000000002;58,835149999999999;"Tot-P";0,2790100000000000049
"0911AL01";9,0883500000000002;58,835149999999999;"Tot-N";20,82136
"0911AL10";9,1304300000000005;58,859139999999996;"Tot-N";0,01114
"0911AL10";9,1304300000000005;58,859139999999996;"Tot-P";0,00172
"0912AL11";8,8669499999999992;58,747999999999998;"Tot-P";0,0707750000000000015
"0912AL11";8,8669499999999992;58,747999999999998;"Tot-N";27,4097499999999997
"0912AL12";8,8241200000000006;58,673409999999997;"Tot-P";0,00723999999999999992
"0912AL12";8,8241200000000006;58,673409999999997;"Tot-N";4,91619999999999991
"0914AL16";9,1223200000000002;58,643830000000001;"Tot-P";0,520274999999999995
"0914AL16";9,1223200000000002;58,643830000000001;"Tot-N";18,40384999999999958
"0914AL34";8,9397400000000005;58,622320000000002;"Tot-P";1,543744999999999987
"0914AL34";8,9397400000000005;58,622320000000002;"Tot-N";67,0032199999999994
"0919AL03";8,6481499999999993;58,511830000000003;"Tot-P";0,726259999999999999
"0919AL03";8,6481499999999993;58,511830000000003;"Tot-N";87,7983100000000002
"0926AL00";8,3698399999999999;58,238619999999997;"Tot-P";2,22426999999999999
"0926AL00";8,3698399999999999;58,238619999999997;"Tot-N";390,135255000000004
"0926AL01";8,2250700000000005;58,121049999999997;"Tot-N";7,45321000000000002
"0926AL01";8,2250700000000005;58,121049999999997;"Tot-P";0,0977599999999999992
"0926AL02";8,2564499999999992;58,162999999999997;"Tot-N";14,59772999999999992
"0926AL02";8,2564499999999992;58,162999999999997;"Tot-P";0,1527400000000000004
