vatnLnr,area_km2,circum_km,avg_dep_m,max_dep_m,vol_Mm3,res_time_yr,regine,width_m,length_m,aspect_ratio,vassom,slp_min,slp_p25,slp_median,slp_p75,slp_max,slp_mean,slp_std,slp_count,dem_min,dem_p25,dem_median,dem_p75,dem_max,dem_mean,dem_std,dem_count,delta_elev
28,5.9,0.0,27.0,84.0,161.0,5.2734862,016.CCB,360.63295730004756,24323.992924920196,67.44805884361415,016,0.058402545750141144,9.032068729400635,14.891234397888184,22.608623504638672,51.19529342651367,16.474767468995868,9.577026086099849,7499,583.8851318359375,630.3416748046875,654.1456909179688,691.3584899902344,901.0673828125,666.9617949059875,47.77454226978032,7499,83.07666307005002
30,1.07,0.0,22.0,43.5,24.13,0.13002454,016.EC1,361.5929243002497,2948.09273482741,8.15307086147364,016,0.008478313684463501,10.079787254333496,20.533079147338867,30.6261043548584,53.35689926147461,20.438586996743634,12.603539638736267,1689,157.1999969482422,169.140625,203.6296844482422,257.3599548339844,452.85076904296875,221.61280713439905,61.08938772667448,1689,64.41281018615686
48,0.99,0.0,10.0,39.0,10.09,0.55840411,016.BDCB,197.51979704113683,5584.288898690142,28.272046561120753,016,0.0,7.40257453918457,19.909048080444336,32.32010841369629,55.36531066894531,20.204026609427142,14.553671352737537,899,1122.9315185546875,1141.2875366210938,1157.425048828125,1193.1451416015625,1334.9718017578125,1172.0677141268075,37.532806653599195,899,49.13619557211996
49,4.12,0.0,40.0,94.0,168.2,1.39807926,016.BE2B,406.3546917145786,11830.420380109448,29.113532146490073,016,0.09278840571641922,13.01462459564209,24.31234359741211,36.60355186462402,65.52986145019531,25.394523140138407,14.617360024564647,5780,433.3408508300781,472.5444107055664,513.0224609375,602.3705444335938,867.4046020507812,550.124740484429,99.95922296977251,5780,116.7838896543509
53,1.52,0.0,5.0,33.0,9.0,0.00900729,016.BEC3,192.02048320254744,8371.729244619302,43.59810529061432,016,0.33173424005508423,7.036828994750977,14.640815734863281,30.465949535369873,58.53511047363281,19.076317567567568,14.207258595417203,1850,536.0061645507812,544.2401428222656,555.186767578125,581.0119171142578,762.1188354492188,570.3530405405405,38.076554249298425,1850,34.34687598975927
54,1.7,0.0,1.0,24.0,0.93,0.00094963,016.BEC5,226.84024042542615,8418.047758529752,37.11002837389952,016,0.0,8.690769672393799,17.89206314086914,28.931671619415283,55.22978210449219,19.617770146803768,13.328585081533227,2018,538.6414794921875,546.5060577392578,565.5013427734375,595.5347747802734,751.5182495117188,577.9585604558969,40.691952485510356,2018,39.31708096370937
55,3.432,0.0,29.0,70.0,98.0,0.0,016.BECD,349.26718647677444,9827.030488528262,28.136140092798954,016,0.0,0.0,3.3392081260681152,12.32861590385437,47.898582458496094,7.40714522808807,9.34193626576562,3554,851.3944091796875,891.0,891.3231201171875,906.7847290039062,1051.6485595703125,903.2979037703996,24.33701910234541,3554,51.90349459071206
61,2.3,0.0,13.0,59.0,29.1,0.10551021,016.BEF1,377.08886564124987,14009.513830324799,37.151756805391855,016,0.0003090990649070591,6.125871419906616,9.57031536102295,13.888508796691895,32.032752990722656,10.29223860062893,5.697513420424255,3975,918.5,955.2109985351562,971.7255859375,993.3645629882812,1062.051025390625,975.8401257861635,27.15230012263495,3975,57.340125786163526
62,3.4,0.0,12.0,50.0,42.2,0.24355288,016.BEG1,248.45493295000597,26121.914552403767,105.13743576047254,016,0.0,4.814511775970459,8.61884880065918,14.575376749038696,40.57705307006836,10.393127064977973,7.322854054770026,4540,973.4251708984375,986.2048187255859,996.3350219726562,1013.2349548339844,1115.360107421875,1002.9430616740088,22.700647315594356,4540,29.517890775571345
64,2.18680703,13.0,12.6,44.5,22.0,0.200874,016.BG1B10,152.30086382335412,14358.467685288546,94.27699439671063,016,0.0,0.0005563783342950046,1.8763397932052612,12.766533851623535,52.18144607543945,8.102840896040059,11.436569642392502,2721,935.7522583007812,974.0,974.0172729492188,979.6888427734375,1097.578125,980.9260382212422,16.796941735089565,2721,45.1737799204609
80,0.78,0.0,5.0,31.0,4.13,0.05073521,016.BC1D,123.60707396874614,6791.4085596790155,54.94352662531445,016,0.0017970330081880093,2.261471152305603,4.201786518096924,7.414663314819336,25.981576919555664,5.497929458394428,4.615593970115415,682,555.1749877929688,558.2703552246094,561.0184326171875,565.4300994873047,599.7334594726562,563.0212151759531,6.682373910197514,682,7.8462273829843525
81,0.48,0.0,5.0,18.5,2.6,0.03786124,016.BC1F11,176.96238756686444,5067.300755864244,28.63490273575557,016,0.023186467587947845,2.6938506960868835,7.6081037521362305,14.838908433914185,42.538143157958984,10.099637338243392,9.164068697184266,908,645.5302734375,649.9380493164062,656.2689208984375,669.8076477050781,786.2532958984375,664.0030286343613,21.246155465787826,908,18.47275519686127
82,2.3,0.0,25.0,94.5,58.0,2.56394573,016.BEB1B,369.2016133234006,7815.471880282705,21.168574562638153,016,0.0,6.8421854972839355,11.388689994812012,16.359498977661133,39.504642486572266,12.111661585365853,6.912420314057723,2993,670.9998779296875,697.4006958007812,714.6375732421875,744.4881591796875,828.8375244140625,723.6784998329435,32.306211589888676,2993,52.678621903256044
86,2.74,0.0,15.0,50.0,43.0,0.83876973,016.BED2C,330.5569916686318,16059.646534363445,48.58359356822349,016,0.0,2.733918011188507,5.1892523765563965,9.779597759246826,37.396820068359375,6.92499832429695,5.66435069618702,4196,875.4288940429688,890.2131958007812,896.5369873046875,910.6972045898438,1003.98828125,904.3104146806483,20.720040988513503,4196,28.8815206376795
102,0.58,0.0,6.0,24.0,3.98,0.26231063,016.BE2A1B,148.06332959804263,3634.6898869281677,24.54821120662018,016,0.3443205654621124,4.050843119621277,6.796167850494385,9.915562152862549,27.433271408081055,7.64708106197528,4.902007651376462,536,622.5936279296875,631.4041748046875,635.6366577148438,643.2593994140625,686.1742553710938,638.6241837686567,9.614157283173984,536,16.030555838969235
106,0.9,0.0,15.0,43.0,14.38,1.7212513,016.BC1F1B,266.71086499975877,3455.8897180337863,12.957438828136649,016,0.04397626221179962,4.632746458053589,11.710884094238281,17.795105457305908,34.74380111694336,11.898849092942346,8.170554726049389,1006,646.0001831054688,652.1739196777344,665.82080078125,686.7205810546875,762.3078002929688,672.0231113320079,22.846681597470134,1006,26.022928226539193
6122,0.14,1.71,11.0,25.0,1.515,0.263,016.F3B,219.8934720119814,595.5718189435851,2.708456115109838,016,0.28238120675086975,5.589363932609558,8.084722518920898,10.566778659820557,20.4813175201416,8.35449691280242,3.788014779081468,310,320.74920654296875,346.0838928222656,354.5272521972656,362.73246002197266,386.48809814453125,355.53316532258066,12.583559747569266,310,34.78395877961191
6126,0.47,3.52,20.0,60.0,9.522,5.147,016.F3B,335.62593774538743,1392.8020122356588,4.149864046837364,016,0.09183155000209808,5.5550220012664795,8.10240650177002,12.82853889465332,27.33505630493164,9.52998080510907,5.449289695923018,871,269.53369140625,325.02392578125,338.7325134277344,350.8224639892578,395.2676696777344,337.56780998851895,22.96212219856459,871,68.03411858226895
6235,0.76,0.0,5.0,16.0,4.4,0.001,016.F31,198.29330984567264,3821.325756724,19.271077575426293,016,0.07869493961334229,5.058284759521484,8.392992973327637,11.613957405090332,28.91147804260254,8.601748015608324,4.824113066060616,937,92.33183288574219,120.90254211425781,129.67764282226562,139.8525390625,181.69442749023438,132.26977721451442,13.665909622809444,937,39.93794432877223
13146,0.64,0.0,10.0,24.5,6.7,0.23015628,016.BC1G,220.18403344535022,2922.1680180454496,13.271480099263115,016,0.01763138547539711,1.3479126691818237,2.8020336627960205,5.0544114112854,26.39946174621582,4.126990005169319,4.172943463701655,801,712.517578125,715.3551635742188,718.9991455078125,722.0071411132812,771.3356323242188,720.8267790262172,8.474606482044445,801,8.309200901217196
13242,0.33,0.0,10.0,26.0,3.37,0.11576517,016.BC1G,314.90259383318494,1049.3617836081823,3.3323376947605152,016,0.047073617577552795,1.094163179397583,2.6292874813079834,9.426779747009277,21.134851455688477,5.352981366902372,5.245930101874073,685,710.2117309570312,712.9334716796875,714.9358520507812,728.1544189453125,787.4964599609375,722.9742700729927,15.93537728314297,685,12.762539115961431
13259,0.05,0.0,2.0,11.0,0.13,0.0,016.BC1G,78.60058897027426,642.6523421997274,8.176177184152785,016,0.0,0.4221317619085312,1.7974752187728882,4.203272342681885,17.336605072021484,3.2905378341674805,4.125510869860776,64,710.0999755859375,710.2978668212891,711.6883544921875,713.6716918945312,723.8756713867188,712.7564697265625,3.2459252359432385,64,2.656494140625
13262,0.53,0.0,9.0,20.5,5.26,0.18068985,016.BC1G,412.566250747351,1253.8914866666187,3.0392488100886417,016,0.0,1.8401091992855072,6.406312942504883,12.34526777267456,29.468477249145508,7.8096782977764425,6.925463909472648,1040,708.47802734375,712.4613647460938,720.928466796875,747.1018981933594,845.6556396484375,733.6487980769231,27.756384061617343,1040,25.17077073317307
13742,0.37,0.0,6.0,18.0,2.3,0.0,016.BDABZ,244.55446437649277,1489.1295205404026,6.089152877814083,016,0.19935840368270874,7.876153111457825,14.690313339233398,21.818830966949463,44.948936462402344,15.314554850260416,10.079878525444206,576,763.0757446289062,770.9328155517578,786.7398681640625,817.7892303466797,891.5062255859375,795.3964301215278,28.159816219660602,576,32.32068549262158
14381,0.99,0.0,21.0,37.0,20.86,0.398,016.BA6A,383.6970347765887,2603.0583259047476,6.784150227849437,016,0.38486531376838684,7.294989824295044,11.014542579650879,16.18405818939209,34.756019592285156,12.118924021345306,6.471205927577058,1587,92.96357727050781,112.33052062988281,133.89706420898438,156.2361831665039,225.06729125976562,137.05318604284815,28.69249362954126,1587,44.08960877234034
113,89.8,225.31,14.0,76.0,1274.102,0.05931066,002.C11,995.0428022612905,73456.84950511016,73.82280374087965,002,0.0,3.244047164916992,6.355430603027344,9.962260961532593,32.609771728515625,7.007241455946266,4.920294503726585,55682,100.97920227050781,124.57753944396973,146.25357055664062,168.99455642700195,284.0132751464844,149.63853669049243,34.19514942182655,55682,48.65933441998462
114,43.7,0.0,13.0,60.0,610.0,0.94377568,002.S1,741.8202108868463,62551.25447805929,84.32131338573161,002,0.0,2.666948437690735,4.426884174346924,6.470754146575928,25.954090118408203,4.781141154403136,2.842234795302474,40051,675.1204223632812,700.6807556152344,714.2479248046875,733.1497497558594,819.0895385742188,719.5867768595041,23.540809342722262,40051,44.466354496222834
116,1.99,0.0,5.0,15.7,10.3,0.11946184,002.CF1,344.7965220896117,5971.475852401807,17.318840155962583,002,0.0,2.483099102973938,5.058978080749512,7.34929621219635,21.867115020751953,5.3117442220717495,3.657491546557736,2446,233.08360290527344,237.29061889648438,245.52401733398438,256.5481414794922,315.31591796875,248.943172526574,13.838680333164007,2446,15.859569621300551
120,44.3,0.0,6.0,17.0,308.5,1.09513662,002.EB111,864.8915106668574,49400.71238606192,57.11781394174222,002,0.0,1.7923648357391357,3.800069570541382,7.228514671325684,39.77669906616211,5.099410872171437,4.436240023280064,33365,130.30908203125,136.94735717773438,146.78701782226562,169.49569702148438,341.0124206542969,158.4125280983066,31.132959710035088,33365,28.10344606705661
125,51.0,0.0,138.0,309.0,7074.0,6.88199225,002.JD10,1260.848091632346,38145.5942003145,30.253917544443947,002,0.0,7.135513186454773,11.373933792114258,16.98570966720581,55.26927185058594,12.682044039000848,7.896379999334393,61332,251.12393188476562,314.73412322998047,373.3974609375,463.6789016723633,788.6261596679688,397.5545881432205,107.67436401265948,61332,146.43065625845486
126,4.8,0.0,35.0,80.0,168.5,0.52036689,002.LE,555.9686316850157,9002.463319964747,16.192394331097976,002,0.00037091888953000307,6.073814868927002,9.115852355957031,12.75021243095398,39.0208625793457,9.944842219902073,5.477714996008493,6944,691.9343872070312,729.4924774169922,757.4307861328125,785.8830413818359,878.94677734375,761.0805011520737,39.69029074442651,6944,69.14611394504243
141,36.2,0.0,26.0,60.0,945.0,3.13859647,002.DAB1,1031.0839858809868,32208.8934030039,31.23789511237897,002,0.0,2.3010025024414062,5.460122108459473,8.925179481506348,28.980667114257812,6.197715782587651,4.700328534767539,33057,158.71640014648438,187.95663452148438,209.4992218017578,249.96493530273438,441.04376220703125,224.0578092385879,45.738720068139784,33057,65.34140909210353
147,15.6,0.0,66.0,149.0,1030.0,2.06968612,002.DGG10,757.7662867175677,20637.20382287893,27.234259671637734,002,0.0,15.248511552810669,28.102527618408203,39.57048034667969,70.36732482910156,27.706908632286996,15.090669845343298,19624,981.2294921875,1039.59228515625,1146.295654296875,1312.6585388183594,1739.4505615234375,1188.2441907867917,165.8482610650264,19624,207.0146985992917
152,2.44,0.0,4.0,11.5,11.19,0.101,002.EC3,434.321484324626,5303.470539528104,12.210932986138255,002,0.0,1.7331504225730896,3.472898244857788,6.750990509986877,25.007917404174805,4.678706130230309,3.9359050517062544,2844,135.9998016357422,139.09810638427734,145.10792541503906,158.2365379333496,221.9407196044922,151.23341904008439,16.270146973748428,2844,15.233617404342198
163,4.18,0.0,10.0,26.0,45.8,0.0,002.JE3,556.1529896785592,6596.585617513116,11.8610989061225,002,0.001430731499567628,2.4339939951896667,7.036547660827637,11.348773002624512,27.441509246826172,7.413981343100745,5.33125341718875,5102,255.22607421875,260.65760040283203,280.4737243652344,311.6189956665039,390.80780029296875,289.1484221873775,30.96244359570599,5102,33.92234796862749
187,2.9,0.0,8.0,33.0,23.9,0.83566432,002.CAE3,517.203567293665,4966.39924438422,9.602407172811184,002,0.0,2.933088779449463,4.9942474365234375,8.172471046447754,27.9151554107666,6.126502079152516,4.458974266132097,3239,538.9600830078125,552.8276977539062,562.7816162109375,579.5386657714844,700.2855224609375,569.4384841000309,23.58148616895829,3239,30.478401092218405
197,1.21,9.74,9.0,23.0,10.419,0.173,002.DD2C,266.7259999990206,4658.76728667172,17.46649103082874,002,0.06974201649427414,3.353107213973999,6.593200206756592,10.794390201568604,34.22308349609375,7.498114224137931,5.14822904271907,1566,378.8404235839844,386.4065856933594,395.03228759765625,409.9296417236328,455.91387939453125,399.38872924648786,15.70941930759161,1566,20.54830566250348
219,2.7,0.0,7.0,27.0,18.8,0.03227246,002.DGF3,586.6524628470627,4414.22242937246,7.524424951614369,002,0.0,3.4994486570358276,5.78005313873291,8.759886741638184,27.542936325073242,6.534095501077586,4.255519637043691,3248,932.2611083984375,950.9226989746094,963.1414794921875,978.7946624755859,1081.5550537109375,969.511237684729,25.74938225184609,3248,37.25012928629155
220,5.0,0.0,7.0,28.0,37.0,0.06455102,002.DGF51,412.62232240312096,11573.912790706985,28.04965258132492,002,0.0,3.149280071258545,7.180617809295654,13.959090232849121,44.691566467285156,9.544367902358182,8.026728645128165,4601,942.0,959.2874145507812,969.3935546875,993.8431396484375,1167.3468017578125,983.6492066941969,37.12273569395458,4601,41.64920669419689
222,6.7,0.0,7.0,24.1,50.9,1.25276886,002.DHCC,715.5921449081679,10320.576436689058,14.422428348502203,002,0.0,2.8517396450042725,4.480459690093994,7.312350273132324,26.801828384399414,5.630909494268595,4.12224774540749,7677,1039.277099609375,1105.7337646484375,1120.187255859375,1141.1539306640625,1246.091064453125,1127.4809170248795,28.607548239484426,7677,88.20381741550455
267,4.31,29.0,12.0,44.0,50.112,1.01,002.DFB6C,293.3268975948831,15171.822447426368,51.723256789018826,002,0.0,7.688629150390625,11.1795654296875,15.992831707000732,49.370155334472656,12.745443097479578,7.848263854911945,5019,720.3042602539062,733.804443359375,748.939453125,768.2158203125,935.9580078125,755.1066945606694,28.859449604595643,5019,34.80243430676319
288,6.32,21.76,10.0,33.0,66.091,1.166,002.DHGBAB,571.8605898181004,10991.572864322203,19.220721028910987,002,0.0,3.396256923675537,9.309252738952637,18.447622299194336,44.826202392578125,11.912911856446293,9.872173120378188,6973,1324.80078125,1340.7371826171875,1362.57080078125,1410.5689697265625,1633.3568115234375,1385.9779148142836,59.7602757991265,6973,61.17713356428362
3140,0.12,3.22,12.0,34.5,1.4,0.959,002.D3Z,89.82853217554748,1322.7466816183883,14.72523984955481,002,0.10902062058448792,6.507126331329346,9.621397972106934,14.407475471496582,21.645586013793945,10.21417483291185,5.207084808297688,173,211.26132202148438,216.52938842773438,222.5290985107422,227.9211883544922,245.2068328857422,223.31202583092485,8.221323074550313,173,12.050703809440478
3336,0.32,0.0,1.0,2.7,0.37,0.009,002.B1C,186.35105352344613,2124.495406463314,11.400501184695564,002,0.0,0.6546660810709,1.2603144645690918,2.994737446308136,10.906854629516602,2.0793079194568453,2.0564383120319065,504,128.0,129.6226806640625,130.160888671875,132.61377334594727,154.16201782226562,131.74917844742063,3.780457070227834,504,3.7491784474206327
3499,0.54,0.0,3.0,15.0,1.7,0.076,002.A5C,112.8216657236178,3977.8937207801446,35.25824313323733,002,0.0,2.257453680038452,3.976113796234131,7.222592115402222,22.79073715209961,5.18309091421274,4.180551402031004,520,90.9400405883789,93.04374694824219,95.5938949584961,99.97143745422363,136.79110717773438,97.81396484375,7.225128135801233,520,6.873924255371094
3523,0.46,0.0,1.0,7.0,0.7,0.053,002.A5C,131.6140917961509,2890.6002302500265,21.962695565510586,002,0.0,1.2967945337295532,2.17520809173584,3.70241379737854,12.220625877380371,2.9427044740657218,2.5181637207188237,485,91.0,91.6201171875,93.15840148925781,95.28105163574219,115.22802734375,94.26543170103093,3.965409564667198,485,3.265431701030934
3983,0.17,3.73,4.0,15.5,0.67,0.374,002.DA5Z,107.33191536079107,1602.5628329802914,14.930906875120542,002,0.2973681390285492,6.37835955619812,9.401647567749023,11.823287010192871,26.161663055419922,9.501440067102413,4.4933387062756625,202,413.22296142578125,419.2842102050781,425.2937927246094,432.1386032104492,451.97442626953125,426.302599009901,8.255958678933615,202,13.079637584119723
4016,0.65,9.18,6.0,23.5,3.645,0.347,002.DA5Z,165.62238385381625,4060.455542915046,24.51634524533192,002,0.1183057427406311,3.202797055244446,6.205740928649902,9.628497838973999,28.200891494750977,7.058707189078283,5.017624329697951,792,268.2450256347656,279.9453811645508,285.18621826171875,293.6390151977539,344.92156982421875,288.274108270202,11.631058844997995,792,20.029082635436396
4049,0.69,11.21,8.0,41.0,5.66,0.384,002.E2AB,148.51708881629838,4597.166187688944,30.95378602104977,002,0.005097792483866215,2.853671908378601,4.763283729553223,8.257796287536621,18.661334991455078,5.876150616496599,4.13636982806821,735,263.92645263671875,272.3160705566406,276.4867248535156,281.99867248535156,311.73468017578125,278.43669217687074,8.091026434964807,735,14.510239540151986
4086,0.23,4.22,4.0,19.5,0.833,0.599,002.E2B,148.58472613158767,1568.113046448645,10.553662460971346,002,0.0690690129995346,1.154435157775879,2.2439048290252686,3.6523728370666504,12.01686954498291,3.088339731823066,2.7190069464462434,349,213.93954467773438,217.78604125976562,219.6095733642578,223.40859985351562,239.1174774169922,221.40696633237823,5.275285089319785,349,7.467421654643857
4262,0.44,8.42,4.0,22.0,1.879,0.638,002.E1Z,130.81568003269285,3485.421830440895,26.643761891310234,002,0.03219269961118698,1.492644339799881,2.7937872409820557,4.705177426338196,13.510265350341797,3.3626538186406894,2.4574738107118304,486,237.1437530517578,240.55437088012695,242.7895965576172,246.3926544189453,262.52618408203125,244.26972415123456,4.888546653688259,486,7.125971099476743
4280,0.85,9.11,4.0,12.5,3.098,0.151,002.E1Z,240.98249563112586,3218.4920301736065,13.355708769404488,002,0.0010132723255082965,1.044113278388977,2.238312005996704,3.380897283554077,9.023088455200195,2.4147332472351573,1.7055068779898273,859,181.09326171875,189.946044921875,193.26943969726562,196.5767593383789,210.91845703125,193.96938664144355,4.935311916637997,859,12.876124922693549
4711,0.73,7.34,4.0,19.5,3.059,0.464,002.DABA,264.85324083184923,2743.100040114366,10.357056728846723,002,0.08395903557538986,1.9655511379241943,4.532872676849365,10.945574283599854,42.28622817993164,8.146051603618421,8.807357160428456,950,516.6950073242188,519.7881774902344,524.3721923828125,536.7637329101562,686.02490234375,534.0609210526316,24.910125320247698,950,17.365913728412806
4796,0.19,2.81,6.0,23.5,1.132,0.417,002.DAB2A,193.58065565320038,962.5744970299681,4.97247255301387,002,0.3954666256904602,3.03812313079834,4.6489715576171875,6.427134990692139,19.657514572143555,5.371167524581386,3.6902628982300616,321,391.78564453125,400.53839111328125,405.32550048828125,410.54638671875,441.5391540527344,407.88179030373834,10.366948626613937,321,16.09614577248834
5040,0.11,1.77,8.0,18.5,0.861,0.79,002.CAAC,169.28272078716842,604.4196984436934,3.5704748578775694,002,0.4238344132900238,3.2371819019317627,6.026824474334717,9.617010116577148,18.87673568725586,6.801062518001152,4.329884568299887,217,353.06817626953125,357.8330078125,362.89031982421875,369.61492919921875,392.79931640625,364.87611607142856,8.859345597115404,217,11.807939801897305
5144,0.76,6.55,9.0,26.5,6.71,0.447,002.CCZ,267.28201840754764,2890.222280019118,10.813380927152945,002,0.0004646778106689453,3.3622389435768127,5.50852632522583,8.128320217132568,16.010522842407227,5.958040996662621,3.318943561274445,1030,314.3534240722656,343.32740020751953,349.0411071777344,357.9212417602539,390.79522705078125,351.16425970873786,11.658553531107872,1030,36.810835636472234
297,2.68,0.0,22.0,63.5,61.2,0.0,005.4B,291.34033873709086,9073.623762879832,31.144412758673912,005,0.07356663793325424,5.393747806549072,9.235536575317383,13.843335151672363,42.187522888183594,10.701252856676462,7.175202906599375,3063,39.20458984375,52.55893516540527,66.90605163574219,84.9256362915039,164.92929077148438,72.3050624387855,25.76906532268412,3063,33.1004725950355
309,1.2,0.0,4.0,13.0,5.67,0.363,010.3B,335.8725735460823,3584.504261657278,10.672214833776769,010,0.03202446177601814,4.134008407592773,8.45531177520752,14.546210289001465,39.96977615356445,10.37504158187226,7.897481066968041,1597,113.61650085449219,130.8486328125,143.53524780273438,165.9929656982422,245.490234375,151.55549467752036,27.43558930338567,1597,37.93899382302817
336,0.86,8.41,6.0,17.0,5.077,0.828,001.GAB,221.25269854186695,3823.3514545810476,17.280473774007177,001,0.17820875346660614,7.587830424308777,11.218948364257812,16.572509288787842,36.832515716552734,12.473648177993882,6.787234181867106,1144,198.5246124267578,208.9080581665039,223.22744750976562,239.22961807250977,290.0726623535156,227.27614182692307,21.791281547714515,1144,28.751529400165253
345,6.4,32.53,11.0,34.0,67.225,4.241,001.1A2B,368.7459644642877,17384.410411414585,47.14467977072121,001,0.0,2.608924150466919,5.005163192749023,8.169222354888916,21.89820098876953,5.720710337172498,3.8768395408483207,5687,134.9404296875,148.4575653076172,155.65293884277344,168.4712371826172,214.09365844726562,159.51225382451204,14.01004577157367,5687,24.571824137012044
361,2.12,0.0,8.0,40.5,18.9,0.0,313.A1G2B,237.10640274330763,8668.15615087022,36.55808552860718,313,0.0,2.1279170513153076,4.01010799407959,7.738180994987488,22.064231872558594,5.253170197781134,4.025665497795456,2152,270.19512939453125,274.4323425292969,278.76129150390625,288.78968048095703,323.49755859375,282.6184653810409,10.996607588439964,2152,12.423335986509642
379,1.08,0.0,5.0,30.0,5.9,0.13,015.EB,198.154603121342,6490.879506150117,32.75664256043227,015,0.0,1.776394933462143,3.8940248489379883,7.501581192016602,25.067081451416016,5.1798639377626055,4.4851518965697705,1190,238.5,240.3274154663086,244.40130615234375,250.25280380249023,299.2354431152344,247.50877100840336,10.151025523916498,1190,9.008771008403357
380,1.28,0.0,8.0,37.0,11.37,0.626,015.ED,188.39392162051809,6566.380952306754,34.85452659950153,015,0.29861125349998474,4.802658557891846,8.122584342956543,11.263700485229492,38.062782287597656,8.935821149759793,6.008446132130388,1353,359.56756591796875,372.76885986328125,379.0394592285156,389.0492248535156,469.71533203125,383.0321738728751,15.19915175520156,1353,23.46460795490634
384,3.91,0.0,19.0,53.5,76.0,0.04176886,015.H51,320.4782013401755,12241.16936454533,38.19657409881614,015,0.09645383805036545,12.203453540802002,20.172229766845703,29.074713706970215,48.6021842956543,20.6242117322958,11.066266282359017,4787,263.2255859375,283.6826629638672,314.74200439453125,357.14418029785156,507.6070251464844,326.00057447252976,50.42290405810943,4787,62.77498853502976
389,2.04,12.77,7.0,27.0,15.257,0.228,015.MG,297.56007901357225,6974.821307751115,23.44004387575452,015,0.0,3.111194133758545,5.001038551330566,6.900305271148682,21.82028579711914,5.268157162058372,2.9875122107786445,1953,781.0,788.2429809570312,794.5807495117188,803.1207275390625,839.3355712890625,796.5229134664619,10.28932430412679,1953,15.522913466461887
391,2.0,0.0,4.0,15.5,8.5,0.0,015.NF,314.2708826191738,6297.251644271011,20.037655387571732,015,0.0,4.355315208435059,6.562114715576172,8.816727876663208,23.592262268066406,6.804501808295815,3.635635654278563,1888,1138.9173583984375,1151.5716857910156,1161.12548828125,1171.7666320800781,1238.713134765625,1162.5648834745762,14.82011977383438,1888,23.647525076138663
392,4.13,0.0,8.0,26.5,36.5,0.87537686,015.NG,419.02345411210445,9972.18920582985,23.79864207592045,015,0.0,4.164030194282532,6.182016372680664,8.343418598175049,21.32581329345703,6.4319323116110505,3.2905854989514287,3656,1140.0384521484375,1159.1373901367188,1169.906982421875,1185.418701171875,1239.2012939453125,1173.7357768052516,17.94124762199948,3656,33.69732465681409
393,3.31,23.44,10.0,42.0,33.101,0.675,015.NH,260.4956095434836,12871.111437555752,49.4100897136511,015,0.0,3.2040677070617676,6.764322280883789,12.454984664916992,39.15031814575195,8.567124679213002,7.1544563151345795,2338,1165.9010009765625,1182.9249572753906,1191.81982421875,1205.3899536132812,1314.52294921875,1198.2246578272027,20.746112760930014,2338,32.32365685064019
395,10.8,0.0,4.0,16.0,53.2,0.53674649,015.PC,498.9282054690648,22193.68430078509,44.48272127634038,015,0.0,0.9733781665563583,2.0816402435302734,4.634342789649963,27.017139434814453,3.2544998945353063,3.269052359331271,9630,1209.4000244140625,1212.3788452148438,1217.6246337890625,1226.9437561035156,1335.9456787109375,1222.9418483904465,16.007939509367315,9630,13.541823976383967
408,0.76,0.0,9.0,27.0,7.14,0.0156239,015.JB3,252.14056857887635,2965.175839830171,11.760010919871405,015,0.14254868030548096,4.890587091445923,12.562893867492676,23.372987747192383,54.00804138183594,15.078755103643216,12.037654578615701,995,457.3876953125,464.72882080078125,475.65985107421875,504.180908203125,653.9632568359375,490.7255025125628,37.14999512947694,995,33.3378072000628
5863,0.4,0.0,5.0,14.0,2.13,0.086,015.AE,223.61116097896206,1817.6527970278971,8.128631813681727,015,0.07809904962778091,4.291541576385498,7.65740966796875,12.59309196472168,21.870933532714844,8.612812560281636,5.388066497351471,648,38.20244216918945,43.92604923248291,53.32670974731445,69.64951133728027,94.28779602050781,57.11148485725309,15.105794599660689,648,18.909042688063636
6257,0.92,0.0,14.0,38.0,13.07,0.32109964,015.CB,210.56269138170182,4495.303706411078,21.34900383782673,015,0.022585688158869743,4.624124526977539,7.614246368408203,11.188858032226562,26.245954513549805,8.510040255783917,5.287566256636093,1113,404.62774658203125,418.1800842285156,425.84375,436.9414978027344,473.6695251464844,429.3412792003594,14.560016105796224,1113,24.713532618328145
6296,0.36,0.0,5.0,20.0,1.97,0.115,015.C81Z,179.3183880281406,2103.299307503966,11.729412307531414,015,0.012872723862528801,2.1269702315330505,3.5936331748962402,5.072847366333008,15.003562927246094,3.8315819949465615,2.39224430774193,538,329.28240966796875,335.0962219238281,338.1641540527344,341.20985412597656,359.38397216796875,338.9194354089219,5.340578292720997,538,9.637025740953163
6311,0.14,0.0,3.0,14.5,0.49,0.101,015.C81Z,134.94035045232783,1293.7498254939633,9.587568293377327,015,0.041816361248493195,1.2142310738563538,2.2628562450408936,4.755263566970825,14.238048553466797,3.3885601093242697,3.18922810850293,231,332.59503173828125,336.2576141357422,338.48583984375,340.01129150390625,360.63446044921875,339.65252976190476,5.227988090255038,231,7.057498023623509
6554,0.7,4.61,15.0,39.0,10.707,1.242,015.4E2,364.20484629088503,1889.4536560711422,5.187887188524843,015,0.1000446155667305,5.468379497528076,9.099832534790039,14.81094217300415,46.4495735168457,11.189551888077593,8.233124934059871,1147,227.09707641601562,246.71796417236328,265.3495178222656,288.9251403808594,410.4771423339844,272.4075850043592,33.19822163551714,1147,45.310508588343566
