vatnLnr,area_km2,circum_km,avg_dep_m,max_dep_m,vol_Mm3,res_time_yr,regine,width_m,length_m,aspect_ratio,vassom,slp_min,slp_p25,slp_median,slp_p75,slp_max,slp_mean,slp_std,slp_count,dem_min,dem_p25,dem_median,dem_p75,dem_max,dem_mean,dem_std,dem_count,delta_elev
785,2.46,8.3,18.0,33.0,43.997,1.329,160.43B,670.4720889774703,3434.6824659946847,5.122782174620992,160,0.054612260311841965,9.197164058685303,15.72142219543457,29.65808391571045,65.77019500732422,19.738102508341278,13.947478890704406,4196,23.912792205810547,47.64970588684082,86.59223937988281,181.97033309936523,547.2175903320312,128.1696556244042,104.4192630529505,4196,104.25686341859364
788,2.1,8.01,28.0,50.5,58.237,1.706,161.BB,683.9926780324199,3488.241418699507,5.099822747713933,161,0.00945219211280346,8.752832412719727,12.402627944946289,16.4649600982666,54.90951156616211,14.005497896854425,8.653860910908246,4101,249.31826782226562,330.71893310546875,367.7679748535156,411.92431640625,738.0589599609375,384.0116739819556,77.31762575343967,4101,134.69340615968997
825,1.2,0.0,13.0,32.0,15.9,0.04489328,076.BB,944.7235340257275,8184.208940573183,8.663073000519011,076,0.045334622263908386,21.74098539352417,29.468366622924805,36.95337963104248,67.27140045166016,29.334685134566865,11.99805167438321,11890,359.3921813964844,563.4469299316406,721.95849609375,907.4661102294922,1325.5748291015625,748.0316232127839,214.68135804703263,11890,388.6394418162995
831,4.17,16.53,50.0,122.9,206.812,4.868,076.J,541.037228784367,7674.891545151013,14.185514668547658,076,0.0,9.72315263748169,18.127004623413086,27.936962604522705,55.8514289855957,19.265089163237313,12.144102680409302,4374,1217.4405517578125,1282.1650085449219,1328.8740234375,1408.4566345214844,1683.276611328125,1355.751943301326,87.58161360383245,4374,138.31139154351354
29369,0.52,4.99,10.0,33.0,5.13,0.025,076.EZ,219.59332750998692,2316.1024235014247,10.547234971864482,076,0.11969036608934402,9.12052583694458,17.276287078857422,26.48833703994751,46.51688003540039,18.15801791487069,10.814240791592685,696,284.06317138671875,293.3562316894531,308.6815490722656,332.9924774169922,447.4423828125,317.88626975574715,31.400678090335113,696,33.8230983690284
832,4.76,22.65,20.0,64.25,94.281,0.324,165.1B,313.54851083967515,15218.147295365834,48.535224277136614,165,0.029382377862930298,5.1774245500564575,9.120279312133789,14.612455368041992,44.15562438964844,10.832182878927911,7.634086367496535,4328,3.322949171066284,14.352953910827637,29.779102325439453,47.83810997009277,197.31289672851562,36.013209767791125,28.690245376931166,4328,32.69026059672484
833,8.37,20.24,51.0,104.5,428.11,2.412,165.1D,870.8419073033128,10821.764651040783,12.426784425834459,165,0.03649463504552841,14.37774658203125,22.929452896118164,33.83658218383789,66.48188781738281,24.44246006004893,12.793510599336566,13489,59.19267654418945,185.1531219482422,271.1064453125,423.02569580078125,883.5642700195312,315.6886351842242,157.57627825856443,13489,256.49595864003476
834,4.54,14.23,19.0,50.0,86.359,2.89,165.2B,590.1744870428151,8237.538387096303,13.95780157893999,165,0.018623994663357735,4.064257025718689,6.739276885986328,10.402148008346558,33.341697692871094,7.981772700788813,5.530096864540068,5578,29.959569931030273,63.90849590301514,81.45381164550781,100.02746391296387,261.544921875,86.5048964682682,31.840825613256715,5578,56.545326537237926
46173,0.87,5.01,27.0,52.5,23.547,1.004,165.1D,343.99446601441537,2150.258678925895,6.250852532132847,165,0.7713212966918945,14.46413803100586,22.367948532104492,36.16692543029785,63.345890045166016,25.921568566759113,15.703610445594201,1262,178.57266235351562,196.63400650024414,231.10000610351562,286.71026611328125,627.0861206054688,257.1678882725832,83.00582591553992,1262,78.59522591906756
46237,0.58,3.79,33.0,59.8,18.991,8.632,165.1B,342.89423958523275,1771.4286404596046,5.166107901381887,165,0.013114579021930695,5.0936713218688965,11.318930625915527,19.235111236572266,42.0318717956543,13.023997785858295,9.325282794934733,868,5.996874809265137,38.907225608825684,60.73701095581055,92.1772689819336,205.38232421875,70.34979388680875,38.81469483270514,868,64.35291907754362
46403,0.31,3.37,16.0,45.0,4.825,0.143,165.1B,177.87592631614007,1971.5693818882128,11.083958480048219,165,0.0005936153465881944,2.6677229404449463,5.206320285797119,8.721487998962402,17.05067253112793,5.8085391171328675,3.7236054410222508,429,27.388477325439453,33.34394454956055,36.716407775878906,42.904685974121094,66.47236633300781,39.155257502913756,8.046021580266197,429,11.766780177474303
875,10.68,22.63,28.0,88.0,298.508,3.708,122.AD,822.7269643464269,12352.874600352287,15.01454934100208,122,0.0,4.756587028503418,7.88967752456665,11.54818868637085,31.014076232910156,8.601444783520884,5.073060895940257,10486,461.55657958984375,507.3062973022461,529.9249267578125,563.3351135253906,752.755859375,542.4799256151058,47.878165124474066,10486,80.92334602526205
889,10.5,27.53,30.0,83.0,317.915,3.078,122.2B11,844.758065703958,12512.223808406825,14.811606205831342,122,0.0,6.095419883728027,10.547085762023926,16.265775680541992,43.7989616394043,12.006699734297413,7.78690834627809,11479,120.7305679321289,172.76825714111328,211.869140625,262.0332946777344,392.6268615722656,222.76300200365887,58.6620666425578,11479,102.03243407152996
890,1.2,8.11,9.0,30.0,10.982,0.267,122.2D,322.0432652306117,3701.0714125532054,11.492466423425771,122,0.029976332560181618,3.6521782875061035,8.316980361938477,18.04560661315918,57.732112884521484,12.262916745820668,11.450448694485583,1645,161.36190795898438,169.80233764648438,180.37948608398438,209.904296875,383.4795837402344,196.81899696048632,40.91440248525189,1645,35.45708900150194
892,57.52,93.18,70.0,206.0,4034.134,1.39,123.B10,1043.6349930081378,55345.959481235666,53.031912356357815,123,0.0,5.6439372301101685,10.5394926071167,16.742077827453613,50.6386604309082,12.144354321678827,8.66531127530727,55372,153.4211883544922,185.72549057006836,249.61148071289062,318.18341064453125,498.48211669921875,260.43789279780395,80.64114022445513,55372,107.01670444331177
893,13.27708516,29.45,5.0,23.5,99.247,0.394,123.G1,1028.667271727183,12907.074546802685,12.547375523215656,123,0.0,0.0,0.6531919836997986,2.8060490489006042,13.244962692260742,1.6276471466901155,2.0794733883869965,16632,729.88525390625,733.0,734.8743896484375,746.9867248535156,820.046875,743.7843314093315,16.96725955069941,16632,13.899077503081458
902,7.25,14.02,25.0,56.4,181.063,1.184,123.EC1,985.8422771728169,6829.695979522146,6.927777533651978,123,0.03985697403550148,3.748431921005249,6.190291404724121,8.88663625717163,24.401451110839844,6.585496338720044,3.735574494239391,10891,590.5469970703125,631.4230651855469,659.85791015625,698.7749633789062,780.43017578125,667.1336883665412,41.416564556546625,10891,76.58669129622865
910,14.06,43.57,36.0,94.4,505.268,10.615,123.2B,572.7246410751777,24982.06475871055,43.61967858028885,123,0.0,5.33260703086853,9.444887161254883,14.261985301971436,42.71670150756836,10.408172188489969,6.5467511727857595,12311,145.9597625732422,163.3873519897461,180.84561157226562,208.86772918701172,333.3505859375,189.653460320039,33.141014524036116,12311,43.6936977467968
930,118.0,,46.0,121.0,5500.0,3.5,128.C10,1403.9273904519941,86975.66362715408,61.95168227265107,128,0.0,2.801941990852356,6.365471363067627,11.660459995269775,52.0177001953125,8.230559724598285,7.104007537134138,95279,18.96826171875,43.50039100646973,77.4502944946289,130.40707397460938,412.6885681152344,97.83314266522528,70.93526306751471,95279,78.86488094647528
937,2.16,6.76,3.0,6.2,6.61,0.246,128.C2B,813.3698600345886,2503.4626071755692,3.0778895680608445,128,0.006579394452273846,2.665359139442444,5.514055252075195,9.427115678787231,37.25526809692383,6.825406151196929,5.430279468538991,4428,30.352441787719727,46.95937538146973,69.51777648925781,102.52868461608887,173.3195343017578,76.91411895889792,33.481300643668504,4428,46.56167717117819
41620,0.28,3.12,15.0,29.0,4.16,1.149,128.B5A,200.54518811062087,1297.7093793773183,6.470907587478493,128,0.28923842310905457,4.492246985435486,9.219215393066406,13.646565914154053,29.325695037841797,10.200099400111608,6.927341313767779,448,26.966894149780273,33.324950218200684,42.434913635253906,60.57216739654541,117.0254898071289,48.719390869140625,18.819817184052518,448,21.75249671936035
955,3.06,11.31,8.0,19.5,25.272,0.593,121.A3B,529.6805762022186,5811.501581253582,10.97170982353504,121,0.0,2.453016459941864,7.387760162353516,13.424778699874878,44.91654968261719,9.087142060415447,8.108789579147418,3418,195.07168579101562,200.03496170043945,218.09854125976562,254.09111404418945,412.16357421875,235.7325921591574,46.05008643935584,3418,40.66090636814178
963,5.46,20.73,17.0,38.2,95.215,0.545,121.1B31,543.1572721600387,10119.79149019592,18.631420417057715,121,0.0,3.9434099793434143,7.262881278991699,12.520721673965454,40.050357818603516,9.501797467979127,7.985034225437927,6324,152.89990234375,163.63940811157227,180.24951171875,207.2899398803711,429.5365295410156,194.23610452245416,46.651799543183884,6324,41.336202178704156
976,5.11,24.14,19.0,67.0,96.173,0.612,119.1E11,323.30587995882615,16001.440828234256,49.49319458796135,119,0.0,6.770009756088257,10.325361251831055,15.291198015213013,41.26042938232422,11.539143008037923,7.15873064050109,4852,278.6983642578125,289.96343994140625,305.6800537109375,325.90477752685547,462.10076904296875,312.3520970733718,29.82846801319413,4852,33.653732815559295
979,2.92,12.09,8.0,16.1,23.771,0.973,119.9B,533.0021609996606,5484.735499639757,10.290268784938846,119,0.0,2.8580634593963623,7.477611541748047,15.506355285644531,45.191917419433594,10.800605726872247,9.9714880390902,3405,1.9072265625,13.045117378234863,28.254297256469727,57.527442932128906,225.9127960205078,42.561026982378856,39.056605667560014,3405,40.653800419878856
980,2.75,14.36,25.0,66.3,69.819,0.395,119.1D1,417.21508775430493,7060.33575471674,16.922532194891577,119,0.24944916367530823,7.911735534667969,13.674501419067383,19.53470802307129,50.21465301513672,14.543438855653513,8.279644091873319,3573,258.52423095703125,298.7689514160156,321.18768310546875,354.30877685546875,484.2837829589844,331.2487055695494,41.483458939634474,3573,72.72447461251812
1036,3.03,8.86,22.0,41.0,65.389,1.904,173.6D,830.3133447039154,4614.028176851699,5.55697220366491,173,0.11379997432231903,8.672834873199463,14.196682929992676,22.113043785095215,49.283172607421875,16.319612227461498,10.057717816721146,5779,553.5667114257812,644.1301879882812,696.3466186523438,772.0408630371094,1149.989990234375,722.5478023879564,107.35517205700212,5779,168.98109096217513
1039,2.77,10.09,20.0,55.0,56.072,0.791,174.1C,567.7043300694331,4694.814012822016,8.269822448329425,174,0.0,6.28001344203949,14.020492553710938,22.0635085105896,39.471534729003906,14.578445941193023,9.04274765181955,3554,229.2624969482422,269.97618865966797,295.88653564453125,365.6635284423828,536.3067626953125,323.38182329769273,69.6849841367368,3554,94.11932634945055
1064,12.0,0.0,35.0,89.0,426.0,0.12950203,021.D7,478.27662780034734,23945.082573062227,50.06534122979956,021,0.0,8.829148769378662,20.81998062133789,33.75609588623047,66.1542739868164,22.353957139134966,15.305044032955248,9595,199.67050170898438,218.12090301513672,262.19873046875,359.34535217285156,659.21826171875,299.61902032308495,98.87454502560536,9595,99.94851861410058
1065,6.87,0.0,27.0,48.0,192.0,5.01283075,021.DB,673.3135516993189,10306.311684193886,15.3068531862795,021,0.0,6.697027683258057,10.694899559020996,16.7984676361084,45.898155212402344,12.776584242567996,8.442607460245952,7905,593.8896484375,716.5458984375,756.0208740234375,809.6497192382812,945.36572265625,765.6979127134725,59.925839147179175,7905,171.80826427597253
1123,8.26,0.0,18.0,62.0,155.35,0.41340282,307.3BE1,397.0037413904829,22154.654136872832,55.804648236506345,307,0.0,2.818184792995453,5.464120864868164,9.109139680862427,27.698022842407227,6.393297172154414,4.539013221252986,7046,439.9019470214844,450.2692565917969,458.9740295410156,475.9503402709961,540.9364013671875,465.75865739426627,19.80417170974487,7046,25.85671037278189
1131,95.7,0.0,87.0,192.0,8345.0,11.31478791,307.3BC10,1559.9776224125635,59790.053872088654,38.32750740335692,307,0.0,5.2680792808532715,8.386863708496094,12.33594274520874,47.64836120605469,9.24767951241191,5.395392122061636,78755,394.74493408203125,461.8939514160156,505.38232421875,560.3981018066406,822.4478759765625,518.5680655196495,72.10178286257207,78755,123.82313143761826
1158,1.85,0.0,16.0,43.0,30.0,0.01755162,022.E1,306.3396483893339,12427.136568720067,40.56653010493157,022,0.016581833362579346,9.151174306869507,15.999175071716309,24.082460403442383,57.34654998779297,17.498400618474808,11.06836819271601,4406,254.73477172851562,271.48685455322266,297.0277099609375,330.4788513183594,523.2373657226562,307.7308783477077,45.219923722026046,4406,52.99610661919206
1273,15.109678,,24.0,79.0,368.44,,019.CD,974.4558896047092,17690.595975354558,18.15433224230478,019,0.0,8.381020069122314,13.096821784973145,19.211660385131836,60.91911697387695,14.704881924973412,8.968500139249064,20686,481.4090881347656,558.78125,612.96044921875,678.7893218994141,909.4534301757812,625.942666537755,82.18622841103637,20686,144.5335784029894
1356,6.1,0.0,16.0,42.0,98.0,0.4034969,311.GB,444.8373631625045,14117.696675482057,31.73676009387883,311,0.0,2.4316577911376953,4.151223659515381,6.665414333343506,23.54153060913086,4.924734029090173,3.5828803314639983,7408,702.8984375,717.3674163818359,729.6444091796875,746.3360748291016,800.107421875,733.2358936285098,18.741484975280713,7408,30.337456128509757
1371,1.77,16.01,8.0,41.0,15.069,0.067,025.AB0,253.6033197312281,6717.48166445546,26.488145626700508,025,0.0004548064898699522,5.322642803192139,12.186373710632324,22.588584899902344,61.10041046142578,15.661794152144772,13.167720644341609,1865,232.0,237.10220336914062,249.22976684570312,282.4678039550781,465.37640380859375,268.61662198391423,45.289194035686855,1865,36.61662198391423
1399,24.5,0.0,172.0,314.0,4480.0,1.03511618,026.B1,850.7074445637263,32305.591008062343,37.97497155397509,026,0.0,9.975512504577637,16.909992218017578,26.132532119750977,71.42935943603516,19.10386382514796,12.121326745832205,28893,7.375878810882568,118.0223388671875,182.39404296875,237.7014617919922,410.5144958496094,182.66588793133286,79.74349251913038,28893,175.2900091204503
1400,19.1,0.0,94.0,165.0,1800.0,0.5333463,026.D10,644.6220369765597,30206.146436372874,46.85869347260813,026,0.0,11.889770030975342,19.278505325317383,29.386101722717285,71.2693862915039,21.5141861454787,13.031977478869607,24086,49.518165588378906,128.4543800354004,192.4169464111328,258.6588439941406,508.5062255859375,203.42755127459935,98.8415193094842,24086,153.90938568622045
1401,4.14,16.81,31.0,67.0,132.427,0.341,026.BB0,526.5841960487019,7902.300340269656,15.006717633316137,026,0.04498100280761719,13.3575918674469,23.99321937561035,35.999817848205566,70.60282135009766,25.237564219784048,15.497676362728686,5742,62.006961822509766,90.90940475463867,164.7652587890625,282.44740295410156,571.5087890625,199.48338993382097,124.14610028081648,5742,137.4764281113112
1438,1.87,11.29,27.0,75.0,50.55,0.663,026.4E,355.61853762910323,5290.275087962793,14.876263546981768,026,0.01969950646162033,10.340112209320068,18.940961837768555,28.328229427337646,60.28483200073242,19.969271913900414,12.161067636413968,2410,153.0,167.60327529907227,198.8822021484375,247.82897567749023,423.5846862792969,214.96710321576762,56.82333269839054,2410,61.96710321576762
1446,2.82,15.89,88.0,220.0,247.678,3.08,068.9B,344.11551625402626,8376.252308030438,24.341396747268682,068,0.0,8.930211544036865,18.00935173034668,30.050686836242676,56.99850845336914,20.09808435141933,12.892394104274288,2783,9.154725074768066,41.34586143493652,69.37200164794922,122.68427276611328,366.7394714355469,91.1446337136184,64.40142714281232,2783,81.98990863885034
1447,1.2,9.46,22.0,97.0,26.976,0.666,068.9D,229.5699924972937,5379.058155493498,23.431015948466825,068,0.051114391535520554,8.692467451095581,15.868234634399414,24.508782386779785,55.62717056274414,17.361161012700535,11.147923304351329,1122,31.693431854248047,43.413780212402344,64.6635971069336,88.95725631713867,224.8241729736328,73.69028520499108,36.61169714686497,1122,41.99685335074304
25912,0.77,10.02,12.0,49.0,9.121,0.329,068.1Z,158.7207363364373,5049.144777333593,31.81150046223965,068,0.052253756672143936,7.83907675743103,14.896353721618652,22.17261028289795,39.2177734375,15.698058579979437,8.79691008789698,851,30.22594451904297,40.10614585876465,48.7274169921875,65.32132720947266,120.25870513916016,54.89193779377203,19.26422057308366,851,24.66599327472906
1492,2.92,21.66,14.0,50.0,41.931,0.266,044.5A,279.8002152360941,10513.54388093885,37.575181534680276,044,0.0,1.6159887313842773,4.471754550933838,8.314159393310547,23.853374481201172,5.431313390254795,4.707311694822873,2659,-0.39758387207984924,0.6485820114612579,22.704092025756836,42.72806739807129,91.40442657470703,24.93111837156826,22.10988391130085,2659,25.32870224364811
1493,1.36,5.63,84.0,169.0,113.634,3.379,045.4D,712.9293320429258,1910.056845160302,2.679167147867184,045,0.0,15.143603801727295,26.854232788085938,37.5202751159668,61.755027770996094,26.341541433675054,14.589339611658048,3219,614.0,783.869384765625,861.9861450195312,959.8200988769531,1218.900390625,870.1161851506679,141.21261597798616,3219,256.1161851506679
1494,1.6,7.14,31.0,73.0,49.41,0.856,045.4AB,618.656400031764,2634.0271598943837,4.257657659015802,045,0.28569111227989197,14.702333688735962,23.75227928161621,34.79609203338623,61.17076110839844,25.607045562223625,14.061547839077368,3166,360.1888732910156,404.83607482910156,466.52685546875,573.6246185302734,921.9968872070312,507.76251579279847,129.73638246418938,3166,147.57364250178284
1495,0.36,3.05,14.0,29.0,4.854,0.058,045.4C1,320.4030818788467,1070.4955943554705,3.34109019201087,045,0.9391306638717651,20.606372356414795,28.827369689941406,36.01246738433838,51.156898498535156,27.72589198272792,10.690001653408675,702,511.79803466796875,633.4132385253906,679.25,735.4561157226562,849.4689331054688,687.8483796296297,63.34451074821271,702,176.05034496166093
22028,0.61,5.13,40.0,104.0,24.291,0.349,045.32Z,262.62132116898056,2402.4015501175254,9.147778022835125,045,4.442824363708496,32.98403739929199,38.554298400878906,49.66945743560791,70.23646545410156,40.4548871007984,12.839861587096632,1002,402.6771545410156,445.76831817626953,504.02520751953125,576.4828338623047,875.8985595703125,526.3485528942116,101.7597543445228,1002,123.67139835319597
1497,1.9,7.98,42.0,65.0,79.473,0.07,072.B110,537.449480018194,3441.560391135591,6.403504922954034,072,0.012493162415921688,26.936467170715332,38.944969177246094,49.088948249816895,76.53266143798828,36.85538339492288,16.71392968930938,3112,49.598533630371094,110.43801307678223,236.18002319335938,399.21324920654297,730.5462036132812,272.0655526992288,178.33223563245548,3112,222.46701906885772
16342,0.71,5.28,26.0,58.0,18.74,0.705,072.2EZ,267.902414332636,2653.6687216734786,9.90535575531843,072,0.08771303296089172,8.41968059539795,13.488048553466797,20.95945930480957,50.551204681396484,15.91092088672301,10.470107406965825,917,1254.08544921875,1277.3450927734375,1296.5372314453125,1323.775146484375,1466.0225830078125,1308.851826608506,44.22132187029416,917,54.76637738975592
1525,1.0,0.0,6.0,17.5,6.8,0.0079657,027.B3,302.25685179702396,3422.189457256944,11.322123673659725,027,0.0,6.1763014793396,12.578994750976562,20.099589347839355,54.87200927734375,14.804322033898305,11.766437536332687,1475,77.0,82.56127166748047,99.6887435913086,129.27304077148438,320.69622802734375,113.4553813559322,41.36593349504168,1475,36.455381355932204
1526,2.8,0.0,34.0,66.0,96.6,0.14985882,027.C3,875.7017686106881,3168.985039384337,3.6187948374387457,027,0.04442768171429634,6.8364996910095215,12.565827369689941,21.224950790405273,65.06059265136719,15.956233316558725,12.381161271494863,5713,155.40328979492188,204.9484405517578,237.3602752685547,336.7623291015625,583.2166748046875,283.9726063364257,111.15765998041884,5713,128.56931654150384
1536,0.31,0.0,2.0,11.0,0.65,0.0,027.3B10,310.98084982063506,1444.0280755463916,4.643463018315328,027,0.16309396922588348,6.023049354553223,10.325483322143555,16.039027214050293,45.55641555786133,11.896762365797546,7.859738114649244,815,74.75716400146484,93.6568717956543,111.00575256347656,134.89027404785156,185.13645935058594,115.35314417177914,25.830373713749797,815,40.59598017031429
20070,1.1,0.0,35.0,80.0,39.0,0.0920865,027.D8,291.22509148927725,3682.2443109704664,12.643980270175465,027,0.02052276022732258,20.724143981933594,39.734718322753906,51.583404541015625,72.96224975585938,36.206158813091484,19.772436191794654,1585,188.93482971191406,210.5352325439453,280.2270812988281,399.31304931640625,666.3687133789062,315.2258477917981,116.93030826308775,1585,126.29101807988405
20546,1.0,0.0,8.0,24.5,8.1,0.0,027.BD,211.01433973263147,4436.469844125877,21.024494590022485,027,0.056248169392347336,6.1087646484375,9.58749008178711,15.131985664367676,33.146400451660156,11.425250453496043,7.315641944974997,1137,237.6646728515625,249.1517791748047,258.9615478515625,273.1880798339844,338.70330810546875,264.18958883025505,20.07474150170147,1137,26.524915978692547
20998,1.11,6.68,5.0,15.0,5.883,0.181,027.A2A,358.89078467862146,3008.2345914609805,8.382033531885714,027,0.0,3.8832876682281494,8.672626495361328,13.650810956954956,39.00741958618164,9.325153361575705,6.867831038252643,1420,25.2877140045166,30.43108558654785,43.13066101074219,65.0339527130127,154.08615112304688,50.46225792253521,23.609974171482918,1420,25.174543918018607
21063,0.93,0.0,4.0,22.0,4.05,0.002,027.A1,193.30601780315783,8029.562303158093,41.538087610570614,027,0.0013049158733338118,3.2710588574409485,10.324905395507812,16.68114709854126,47.735809326171875,10.973219609287318,8.482183559784655,1782,21.776552200317383,27.728586673736572,39.309837341308594,58.1159029006958,129.9969940185547,45.43742985409652,20.23393371473998,1782,23.66087765377914
21224,0.42,0.0,1.0,8.0,0.78,0.0,027.3A,134.3693194168518,4002.8210296250027,29.789694902056585,027,0.08325023204088211,1.8979962468147278,5.61710262298584,12.29732370376587,38.42551803588867,8.300975339886541,8.281521351372113,639,10.29964828491211,19.5980863571167,21.732807159423828,30.30014705657959,102.06832885742188,27.7608476379108,14.674855869758204,639,17.46119935299869
1554,1.07,7.2,9.0,25.0,10.084,1.318,028.7B,349.00561502684036,3445.235583053419,9.871576372169434,028,0.0,2.0871545672416687,3.654994010925293,5.58268928527832,15.800209999084473,4.013735950789793,2.453417099923029,1646,0.5078901052474976,10.879069566726685,15.853435516357422,22.62776756286621,44.984161376953125,17.376245918134874,8.1162002316027,1646,16.868355812887376
20248,0.14,2.19,1.0,5.0,0.192,0.044,028.32Z,143.03904489525598,996.729375926893,6.968232881146359,028,0.018016522750258446,1.9730788469314575,3.3073997497558594,5.026833415031433,8.49852466583252,3.54946051703559,2.0560874165387175,216,23.952829360961914,25.479082584381104,28.712749481201172,32.3292350769043,42.20691680908203,29.41317183883102,4.328151603208191,216,5.460342477869105
1571,7.0,21.32,97.0,182.0,680.858,0.494,074.B11,726.2271637248896,10262.912780204431,14.131821684505653,074,0.017872435972094536,28.108932971954346,36.860374450683594,44.88734817504883,80.14183044433594,35.694853293126556,14.951125517785878,10446,0.5571442246437073,87.90694808959961,237.1531982421875,409.40856170654297,923.3987426757812,271.60281447444,210.87209451189676,10446,271.0456702497963
1600,1.76,8.55,31.0,67.0,54.567,1.141,075.4AB,497.14240206575414,3597.665367697674,7.236689835243286,075,0.29372116923332214,12.16126561164856,18.36671257019043,24.25923204421997,49.17928695678711,18.53961712381114,9.475999576883947,2944,771.8067626953125,865.2593078613281,922.4645385742188,969.5702362060547,1120.188232421875,925.287109375,66.05554169103603,2944,153.4803466796875
1603,5.97,23.62,22.0,72.5,130.432,0.132,077.B,494.4126285063321,12974.5233147301,26.242297560091412,077,0.0,7.620248317718506,13.72274398803711,19.583218097686768,57.02386474609375,14.363418063103865,9.079391898871577,6624,149.83497619628906,180.96455764770508,208.25205993652344,251.64177703857422,472.0277404785156,224.16355298913044,54.375301833315866,6624,74.32857679284137
1604,17.96,47.67,69.0,151.0,1237.268,1.328,077.C1,790.8462613244446,22077.25926957351,27.91599372626523,077,0.0,21.06897497177124,31.79214096069336,39.30850696563721,68.90472412109375,30.060990267354597,13.393899020837365,21320,168.11578369140625,248.6186065673828,388.37164306640625,539.5370483398438,995.794921875,412.08667917448406,185.07910929840824,21320,243.9708954830778
1625,1.18,7.8,16.0,49.0,18.486,0.085,080.4C,281.3734820426821,4389.076573164688,15.598757001908588,080,0.01940344087779522,7.033409118652344,11.54294204711914,17.718546390533447,45.530941009521484,13.281714550349779,8.657040401098035,1358,81.19538116455078,93.35348129272461,109.77236938476562,133.44740295410156,246.9767303466797,117.42165638807069,29.98618745247706,1358,36.226275223519906
28623,1.0,5.67,23.0,49.0,22.668,0.361,080.21B,396.9259930468927,2493.4851011312485,6.281989954829361,080,0.0,20.108649253845215,34.653411865234375,46.78674602508545,66.3597640991211,33.68962981356968,16.207057974918957,1636,121.70172119140625,151.9941520690918,213.7359619140625,321.8223114013672,671.147216796875,252.07883175427872,122.10215145545351,1636,130.37711056287247
28671,0.15,3.35,7.0,20.0,1.074,0.015,080.21A,92.51982771499081,1498.2860529752802,16.194215769518944,080,1.975856065750122,13.375944137573242,20.682374954223633,30.344234466552734,43.29669952392578,21.859026227678573,10.718665063394258,196,121.70172119140625,128.47280502319336,138.98324584960938,149.7977409362793,205.96934509277344,142.54715401785714,17.533982847875986,196,20.84543282645089
28717,0.26,2.28,21.0,54.0,5.439,1.738,080.22E,340.2493551820352,786.3695474423602,2.3111566134244352,080,0.04200161620974541,13.595697402954102,19.71087646484375,27.577159881591797,56.989715576171875,22.003801873627378,11.813806821257835,683,337.0,416.1476745605469,448.3945617675781,500.7029724121094,600.2948608398438,461.2065336749634,61.778810833533214,683,124.2065336749634
28750,0.05,1.58,4.0,14.0,0.173,0.231,080.4J,50.38574420298568,1045.2119798191422,20.74420049465513,080,0.6018300652503967,1.952673465013504,4.930267333984375,7.623808860778809,13.603517532348633,5.0908022280092595,3.5058937410628945,54,537.598876953125,539.8296356201172,541.4278564453125,544.4386901855469,556.2011108398438,542.3491030092592,3.43112514148126,54,4.750226056134238
28751,0.7,7.02,19.0,68.0,13.325,0.945,080.4J,172.43437176378552,4102.107638658052,23.789384892922907,080,0.0,5.254377841949463,9.364557266235352,12.822310447692871,26.945974349975586,9.259467990630148,5.563666954289709,607,510.4118957519531,526.3876037597656,536.772705078125,545.3101501464844,580.9960327148438,537.875823723229,13.237637100923678,607,27.463927971275893
28753,0.09,2.6,7.0,26.0,0.606,0.316,080.4J,65.15401172798875,1343.771237719592,20.624535651460693,080,0.3079593777656555,8.220573902130127,11.169443130493164,14.131789445877075,23.46381950378418,11.194527004076088,5.27970669165458,92,599.9996948242188,604.9512176513672,608.9718017578125,615.2627410888672,627.5970458984375,610.0553668478261,7.052696433543228,92,10.055672023607372
28754,0.03,0.92,7.0,20.0,0.237,0.272,080.4J,79.97216343239847,395.367174906194,4.943809920065537,080,2.444589138031006,5.126060962677002,7.395468235015869,10.102059364318848,18.230560302734375,8.133874111488216,3.587664656739243,61,529.5337524414062,535.5686645507812,538.090576171875,540.8679809570312,552.941650390625,538.6684170081967,5.117403790192649,61,9.134664566790434
1637,1.55,11.88,13.0,60.0,20.864,0.864,082.EB,226.92411995744442,6917.8722951977725,30.48539880421304,082,0.0,7.426547288894653,12.250726699829102,18.733729362487793,45.90745544433594,13.931814381270904,8.88278285223373,1495,621.1122436523438,648.7562255859375,661.199951171875,683.8175659179688,775.7429809570312,668.4888795986622,24.926283035971693,1495,47.3766359463184
1639,1.33,10.45,18.0,58.0,23.391,0.035,082.A5,260.4411667819654,5129.3426337261935,19.694822815858238,082,0.0007005376974120736,8.871212005615234,16.221477508544922,24.83316707611084,63.680973052978516,18.12404844092904,12.143708767515683,1367,7.5,21.971412658691406,40.999000549316406,75.44099426269531,283.0445861816406,55.50820112472568,43.485337374159656,1367,48.00820112472568
1640,1.45,7.2,27.0,83.0,38.657,1.945,082.BB,449.5125524958039,3198.0571915076994,7.114500304276937,082,0.0,9.187037467956543,14.37148380279541,20.723156929016113,42.9565544128418,15.251058719872669,8.127016475852884,2199,172.64019775390625,231.90584564208984,264.5374450683594,303.4513397216797,423.5310363769531,271.9009492951341,53.57783509638094,2199,99.26075154122788
