regine,wood_din_µg/l,wood_totn_µg/l,wood_tdp_µg/l,wood_totp_µg/l,wood_toc_mg/l,upland_din_µg/l,upland_totn_µg/l,upland_tdp_µg/l,upland_totp_µg/l,upland_toc_mg/l,wood_ton_µg/l,wood_tpp_µg/l,upland_ton_µg/l,upland_tpp_µg/l
234.J3B,27.8,340.7,2.0,9.1,7.3,23.8,288.4,1.9,7.5,6.3,312.9,7.1,264.59999999999997,5.6
234.J4,26.8,337.5,2.0,9.1,7.2,23.1,275.9,1.9,7.4,6.1,310.7,7.1,252.79999999999998,5.5
234.J5,27.4,340.2,2.0,9.2,7.3,23.8,280.9,1.9,7.5,6.1,312.8,7.199999999999999,257.09999999999997,5.6
234.J6,27.2,340.3,2.0,9.3,7.3,24.0,277.3,1.9,7.6,6.1,313.1,7.300000000000001,253.3,5.699999999999999
234.JA0,27.5,341.5,2.1,9.4,7.4,24.7,274.3,1.9,7.8,5.9,314.0,7.300000000000001,249.60000000000002,5.9
234.JAZ,27.2,341.0,2.0,9.5,7.5,24.8,263.1,1.9,7.9,5.6,313.8,7.5,238.3,6.0
234.JB,26.8,340.9,2.0,9.5,7.5,24.6,260.6,1.9,7.9,5.6,314.09999999999997,7.5,236.00000000000003,6.0
234.K10,27.6,340.9,2.1,9.2,7.3,24.1,282.1,1.9,7.6,6.2,313.29999999999995,7.1,258.0,5.699999999999999
234.K1Z,28.1,341.8,2.1,9.2,7.3,24.2,289.3,1.9,7.5,6.3,313.7,7.1,265.1,5.6
234.K2,27.6,340.9,2.1,9.2,7.3,24.1,281.7,1.9,7.6,6.1,313.29999999999995,7.1,257.59999999999997,5.699999999999999
234.K31,27.8,341.3,2.1,9.2,7.3,24.2,284.0,1.9,7.6,6.2,313.5,7.1,259.8,5.699999999999999
234.K32,27.8,341.5,2.1,9.2,7.4,24.3,284.1,1.9,7.6,6.2,313.7,7.1,259.8,5.699999999999999
234.K33,28.2,342.2,2.1,9.3,7.4,24.8,285.0,1.9,7.7,6.1,314.0,7.200000000000001,260.2,5.800000000000001
234.K34,28.1,342.1,2.1,9.3,7.4,24.8,283.4,1.9,7.7,6.1,314.0,7.200000000000001,258.59999999999997,5.800000000000001
234.K3Z,28.3,342.2,2.1,9.2,7.4,24.6,287.7,1.9,7.6,6.2,313.9,7.1,263.09999999999997,5.699999999999999
234.K41,27.7,341.3,2.1,9.2,7.4,24.3,282.7,1.9,7.6,6.1,313.6,7.1,258.4,5.699999999999999
234.K42,27.9,341.8,2.1,9.3,7.4,24.6,282.7,1.9,7.7,6.1,313.90000000000003,7.200000000000001,258.09999999999997,5.800000000000001
234.K43,28.0,342.1,2.1,9.3,7.4,24.8,282.6,1.9,7.7,6.1,314.1,7.200000000000001,257.8,5.800000000000001
234.K44,28.1,342.1,2.1,9.3,7.4,24.8,282.9,1.9,7.7,6.1,314.0,7.200000000000001,258.09999999999997,5.800000000000001
234.K4Z,27.9,342.0,2.1,9.3,7.4,24.9,278.1,1.9,7.7,6.0,314.1,7.200000000000001,253.20000000000002,5.800000000000001
234.K5,28.2,342.3,2.1,9.3,7.4,25.1,281.5,1.9,7.7,6.0,314.1,7.200000000000001,256.4,5.800000000000001
234.K6,27.9,342.0,2.1,9.4,7.4,25.0,276.5,1.9,7.8,5.9,314.1,7.300000000000001,251.5,5.9
234.KA0,27.8,341.7,2.1,9.4,7.5,25.1,271.6,1.9,7.8,5.8,313.9,7.300000000000001,246.50000000000003,5.9
234.KAZ,27.8,341.4,2.1,9.4,7.5,25.2,269.3,1.9,7.8,5.7,313.59999999999997,7.300000000000001,244.10000000000002,5.9
234.KB,27.5,341.2,2.1,9.4,7.5,25.0,265.8,1.9,7.9,5.7,313.7,7.300000000000001,240.8,6.0
234.L1,28.6,342.4,2.1,9.3,7.4,25.5,281.9,1.9,7.8,6.0,313.79999999999995,7.200000000000001,256.4,5.9
234.L20,28.2,342.1,2.1,9.4,7.4,25.3,277.0,1.9,7.8,5.9,313.90000000000003,7.300000000000001,251.7,5.9
234.L2Z,28.1,341.6,2.1,9.4,7.5,25.4,272.8,1.9,7.8,5.8,313.5,7.300000000000001,247.4,5.9
234.L3,28.7,342.2,2.1,9.3,7.5,25.8,280.7,1.9,7.8,5.9,313.5,7.200000000000001,254.89999999999998,5.9
234.L4,28.4,341.8,2.1,9.4,7.5,25.6,276.7,1.9,7.8,5.8,313.40000000000003,7.300000000000001,251.1,5.9
234.L5,28.8,342.0,2.1,9.3,7.5,25.9,281.1,1.9,7.8,5.9,313.2,7.200000000000001,255.20000000000002,5.9
234.L6,28.4,341.5,2.1,9.4,7.5,25.7,275.9,1.9,7.8,5.8,313.1,7.300000000000001,250.2,5.9
234.L7,29.0,341.6,2.1,9.3,7.5,26.1,281.7,1.9,7.8,5.8,312.6,7.200000000000001,255.6,5.9
234.L8,28.7,341.4,2.1,9.4,7.5,25.9,278.2,1.9,7.8,5.8,312.7,7.300000000000001,252.29999999999998,5.9
235.11,32.9,259.0,2.1,6.7,4.3,15.5,114.2,1.4,3.7,1.5,226.1,4.6,98.7,2.3000000000000003
235.12,33.7,259.1,2.1,6.6,4.3,15.3,113.4,1.4,3.6,1.4,225.40000000000003,4.5,98.10000000000001,2.2
235.1Z,32.7,259.5,2.1,6.8,4.3,16.5,113.2,1.4,3.8,1.5,226.8,4.699999999999999,96.7,2.4
235.21,34.4,258.9,2.1,6.5,4.2,15.0,112.9,1.4,3.5,1.4,224.49999999999997,4.4,97.9,2.1
235.22,35.8,259.0,2.1,6.5,4.1,15.5,111.6,1.4,3.4,1.3,223.2,4.4,96.1,2.0
235.2Z,35.1,259.4,2.1,6.6,4.2,16.1,111.8,1.4,3.5,1.3,224.29999999999998,4.5,95.69999999999999,2.1
235.31,37.6,259.5,2.1,6.4,4.0,16.9,111.2,1.4,3.3,1.2,221.9,4.300000000000001,94.30000000000001,1.9
235.32,38.1,260.7,2.1,6.5,3.9,18.3,111.1,1.4,3.4,1.2,222.6,4.4,92.8,2.0
235.3Z,36.6,259.8,2.1,6.5,4.1,16.9,111.1,1.4,3.5,1.2,223.20000000000002,4.4,94.19999999999999,2.1
235.4,38.1,261.4,2.1,6.6,3.9,18.9,110.9,1.4,3.5,1.2,223.29999999999998,4.5,92.0,2.1
235.A0,37.1,261.1,2.1,6.6,4.0,18.3,110.7,1.4,3.6,1.3,224.00000000000003,4.5,92.4,2.2
235.AZ,36.5,260.6,2.1,6.6,4.0,17.8,110.8,1.4,3.6,1.3,224.10000000000002,4.5,93.0,2.2
235.B,35.8,260.2,2.1,6.6,4.1,17.2,111.2,1.4,3.6,1.3,224.39999999999998,4.5,94.0,2.2
235.C,34.6,259.6,2.1,6.6,4.2,16.3,111.9,1.4,3.6,1.4,225.00000000000003,4.5,95.60000000000001,2.2
236.1,37.8,262.3,2.1,6.7,4.0,19.4,110.7,1.4,3.6,1.3,224.5,4.6,91.30000000000001,2.2
236.21,37.3,262.5,2.1,6.7,4.0,19.5,110.5,1.4,3.7,1.3,225.2,4.6,91.0,2.3000000000000003
236.2Z,35.7,261.1,2.1,6.7,4.1,18.0,110.7,1.4,3.7,1.3,225.40000000000003,4.6,92.7,2.3000000000000003
236.31,36.6,262.3,2.1,6.7,4.0,19.2,110.3,1.4,3.7,1.3,225.70000000000002,4.6,91.1,2.3000000000000003
236.32,37.5,263.4,2.1,6.8,4.0,20.1,110.5,1.4,3.7,1.3,225.89999999999998,4.699999999999999,90.4,2.3000000000000003
236.3Z,34.7,260.7,2.1,6.7,4.2,17.6,111.2,1.4,3.7,1.4,226.0,4.6,93.6,2.3000000000000003
236.4,36.4,262.8,2.1,6.8,4.1,19.5,110.5,1.4,3.8,1.4,226.4,4.699999999999999,91.0,2.4
236.51,36.2,263.4,2.1,6.9,4.1,19.9,110.2,1.4,3.8,1.4,227.2,4.800000000000001,90.30000000000001,2.4
236.52,38.3,265.6,2.1,6.9,3.9,21.6,110.5,1.4,3.8,1.3,227.3,4.800000000000001,88.9,2.4
236.5Z,35.7,264.0,2.1,6.9,4.1,20.2,110.3,1.4,3.9,1.4,228.3,4.800000000000001,90.1,2.5
236.A1,34.6,261.5,2.1,6.8,4.2,18.4,110.8,1.4,3.8,1.4,226.9,4.699999999999999,92.4,2.4
236.A21,34.9,262.1,2.1,6.8,4.1,18.8,110.5,1.4,3.9,1.4,227.20000000000002,4.699999999999999,91.7,2.5
236.A22,33.8,261.9,2.1,6.9,4.2,18.6,111.3,1.4,3.9,1.5,228.09999999999997,4.800000000000001,92.69999999999999,2.5
236.A2Z,34.5,262.7,2.1,6.9,4.2,19.2,110.9,1.4,4.0,1.5,228.2,4.800000000000001,91.7,2.6
236.AA1,33.8,261.2,2.1,6.9,4.2,18.1,111.3,1.4,3.9,1.5,227.39999999999998,4.800000000000001,93.19999999999999,2.5
236.AA2,33.8,261.2,2.1,6.9,4.2,18.1,111.3,1.4,3.9,1.5,227.39999999999998,4.800000000000001,93.19999999999999,2.5
236.AA3,33.6,260.5,2.1,6.8,4.2,17.5,111.6,1.4,3.8,1.5,226.9,4.699999999999999,94.1,2.4
236.AA40,33.7,261.1,2.1,6.9,4.2,18.0,111.4,1.4,3.9,1.5,227.40000000000003,4.800000000000001,93.4,2.5
236.AA4Z,33.5,260.9,2.1,6.9,4.2,17.9,111.5,1.4,3.9,1.5,227.39999999999998,4.800000000000001,93.6,2.5
236.AB,33.5,260.7,2.1,6.8,4.2,17.7,111.6,1.4,3.9,1.5,227.2,4.699999999999999,93.89999999999999,2.5
236.AC,32.7,260.4,2.1,6.9,4.3,17.5,112.3,1.4,3.9,1.5,227.7,4.800000000000001,94.8,2.5
236.AD,32.3,260.5,2.1,6.9,4.3,17.5,113.0,1.4,4.0,1.6,228.2,4.800000000000001,95.5,2.6
236.B,33.2,261.3,2.1,6.9,4.2,18.2,111.9,1.4,4.0,1.5,228.10000000000002,4.800000000000001,93.7,2.6
236.C,32.6,261.7,2.1,7.0,4.3,18.4,112.8,1.5,4.1,1.6,229.1,4.9,94.4,2.5999999999999996
236.D,31.8,261.3,2.1,7.0,4.3,18.1,114.1,1.5,4.1,1.7,229.5,4.9,96.0,2.5999999999999996
236.E,31.7,260.7,2.1,7.0,4.3,17.6,114.3,1.5,4.1,1.7,229.0,4.9,96.69999999999999,2.5999999999999996
237.10,37.9,266.4,2.1,6.9,4.0,22.0,110.4,1.4,3.9,1.4,228.49999999999997,4.800000000000001,88.4,2.5
237.1Z,35.8,265.8,2.1,7.1,4.1,21.2,110.8,1.5,4.1,1.5,230.0,5.0,89.6,2.5999999999999996
237.2,37.8,267.8,2.1,7.0,4.0,22.6,110.6,1.5,4.0,1.4,230.0,4.9,88.0,2.5
237.3,39.7,269.7,2.1,7.0,3.9,24.1,112.8,1.4,4.0,1.4,230.0,4.9,88.69999999999999,2.6
237.41,40.0,271.4,2.1,7.1,3.9,25.0,114.3,1.5,4.0,1.5,231.39999999999998,5.0,89.3,2.5
237.42,39.8,272.3,2.1,7.2,3.9,25.3,115.2,1.5,4.1,1.5,232.5,5.1,89.9,2.5999999999999996
237.4Z,38.7,269.7,2.1,7.1,4.0,23.8,112.1,1.5,4.1,1.5,231.0,5.0,88.3,2.5999999999999996
237.5,39.3,272.8,2.1,7.2,4.0,25.4,115.7,1.5,4.2,1.6,233.5,5.1,90.30000000000001,2.7
237.6,37.7,270.3,2.1,7.2,4.0,23.8,113.2,1.5,4.2,1.6,232.60000000000002,5.1,89.4,2.7
237.71,37.0,270.8,2.1,7.3,4.1,23.9,114.3,1.5,4.3,1.7,233.8,5.199999999999999,90.4,2.8
237.72,38.3,273.0,2.1,7.3,4.0,25.2,116.1,1.5,4.3,1.7,234.7,5.199999999999999,90.89999999999999,2.8
237.7Z,36.6,271.7,2.1,7.3,4.1,24.2,115.7,1.5,4.4,1.7,235.1,5.199999999999999,91.5,2.9000000000000004
237.80,40.2,275.9,2.1,7.3,4.0,26.9,119.2,1.5,4.3,1.7,235.7,5.199999999999999,92.30000000000001,2.8
237.8Z,39.0,274.7,2.1,7.3,4.0,26.1,117.9,1.5,4.3,1.7,235.7,5.199999999999999,91.80000000000001,2.8
237.A1,36.8,269.2,2.1,7.2,4.1,23.1,112.6,1.5,4.2,1.6,232.39999999999998,5.1,89.5,2.7
237.A20,36.7,269.9,2.1,7.2,4.1,23.4,113.5,1.5,4.2,1.6,233.2,5.1,90.1,2.7
237.A2Z,35.5,269.1,2.1,7.3,4.2,22.8,113.8,1.5,4.3,1.7,233.60000000000002,5.199999999999999,91.0,2.8
237.A3,36.1,268.4,2.1,7.2,4.1,22.6,112.5,1.5,4.2,1.6,232.29999999999998,5.1,89.9,2.7
237.A4,35.9,268.7,2.1,7.2,4.1,22.7,113.0,1.5,4.2,1.6,232.79999999999998,5.1,90.3,2.7
237.AZ,34.0,266.9,2.1,7.2,4.2,21.4,113.6,1.5,4.3,1.7,232.89999999999998,5.1,92.19999999999999,2.8
237.B0,34.6,265.3,2.1,7.1,4.2,20.7,111.9,1.5,4.1,1.6,230.70000000000002,5.0,91.2,2.5999999999999996
237.BZ,33.0,264.3,2.1,7.1,4.3,19.9,113.3,1.5,4.2,1.7,231.3,5.0,93.4,2.7
237.C1,33.2,263.0,2.1,7.0,4.3,19.3,112.4,1.5,4.1,1.6,229.8,4.9,93.10000000000001,2.5999999999999996
237.C2,33.1,263.2,2.1,7.1,4.3,19.4,112.6,1.5,4.1,1.6,230.1,5.0,93.19999999999999,2.5999999999999996
237.C3,32.6,262.3,2.1,7.0,4.3,18.8,113.1,1.5,4.1,1.7,229.70000000000002,4.9,94.3,2.5999999999999996
237.C4,32.5,262.8,2.1,7.1,4.3,19.1,113.3,1.5,4.1,1.7,230.3,5.0,94.19999999999999,2.5999999999999996
237.D,31.9,262.5,2.1,7.1,4.3,18.8,114.4,1.5,4.2,1.7,230.6,5.0,95.60000000000001,2.7
238.1,40.9,278.4,2.1,7.4,4.0,28.1,121.9,1.5,4.4,1.8,237.49999999999997,5.300000000000001,93.80000000000001,2.9000000000000004
238.2,40.3,279.1,2.1,7.5,4.0,28.2,122.7,1.5,4.4,1.8,238.8,5.4,94.5,2.9000000000000004
238.31,40.5,280.6,2.1,7.5,4.0,28.8,124.3,1.5,4.5,1.9,240.10000000000002,5.4,95.5,3.0
238.32,40.1,280.9,2.1,7.6,4.1,28.8,124.7,1.5,4.6,1.9,240.79999999999998,5.5,95.9,3.0999999999999996
238.3Z,38.7,278.3,2.1,7.5,4.1,27.5,122.2,1.5,4.5,1.9,239.60000000000002,5.4,94.7,3.0
238.41,40.5,281.2,2.1,7.6,4.0,29.1,125.0,1.5,4.5,1.9,240.7,5.5,95.9,3.0
238.42,40.9,282.7,2.1,7.6,4.0,29.7,126.6,1.5,4.6,2.0,241.79999999999998,5.5,96.89999999999999,3.0999999999999996
238.4A0,40.3,281.8,2.1,7.6,4.1,29.2,125.7,1.5,4.6,2.0,241.5,5.5,96.5,3.0999999999999996
238.4AZ,37.8,278.1,2.1,7.6,4.2,27.2,122.3,1.5,4.6,2.0,240.3,5.5,95.1,3.0999999999999996
238.4B0,39.8,282.1,2.1,7.7,4.1,29.2,126.1,1.5,4.6,2.0,242.3,5.6,96.89999999999999,3.0999999999999996
238.4BZ,38.5,280.7,2.1,7.7,4.2,28.4,125.0,1.6,4.7,2.1,242.2,5.6,96.6,3.1
238.4C,38.9,282.1,2.1,7.7,4.2,29.0,126.4,1.6,4.7,2.1,243.20000000000002,5.6,97.4,3.1
238.51,41.4,284.6,2.1,7.7,4.1,30.5,128.7,1.5,4.6,2.0,243.20000000000002,5.6,98.19999999999999,3.0999999999999996
238.52,41.1,287.1,2.1,7.8,4.1,31.3,131.4,1.6,4.8,2.2,246.00000000000003,5.699999999999999,100.10000000000001,3.1999999999999997
238.5A,40.4,284.7,2.1,7.7,4.1,30.3,129.0,1.6,4.7,2.1,244.29999999999998,5.6,98.7,3.1
238.5B,39.7,283.6,2.1,7.7,4.1,29.8,127.9,1.6,4.7,2.1,243.90000000000003,5.6,98.10000000000001,3.1
238.6,42.0,286.9,2.1,7.8,4.1,31.4,131.1,1.6,4.7,2.1,244.89999999999998,5.699999999999999,99.69999999999999,3.1
238.Z,36.9,273.5,2.1,7.4,4.1,25.1,117.8,1.5,4.4,1.8,236.6,5.300000000000001,92.69999999999999,2.9000000000000004
239.110,40.0,288.0,2.1,7.9,4.2,31.4,132.8,1.6,4.9,2.3,248.0,5.800000000000001,101.4,3.3000000000000003
239.11Z,40.2,285.7,2.1,7.8,4.2,30.6,130.2,1.6,4.8,2.2,245.5,5.699999999999999,99.6,3.1999999999999997
239.12,39.0,287.2,2.1,7.9,4.3,31.0,132.3,1.6,5.0,2.3,248.2,5.800000000000001,101.30000000000001,3.4
239.13,38.7,284.7,2.1,7.9,4.2,30.0,129.6,1.6,4.9,2.2,246.0,5.800000000000001,99.6,3.3000000000000003
239.14,38.3,283.0,2.1,7.8,4.2,29.3,127.8,1.6,4.8,2.2,244.7,5.699999999999999,98.5,3.1999999999999997
239.21,37.6,282.7,2.1,7.8,4.3,29.1,127.7,1.6,4.9,2.2,245.1,5.699999999999999,98.6,3.3000000000000003
239.22,37.5,281.1,2.1,7.8,4.3,28.4,125.8,1.6,4.8,2.1,243.60000000000002,5.699999999999999,97.4,3.1999999999999997
239.23,37.0,281.3,2.1,7.8,4.3,28.4,126.4,1.6,4.8,2.2,244.3,5.699999999999999,98.0,3.1999999999999997
239.2Z,37.2,279.8,2.1,7.7,4.2,27.8,124.5,1.6,4.7,2.1,242.60000000000002,5.6,96.7,3.1
239.30,36.8,282.9,2.1,7.9,4.4,29.0,128.5,1.6,4.9,2.3,246.09999999999997,5.800000000000001,99.5,3.3000000000000003
239.3A0,35.0,278.0,2.1,7.8,4.4,26.6,123.5,1.6,4.8,2.2,243.0,5.699999999999999,96.9,3.1999999999999997
239.3AZ,34.4,274.4,2.1,7.6,4.3,24.9,120.0,1.6,4.7,2.1,239.99999999999997,5.5,95.1,3.1
239.3B0,34.6,277.6,2.1,7.8,4.4,26.3,123.3,1.6,4.8,2.2,243.00000000000003,5.699999999999999,97.0,3.1999999999999997
239.3BZ,33.6,276.1,2.1,7.7,4.4,25.4,122.2,1.6,4.8,2.2,242.50000000000003,5.6,96.80000000000001,3.1999999999999997
239.3C0,33.7,274.4,2.1,7.7,4.4,24.7,120.4,1.6,4.7,2.1,240.7,5.6,95.7,3.1
239.3CZ,32.7,272.3,2.1,7.6,4.4,23.4,119.0,1.6,4.7,2.1,239.60000000000002,5.5,95.6,3.1
239.3D,32.7,273.6,2.1,7.7,4.5,24.0,120.1,1.6,4.8,2.2,240.90000000000003,5.6,96.1,3.1999999999999997
239.4,35.2,280.0,2.1,7.8,4.4,27.5,125.9,1.6,4.9,2.3,244.8,5.699999999999999,98.4,3.3000000000000003
239.A10,36.6,279.5,2.1,7.7,4.3,27.6,124.5,1.6,4.8,2.1,242.9,5.6,96.9,3.1999999999999997
239.A1Z,36.6,277.3,2.1,7.6,4.2,26.6,121.9,1.5,4.7,2.0,240.70000000000002,5.5,95.30000000000001,3.2
239.A2,36.2,279.0,2.1,7.7,4.3,27.3,124.1,1.6,4.8,2.1,242.8,5.6,96.8,3.1999999999999997
239.A3,36.3,278.4,2.1,7.7,4.3,27.1,123.3,1.6,4.8,2.1,242.09999999999997,5.6,96.19999999999999,3.1999999999999997
239.A4,36.3,278.5,2.1,7.7,4.3,27.1,123.4,1.6,4.8,2.1,242.2,5.6,96.30000000000001,3.1999999999999997
239.AZ,36.2,276.7,2.1,7.6,4.3,26.3,121.4,1.5,4.7,2.0,240.5,5.5,95.10000000000001,3.2
239.B0,35.3,274.8,2.1,7.6,4.3,25.3,119.9,1.5,4.6,2.0,239.5,5.5,94.60000000000001,3.0999999999999996
239.BA0,34.6,271.4,2.1,7.5,4.3,23.6,116.9,1.5,4.5,1.9,236.79999999999998,5.4,93.30000000000001,3.0
239.BAZ,33.5,269.0,2.1,7.4,4.3,22.3,115.8,1.5,4.5,1.9,235.5,5.300000000000001,93.5,3.0
239.BB,34.1,269.5,2.1,7.4,4.3,22.6,115.7,1.5,4.4,1.8,235.4,5.300000000000001,93.1,2.9000000000000004
239.C,33.2,270.3,2.1,7.5,4.4,22.8,117.1,1.5,4.6,2.0,237.10000000000002,5.4,94.3,3.0999999999999996
240.11,35.8,284.9,2.1,8.0,4.5,29.6,131.7,1.6,5.1,2.5,249.09999999999997,5.9,102.1,3.4999999999999996
240.12,33.1,277.7,2.1,7.9,4.5,26.0,124.4,1.6,5.0,2.3,244.6,5.800000000000001,98.4,3.4
240.1Z,32.4,274.2,2.1,7.7,4.5,24.2,120.9,1.6,4.8,2.2,241.79999999999998,5.6,96.7,3.1999999999999997
240.21,32.6,279.3,2.1,7.9,4.6,26.5,126.7,1.6,5.1,2.4,246.70000000000002,5.800000000000001,100.2,3.4999999999999996
240.22,31.2,275.6,2.1,7.9,4.6,24.2,122.7,1.6,5.0,2.4,244.40000000000003,5.800000000000001,98.5,3.4
240.2Z,31.6,273.0,2.1,7.7,4.5,23.3,120.1,1.6,4.8,2.2,241.4,5.6,96.8,3.1999999999999997
240.30,30.9,273.6,2.1,7.8,4.6,23.2,120.7,1.6,4.9,2.3,242.70000000000002,5.699999999999999,97.5,3.3000000000000003
240.3Z,30.7,270.9,2.1,7.6,4.6,22.0,118.8,1.6,4.8,2.2,240.2,5.5,96.8,3.1999999999999997
240.4,29.7,270.5,2.1,7.7,4.6,21.2,119.0,1.6,4.8,2.3,240.8,5.6,97.8,3.1999999999999997
240.5,28.5,267.3,2.1,7.6,4.7,19.3,119.4,1.6,4.8,2.2,238.8,5.5,100.10000000000001,3.1999999999999997
240.A11,29.4,268.1,2.1,7.6,4.6,20.2,118.5,1.6,4.7,2.2,238.70000000000002,5.5,98.3,3.1
240.A12,29.7,266.9,2.1,7.5,4.6,19.9,118.3,1.6,4.7,2.1,237.2,5.4,98.4,3.1
240.A1Z,30.4,269.0,2.1,7.6,4.5,21.1,118.1,1.6,4.7,2.1,238.6,5.5,97.0,3.1
240.A2,29.1,267.0,2.1,7.5,4.6,19.6,118.9,1.6,4.7,2.2,237.9,5.4,99.30000000000001,3.1
240.AA0,29.5,266.0,2.1,7.4,4.6,19.5,118.5,1.5,4.6,2.1,236.5,5.300000000000001,99.0,3.0999999999999996
240.AAZ,30.4,266.3,2.1,7.4,4.5,20.0,117.5,1.5,4.6,2.0,235.9,5.300000000000001,97.5,3.0999999999999996
240.AB,30.9,268.2,2.1,7.5,4.5,21.0,117.6,1.5,4.6,2.1,237.29999999999998,5.4,96.6,3.0999999999999996
240.B0,29.7,265.0,2.1,7.4,4.5,19.2,118.4,1.5,4.5,2.1,235.3,5.300000000000001,99.2,3.0
240.BA0,31.2,265.4,2.1,7.3,4.4,20.0,116.3,1.5,4.4,1.9,234.2,5.199999999999999,96.3,2.9000000000000004
240.BAZ,32.5,266.9,2.1,7.3,4.3,21.1,115.4,1.5,4.4,1.9,234.39999999999998,5.199999999999999,94.30000000000001,2.9000000000000004
240.BB,31.9,268.0,2.1,7.4,4.4,21.3,116.6,1.5,4.5,2.0,236.1,5.300000000000001,95.3,3.0
240.C0,31.2,264.4,2.1,7.3,4.4,19.5,116.1,1.5,4.4,1.9,233.2,5.199999999999999,96.6,2.9000000000000004
240.CZ,32.2,265.7,2.1,7.3,4.4,20.4,115.2,1.5,4.4,1.8,233.5,5.199999999999999,94.80000000000001,2.9000000000000004
240.D,31.0,262.7,2.1,7.2,4.4,18.7,116.7,1.5,4.3,1.9,231.7,5.1,98.0,2.8
241.1,28.2,265.6,2.1,7.5,4.7,18.6,120.7,1.6,4.7,2.2,237.40000000000003,5.4,102.1,3.1
241.21,27.3,264.8,2.1,7.5,4.7,17.8,123.3,1.6,4.7,2.3,237.5,5.4,105.5,3.1
241.22,27.1,264.1,2.1,7.4,4.7,17.5,124.3,1.6,4.7,2.3,237.00000000000003,5.300000000000001,106.8,3.1
241.2Z,28.1,264.3,2.1,7.4,4.7,18.1,121.6,1.5,4.6,2.2,236.20000000000002,5.300000000000001,103.5,3.0999999999999996
241.30,27.0,262.9,2.1,7.4,4.7,17.1,126.1,1.5,4.6,2.3,235.89999999999998,5.300000000000001,109.0,3.0999999999999996
241.3Z,27.3,261.4,2.1,7.2,4.7,16.7,126.6,1.5,4.5,2.2,234.09999999999997,5.1,109.89999999999999,3.0
241.41,26.5,261.7,2.1,7.3,4.8,16.4,129.5,1.5,4.5,2.3,235.2,5.199999999999999,113.1,3.0
241.42,25.9,261.6,2.1,7.3,4.8,16.1,133.2,1.5,4.6,2.4,235.70000000000002,5.199999999999999,117.1,3.0999999999999996
241.4Z,26.0,261.3,2.1,7.2,4.8,15.9,133.7,1.5,4.5,2.4,235.3,5.1,117.79999999999998,3.0
241.51,26.1,261.7,2.1,7.3,4.8,16.3,131.6,1.5,4.6,2.4,235.6,5.199999999999999,115.3,3.0999999999999996
241.52,26.4,262.2,2.1,7.3,4.8,16.6,129.3,1.5,4.6,2.3,235.79999999999998,5.199999999999999,112.70000000000002,3.0999999999999996
241.5A,25.3,262.9,2.1,7.4,4.9,16.1,135.5,1.6,4.7,2.5,237.59999999999997,5.300000000000001,119.4,3.1
241.5B1,24.9,263.9,2.1,7.4,5.0,16.1,137.8,1.6,4.7,2.6,238.99999999999997,5.300000000000001,121.70000000000002,3.1
241.5B2,25.1,264.5,2.1,7.4,5.0,16.3,136.3,1.6,4.8,2.6,239.4,5.300000000000001,120.00000000000001,3.1999999999999997
241.5B3,24.9,264.7,2.1,7.4,5.0,16.3,138.2,1.6,4.8,2.6,239.79999999999998,5.300000000000001,121.89999999999999,3.1999999999999997
241.5B4,24.9,266.3,2.0,7.5,5.0,16.4,138.9,1.6,4.8,2.7,241.4,5.5,122.5,3.1999999999999997
241.5BZ,24.7,268.3,2.0,7.5,5.1,16.5,143.1,1.6,4.9,2.8,243.60000000000002,5.5,126.6,3.3000000000000003
241.5C,24.6,267.3,2.0,7.5,5.1,16.2,143.9,1.6,4.8,2.8,242.70000000000002,5.5,127.7,3.1999999999999997
241.A0,28.0,262.6,2.1,7.3,4.6,17.5,123.0,1.5,4.5,2.2,234.60000000000002,5.199999999999999,105.5,3.0
241.AZ,28.8,261.7,2.1,7.2,4.6,17.5,121.2,1.5,4.4,2.0,232.89999999999998,5.1,103.7,2.9000000000000004
241.B,29.9,263.0,2.1,7.2,4.5,18.5,118.4,1.5,4.4,2.0,233.1,5.1,99.9,2.9000000000000004
242.1,26.1,263.0,2.1,7.4,4.8,16.7,130.2,1.6,4.6,2.4,236.9,5.300000000000001,113.49999999999999,2.9999999999999996
242.20,26.2,264.2,2.1,7.4,4.8,17.0,128.4,1.6,4.7,2.4,238.0,5.300000000000001,111.4,3.1
242.2A0,25.9,265.9,2.1,7.5,4.9,17.1,130.0,1.6,4.8,2.5,239.99999999999997,5.4,112.9,3.1999999999999997
242.2AZ,26.5,267.3,2.0,7.6,4.9,17.8,125.5,1.6,4.9,2.4,240.8,5.6,107.7,3.3000000000000003
242.2B1,25.6,267.6,2.0,7.6,5.0,17.2,132.0,1.6,4.9,2.6,242.00000000000003,5.6,114.8,3.3000000000000003
242.2B21,26.0,266.3,2.1,7.6,4.9,17.2,128.7,1.6,4.8,2.5,240.3,5.5,111.49999999999999,3.1999999999999997
242.2B22,25.6,268.3,2.0,7.6,5.0,17.4,131.8,1.6,4.9,2.6,242.70000000000002,5.6,114.4,3.3000000000000003
242.2B2Z,26.0,268.0,2.0,7.6,4.9,17.6,128.4,1.6,4.9,2.5,242.0,5.6,110.80000000000001,3.3000000000000003
242.3,27.3,266.8,2.1,7.6,4.8,18.3,122.5,1.6,4.8,2.3,239.5,5.5,104.2,3.1999999999999997
