regine,trans_totp,trans_tdp,trans_tpp,trans_totn,trans_din,trans_ton,trans_ss,trans_toc,ret_totp,ret_tdp,ret_tpp,ret_totn,ret_din,ret_ton,ret_ss,ret_toc
002.DHC0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHCA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHCB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHCC,0.47186,0.641175,0.308781,0.550301,0.478564,0.797298,0.008791,0.603647,0.52814,0.358825,0.691219,0.449699,0.521436,0.202702,0.991209,0.396353
002.DHCD,0.498271,0.699449,0.265113,0.823977,0.773478,0.940942,0.009745,0.514197,0.501729,0.300551,0.734887,0.176023,0.226522,0.059058,0.990255,0.485803
002.DHD0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHDA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHDB,0.392462,0.601868,0.194598,0.8642,0.825036,0.954497,0.000694,0.485195,0.607538,0.398132,0.805402,0.1358,0.174964,0.045503,0.999306,0.514805
002.DHE0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHEA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHEAZ,0.669547,0.816043,0.457564,0.966566,0.955713,0.989456,0.170358,0.645908,0.330453,0.183957,0.542436,0.033434,0.044287,0.010544,0.829642,0.354092
002.DHEB,0.992966,0.996471,0.98603,0.999589,0.999452,0.999872,0.995504,0.988691,0.007034,0.003529,0.01397,0.000411,0.000548,0.000128,0.004496,0.011309
002.DHEC,0.717948,0.835821,0.56,0.966534,0.955871,0.989343,0.067158,0.778729,0.282052,0.164179,0.44,0.033466,0.044129,0.010657,0.932842,0.221271
002.DHED,0.117409,0.33465,0.016341,0.902864,0.872736,0.968653,5e-06,0.113244,0.882591,0.66535,0.983659,0.097136,0.127264,0.031347,0.999995,0.886756
002.DHF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHF31,0.937192,0.967578,0.881808,0.998005,0.997342,0.999379,0.712141,0.935419,0.062808,0.032422,0.118192,0.001995,0.002658,0.000621,0.287859,0.064581
002.DHF32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHF3Z,0.509561,0.704458,0.283165,0.888747,0.854956,0.96371,0.013164,0.533234,0.490439,0.295542,0.716835,0.111253,0.145044,0.03629,0.986836,0.466766
002.DHF4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHFA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHFB,0.429057,0.600476,0.273121,0.866631,0.829743,0.954309,0.006236,0.570102,0.570943,0.399524,0.726879,0.133369,0.170257,0.045691,0.993764,0.429898
002.DHFC,0.360498,0.584252,0.154786,0.925728,0.902547,0.976101,0.000474,0.417483,0.639502,0.415748,0.845214,0.074272,0.097453,0.023899,0.999526,0.582517
002.DHG1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHG21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHG22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHG2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHG2B,0.367817,0.566288,0.19105,0.661224,0.588168,0.868631,0.001077,0.482929,0.632183,0.433712,0.80895,0.338776,0.411832,0.131369,0.998923,0.517071
002.DHGA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHGAZ,0.32034,0.558381,0.11298,0.915694,0.889364,0.972885,0.001352,0.319579,0.67966,0.441619,0.88702,0.084306,0.110636,0.027115,0.998648,0.680421
002.DHGB0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHGBA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHGBAA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHGBAB,0.399708,0.5908,0.222243,0.661124,0.593311,0.863188,0.002767,0.511539,0.600292,0.4092,0.777757,0.338876,0.406689,0.136812,0.997233,0.488461
002.DHGBB0,0.980552,0.990181,0.961847,0.997537,0.996719,0.999233,0.965808,0.974597,0.019448,0.009819,0.038153,0.002463,0.003281,0.000767,0.034192,0.025403
002.DHGBBA,0.710188,0.836972,0.528266,0.930492,0.908943,0.977553,0.081026,0.736673,0.289812,0.163028,0.471734,0.069508,0.091057,0.022447,0.918974,0.263327
002.DHGBBB,0.280511,0.481219,0.123607,0.564007,0.484869,0.81586,0.000225,0.39236,0.719489,0.518781,0.876393,0.435993,0.515131,0.18414,0.999775,0.60764
002.DHGBC,0.221584,0.440848,0.072406,0.675322,0.597652,0.881029,7e-06,0.319317,0.778416,0.559152,0.927594,0.324678,0.402348,0.118971,0.999993,0.680683
002.DHGC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHGC20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHGC2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHGC2B,0.841474,0.915485,0.718491,0.95121,0.935799,0.984394,0.327923,0.846366,0.158526,0.084515,0.281509,0.04879,0.064201,0.015606,0.672077,0.153634
002.DHGC2C,0.414487,0.586059,0.261421,0.708589,0.645853,0.886567,0.005537,0.55835,0.585513,0.413941,0.738579,0.291411,0.354147,0.113433,0.994463,0.44165
002.DHGC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHGC4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHH0,0.902125,0.948544,0.821701,0.99282,0.99045,0.997755,0.485582,0.907851,0.097875,0.051456,0.178299,0.00718,0.00955,0.002245,0.514418,0.092149
002.DHHA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHHB,0.5717,0.741852,0.367097,0.924842,0.901818,0.975577,0.014288,0.634694,0.4283,0.258148,0.632903,0.075158,0.098182,0.024423,0.985712,0.365306
002.DHHC,0.921567,0.959548,0.852227,0.994039,0.992064,0.998139,0.734145,0.912433,0.078433,0.040452,0.147773,0.005961,0.007936,0.001861,0.265855,0.087567
002.DHHD,0.400778,0.572222,0.250608,0.780133,0.726862,0.919387,0.004946,0.547121,0.599222,0.427778,0.749392,0.219867,0.273138,0.080613,0.995054,0.452879
002.DHHE,0.387636,0.573607,0.220673,0.781073,0.727081,0.920464,0.002366,0.515586,0.612364,0.426393,0.779327,0.218927,0.272919,0.079536,0.997634,0.484414
002.DHJ1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHJ20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHJ2Z,0.795104,0.88871,0.64751,0.907631,0.879713,0.969782,0.184639,0.810235,0.204896,0.11129,0.35249,0.092369,0.120287,0.030218,0.815361,0.189765
002.DHJ30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHJ3Z,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHJ4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHJ5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHJ60,0.950367,0.974552,0.905428,0.996287,0.995056,0.998842,0.802908,0.946474,0.049633,0.025448,0.094572,0.003713,0.004944,0.001158,0.197092,0.053526
002.DHJ6Z,0.797783,0.887519,0.663593,0.878112,0.843828,0.958603,0.14744,0.833248,0.202217,0.112481,0.336407,0.121888,0.156172,0.041397,0.85256,0.166752
002.DHJ7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHJ8,0.894519,0.944323,0.809168,0.989907,0.986588,0.996838,0.44416,0.902122,0.105481,0.055677,0.190832,0.010093,0.013412,0.003162,0.55584,0.097878
002.DHJA,0.759062,0.864608,0.605422,0.964431,0.9531,0.988671,0.115631,0.793407,0.240938,0.135392,0.394578,0.035569,0.0469,0.011329,0.884369,0.206593
002.DHJB,0.603778,0.769137,0.390975,0.933793,0.913018,0.978754,0.018209,0.643408,0.396222,0.230863,0.609025,0.066207,0.086982,0.021246,0.981791,0.356592
002.DHK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHL,0.537408,0.699109,0.367435,0.856517,0.817421,0.950464,0.014774,0.652661,0.462592,0.300891,0.632565,0.143483,0.182579,0.049536,0.985226,0.347339
002.DHM1,0.765649,0.87093,0.60573,0.964571,0.953183,0.98877,0.125774,0.788731,0.234351,0.12907,0.39427,0.035429,0.046817,0.01123,0.874226,0.211269
002.DHM2,0.600742,0.756766,0.413847,0.918112,0.893457,0.973149,0.023124,0.677455,0.399258,0.243234,0.586153,0.081888,0.106543,0.026851,0.976876,0.322545
002.DHM3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DHM4,0.214939,0.353827,0.12041,0.418474,0.350527,0.698163,0.000832,0.371567,0.785061,0.646173,0.87959,0.581526,0.649473,0.301837,0.999168,0.628433
002.DJ11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ1A0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ1AZ,0.930997,0.964266,0.870903,0.993328,0.991124,0.997915,0.669165,0.930378,0.069003,0.035734,0.129097,0.006672,0.008876,0.002085,0.330835,0.069622
002.DJ1B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ1C,0.411969,0.600575,0.234488,0.841443,0.7985,0.945096,0.003634,0.523434,0.588031,0.399425,0.765512,0.158557,0.2015,0.054904,0.996366,0.476566
002.DJ21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ2Z,0.608002,0.765722,0.413098,0.900808,0.871052,0.967426,0.018429,0.676683,0.391998,0.234278,0.586902,0.099192,0.128948,0.032574,0.981571,0.323317
002.DJ31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ3A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ3B,0.691889,0.825057,0.505242,0.937888,0.918483,0.980021,0.067281,0.723017,0.308111,0.174943,0.494758,0.062112,0.081517,0.019979,0.932719,0.276983
002.DJ4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ530,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ53Z,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ5A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ5B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ5C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ6A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ6B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ7B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJ8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJAA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJAAZ,0.443594,0.651067,0.227532,0.886519,0.852382,0.962798,0.001822,0.506768,0.556406,0.348933,0.772468,0.113481,0.147618,0.037202,0.998178,0.493232
002.DJAB,0.144321,0.359518,0.029229,0.768263,0.705317,0.920147,1e-06,0.187967,0.855679,0.640482,0.970771,0.231737,0.294683,0.079853,0.999999,0.812033
002.DJB0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJBA,0.617741,0.770922,0.428153,0.872214,0.836,0.956773,0.024479,0.686675,0.382259,0.229078,0.571847,0.127786,0.164,0.043227,0.975521,0.313325
002.DJBB,0.547956,0.707974,0.377369,0.72972,0.66941,0.896674,0.016064,0.660329,0.452044,0.292026,0.622631,0.27028,0.33059,0.103326,0.983936,0.339671
002.DJBC,0.586879,0.752639,0.385459,0.775711,0.717555,0.92077,0.01134,0.658556,0.413121,0.247361,0.614541,0.224289,0.282445,0.07923,0.98866,0.341444
002.DJC0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJCA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DJCB,0.448544,0.6466,0.246332,0.749515,0.688962,0.908121,0.002055,0.538923,0.551456,0.3534,0.753668,0.250485,0.311038,0.091879,0.997945,0.461077
002.DJD0,0.844849,0.915901,0.731376,0.980963,0.974777,0.993999,0.247818,0.866069,0.155151,0.084099,0.268624,0.019037,0.025223,0.006001,0.752182,0.133931
002.DJDA,0.813228,0.899312,0.67462,0.950814,0.935251,0.984281,0.233355,0.824108,0.186772,0.100688,0.32538,0.049186,0.064749,0.015719,0.766645,0.175892
002.DJDB,0.22766,0.427514,0.087988,0.56166,0.48109,0.816231,4.2e-05,0.342713,0.77234,0.572486,0.912012,0.43834,0.51891,0.183769,0.999958,0.657287
002.DJE,0.273952,0.507542,0.09044,0.840387,0.794294,0.946591,0.000473,0.296296,0.726048,0.492458,0.90956,0.159613,0.205706,0.053409,0.999527,0.703704
002.DK1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DK20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DK2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DK2B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DK3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DK4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DK5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DK6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DKA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DKB0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DKBZ,0.556315,0.739899,0.327591,0.871465,0.833345,0.957559,0.022268,0.570199,0.443685,0.260101,0.672409,0.128535,0.166655,0.042441,0.977732,0.429801
002.DKC,0.412489,0.637673,0.179307,0.920964,0.896149,0.974648,0.017604,0.381933,0.587511,0.362327,0.820693,0.079036,0.103851,0.025352,0.982396,0.618067
002.DL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DM20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DM2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DM2B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DM2C,0.933243,0.965469,0.874842,0.982029,0.976181,0.994339,0.684691,0.932196,0.066757,0.034531,0.125158,0.017971,0.023819,0.005661,0.315309,0.067804
002.DM3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.DM4,0.411097,0.582663,0.25873,0.445007,0.375534,0.720459,0.005385,0.555589,0.588903,0.417337,0.74127,0.554993,0.624466,0.279541,0.994615,0.444411
002.E11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E1Z,0.256374,0.477073,0.091264,0.473494,0.389199,0.765619,0.000126,0.325689,0.743626,0.522927,0.908736,0.526506,0.610801,0.234381,0.999874,0.674311
002.E21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E2A0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E2AA,0.934932,0.966372,0.877815,0.992884,0.990534,0.997775,0.696416,0.93357,0.065068,0.033628,0.122185,0.007116,0.009466,0.002225,0.303584,0.06643
002.E2AB,0.223482,0.445858,0.070703,0.6813,0.605144,0.883018,1.1e-05,0.305834,0.776518,0.554142,0.929297,0.3187,0.394856,0.116982,0.999989,0.694166
002.E2B,0.395531,0.601245,0.19956,0.546991,0.471938,0.79957,0.001734,0.47862,0.604469,0.398755,0.80044,0.453009,0.528062,0.20043,0.998266,0.52138
002.E3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E4Z,0.772293,0.874963,0.615072,0.962472,0.950433,0.988092,0.137239,0.793635,0.227707,0.125037,0.384928,0.037528,0.049567,0.011908,0.862761,0.206365
002.E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E5Z,0.458633,0.668121,0.230615,0.839599,0.793298,0.946326,0.005552,0.482459,0.541367,0.331879,0.769385,0.160401,0.206702,0.053674,0.994448,0.517541
002.E6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EB111,0.488642,0.656494,0.323313,0.594343,0.52355,0.82485,0.010044,0.616442,0.511358,0.343506,0.676687,0.405657,0.47645,0.17515,0.989956,0.383558
002.EB112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EB11A,0.93205,0.965089,0.871054,0.987502,0.983389,0.996086,0.785197,0.922158,0.06795,0.034911,0.128946,0.012498,0.016611,0.003914,0.214803,0.077842
002.EB11B,0.648936,0.787096,0.480315,0.708605,0.64587,0.886575,0.036577,0.731514,0.351064,0.212904,0.519685,0.291395,0.35413,0.113425,0.963423,0.268486
002.EB11C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EB1A,0.675302,0.817132,0.474808,0.916355,0.890603,0.972895,0.061527,0.6935,0.324698,0.182868,0.525192,0.083645,0.109397,0.027105,0.938473,0.3065
002.EB1B,0.223832,0.441492,0.072643,0.45787,0.37172,0.757963,2.4e-05,0.300936,0.776168,0.558508,0.927357,0.54213,0.62828,0.242037,0.999976,0.699064
002.EB2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EB31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EB32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EB3A0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EB3AZ,0.637672,0.793839,0.424193,0.928523,0.906186,0.977014,0.050517,0.65134,0.362328,0.206161,0.575807,0.071477,0.093814,0.022986,0.949483,0.34866
002.EB3B,0.976003,0.987856,0.95313,0.99793,0.997242,0.999355,0.948399,0.969975,0.023997,0.012144,0.04687,0.00207,0.002758,0.000645,0.051601,0.030025
002.EB3C,0.408643,0.621997,0.197313,0.792415,0.736577,0.927984,0.001436,0.46991,0.591357,0.378003,0.802687,0.207585,0.263423,0.072016,0.998564,0.53009
002.EB4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EC3,0.758838,0.862885,0.611393,0.914448,0.889093,0.971717,0.099108,0.806571,0.241162,0.137115,0.388607,0.085552,0.110907,0.028283,0.900892,0.193429
002.EC41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EC42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.EC4A,0.79405,0.889036,0.641391,0.969442,0.959542,0.990353,0.251264,0.79565,0.20595,0.110964,0.358609,0.030558,0.040458,0.009647,0.748736,0.20435
002.EC4B,0.31727,0.481708,0.188545,0.337284,0.276257,0.620621,0.002394,0.474459,0.68273,0.518292,0.811455,0.662716,0.723743,0.379379,0.997606,0.525541
002.ECA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.ECB,0.336264,0.567894,0.130004,0.814825,0.762284,0.937526,0.000505,0.369433,0.663736,0.432106,0.869996,0.185175,0.237716,0.062474,0.999495,0.630567
002.ED,0.847777,0.917618,0.735775,0.968238,0.958095,0.989898,0.256305,0.868144,0.152223,0.082382,0.264225,0.031762,0.041905,0.010102,0.743695,0.131856
002.EE1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
