vatnLnr,nve_area_km2,nve_perim_km,avg_dep_m,max_dep_m,vol_Mm3,res_time_yr,regine,area_km2,perim_km,width_km,length_km,aspect_ratio,vassom,slp_min,slp_p25,slp_median,slp_p75,slp_max,slp_mean,slp_std,slp_count,dem_min,dem_p25,dem_median,dem_p75,dem_max,dem_mean,dem_std,dem_count,delta_elev
5144,0.76,6.55,9.0,26.5,6.71,0.447,002.CCZ,0.7725044446499745,6.315008596853331,0.26728201840754773,2.8902222800191177,10.81338092715294,002,0.02886396087706089,3.8144371509552,7.060723304748535,10.529105186462402,28.081939697265625,7.670379565580487,4.830011363502592,7933,317.1719970703125,340.5399169921875,344.4866943359375,349.4932556152344,375.086669921875,345.61515189713856,7.304463155808088,7933,28.44315482682606
297,2.68,0.0,22.0,63.5,61.2,0.0,005.4B,2.6435126206503248,18.729928203233847,0.29134033873709075,9.073623762879834,31.14441275867393,005,0.0026969006285071373,7.501138687133789,13.830577850341797,22.025352478027344,57.297183990478516,15.729234274839744,10.653823105779823,24960,37.97831344604492,47.02423667907715,55.524635314941406,68.878173828125,145.93930053710938,60.64814703525641,18.46312863732418,24960,22.669833589211486
309,1.2,0.0,4.0,13.0,5.67,0.363,010.3B,1.203936671249729,7.840753670406721,0.33587257354608213,3.584504261657278,10.672214833776774,010,0.004707448184490204,6.670984387397766,13.358044624328613,23.418006896972656,56.018577575683594,16.08285915320607,11.820392481070613,12258,112.09453582763672,123.6937255859375,135.77069091796875,153.32958221435547,225.87535095214844,142.6486784140969,23.665841602215362,12258,30.554142586460188
336,0.86,8.41,6.0,17.0,5.077,0.828,001.GAB,0.845926826800029,8.089208306245828,0.22125269854186702,3.823351454581047,17.28047377400717,001,0.014770278707146645,7.56682014465332,13.665719985961914,21.68370246887207,59.15195083618164,15.665259781148551,10.797659523882775,8933,196.982177734375,202.4442138671875,209.42080688476562,219.69235229492188,276.6375427246094,213.49652972125827,14.561565352649094,8933,16.51435198688327
345,6.4,32.53,11.0,34.0,67.225,4.241,001.1A2B,6.4104311838000765,35.50631275175775,0.36874596446428676,17.384410411414585,47.144679770721325,001,0.00167541962582618,3.5642296075820923,7.076308250427246,12.051644325256348,47.00773620605469,8.526424433472343,6.556300062643294,50836,137.8577880859375,146.2054901123047,151.83856201171875,160.79463577270508,195.42044067382812,154.3998839405146,10.324019130720089,50836,16.5420958545771
361,2.12,0.0,8.0,40.5,18.9,0.0,313.A1G2B,2.0552753233501155,17.810525107227054,0.23710640274330785,8.66815615087022,36.55808552860714,313,0.000752070511225611,2.1135672330856323,5.235493183135986,9.544557094573975,41.47013854980469,6.567620124675898,5.724444144463701,18127,269.43572998046875,271.6707763671875,274.0307922363281,278.9119110107422,314.70635986328125,276.65645170188117,7.106336179870117,18127,7.220721721412417
379,1.08,0.0,5.0,30.0,5.9,0.13,015.EB,1.2861976524496277,13.378068218542918,0.19815460312134192,6.490879506150117,32.75664256043228,015,0.0019495307933539152,2.2097623348236084,5.0910444259643555,9.251825332641602,40.476078033447266,6.426172893624674,5.391775666211102,11121,236.58877563476562,237.59567260742188,239.91603088378906,243.7362823486328,272.07440185546875,241.5095539969427,5.112607083097299,11121,4.920778362177089
380,1.28,0.0,8.0,37.0,11.37,0.626,015.ED,1.237066258459342,13.509549747854544,0.18839392162051816,6.566380952306754,34.85452659950152,015,0.0877043604850769,5.001692414283752,9.272750854492188,14.025331020355225,59.327877044677734,10.45172961814051,7.609566955732253,11444,362.1268310546875,369.7227020263672,373.31732177734375,378.6702194213867,433.3418273925781,375.31396364907374,8.108929880415364,11444,13.187132594386242
384,3.91,0.0,19.0,53.5,76.0,0.04176886,015.H51,3.92302794024994,25.123295131771012,0.32047820134017435,12.241169364545332,38.19657409881628,015,0.006840523798018694,9.930598020553589,19.729747772216797,29.11358118057251,66.80476379394531,20.25117199759389,12.699645389155899,38236,264.24505615234375,275.7343444824219,289.46966552734375,310.3225631713867,428.1589660644531,295.93053666701536,25.984869420999864,38236,31.68548051467161
389,2.04,12.77,7.0,27.0,15.257,0.228,015.MG,2.0754283794399684,14.544762773529374,0.29756007901357195,6.974821307751116,23.440043875754544,015,0.0014097086386755109,2.882984161376953,5.419992923736572,8.549952507019043,33.7111701965332,6.236977851846008,4.5801954488046785,15845,780.144287109375,784.5869750976562,788.02978515625,792.51123046875,807.762451171875,789.0083938150837,5.248966510980387,15845,8.86410670570865
391,2.0,0.0,4.0,15.5,8.5,0.0,015.NF,1.9790428323200937,13.22304505378037,0.3142708826191738,6.297251644271011,20.037655387571732,015,0.00356631213799119,2.8364107608795166,4.960115909576416,7.4941301345825195,23.44713020324707,5.554800134356697,3.613195560157305,15537,1143.3818359375,1149.5997314453125,1153.003173828125,1157.58349609375,1187.4405517578125,1154.438437278754,6.099709592310676,15537,11.056601341254009
392,4.13,0.0,8.0,26.5,36.5,0.87537686,015.NG,4.178581166086268,20.78242531988391,0.4190234541121045,9.97218920582985,23.798642075920444,015,0.017848698422312737,3.7193394899368286,5.960526943206787,8.64703893661499,42.49075698852539,6.565732949245763,4.232090749219544,31091,1147.5567626953125,1154.4683837890625,1159.23828125,1166.8129272460938,1211.72607421875,1161.5756328197872,9.050528224170465,31091,14.018870124474688
393,3.31,23.44,10.0,42.0,33.101,0.675,015.NH,3.35286801942819,26.263214094198467,0.26049560954348383,12.87111143755575,49.41008971365105,015,0.024661069735884666,3.919858694076538,6.789896011352539,11.115440368652344,49.46724319458008,8.21280219354685,6.080755632681626,20982,1174.0001220703125,1178.4640502929688,1181.42822265625,1187.648193359375,1250.0703125,1184.326374988085,8.410838069670554,20982,10.326252917772536
395,10.8,0.0,4.0,16.0,53.2,0.53674649,015.PC,11.073055080937667,45.38522501250831,0.49892820546906513,22.193684300785087,44.482721276340335,015,0.010397497564554214,1.4927221238613129,2.833131790161133,4.943740129470825,23.362018585205078,3.6216229264277575,2.8707443152123466,78970,1204.0262451171875,1208.2212524414062,1210.630615234375,1215.1339111328125,1263.0550537109375,1212.936254273775,7.079956413397284,78970,8.91000915658742
408,0.76,0.0,9.0,27.0,7.14,0.0156239,015.JB3,0.7476411221911267,6.434632816818095,0.25214056857887646,2.965175839830171,11.760010919871402,015,0.01062797475606203,3.457321047782898,8.394146919250488,19.0950984954834,66.66661071777344,12.880379754631454,12.495505470640767,7611,459.2998352050781,462.3991241455078,466.5233154296875,474.94117736816406,588.1392822265625,472.4717842596242,17.1428334435799,7611,13.171949054546076
5863,0.4,0.0,5.0,14.0,2.13,0.086,015.AE,0.40644745220006573,4.082527916013718,0.22361116097896205,1.8176527970278968,8.128631813681727,015,0.014304985292255878,3.7575462460517883,9.568519592285156,17.548487663269043,44.41901397705078,11.57914168421323,9.308140023611122,4868,38.07903289794922,40.34197998046875,45.06212615966797,54.58522033691406,86.53962707519531,48.83247740345111,10.32765490380489,4868,10.75344450550189
6257,0.92,0.0,14.0,38.0,13.07,0.32109964,015.CB,0.9465432470000563,9.411732795585557,0.21056269138170158,4.495303706411077,21.349003837826753,015,0.0038088231813162565,6.110675096511841,10.877371788024902,17.58077049255371,51.70024871826172,12.53536895138655,8.519125225944766,8907,403.121826171875,412.85939025878906,418.7447509765625,426.17730712890625,463.380859375,421.03188503424275,10.744098853331508,8907,17.910058862367748
6296,0.36,0.0,5.0,20.0,1.97,0.115,015.C81Z,0.37716024136231563,4.5652353910642125,0.1793183880281407,2.1032993075039657,11.729412307531405,015,0.0019233812345191836,3.0276798009872437,5.227848052978516,7.887237787246704,30.518421173095703,6.304769137302552,4.89961428922529,4115,329.5261535644531,333.57806396484375,335.9981994628906,338.8707580566406,361.69012451171875,336.91208991494534,4.619159426915914,4115,7.385936350492216
6311,0.14,0.0,3.0,14.5,0.49,0.101,015.C81Z,0.17457905484979344,2.8573803518925818,0.13494035045232788,1.293749825493963,9.587568293377322,015,0.01496626902371645,2.2560545206069946,4.443131446838379,7.347290635108948,32.803863525390625,5.584405325393594,4.852714943310839,1842,333.49346923828125,335.4902038574219,336.8271179199219,338.79048919677734,351.8770446777344,337.8897937024973,3.3401068218000547,1842,4.396324464216036
6554,0.7,4.61,15.0,39.0,10.707,1.242,015.4E2,0.6881481783831411,4.5073170047240545,0.3642048462908851,1.8894536560711421,5.187887188524842,015,0.0018380352994427085,6.0670541524887085,11.912132263183594,18.527885913848877,64.94336700439453,13.4474495943143,9.832333215904544,8196,227.32733154296875,242.86629104614258,252.9313507080078,267.09444427490234,360.82470703125,257.5406905807711,18.84226135720509,8196,30.213359037802377
17018,0.39,5.42,5.0,18.0,1.888,0.192,015.NJ,0.40167036360295094,6.31184520030146,0.13286908816202647,3.0230535119887034,22.7521205557026,015,0.022216632962226868,3.5285818576812744,6.36487340927124,11.1996169090271,48.851680755615234,7.943897267713904,5.989135855264668,2992,1234.4495849609375,1239.0964050292969,1240.926025390625,1244.3807678222656,1272.7259521484375,1242.4075868983957,4.498927880107451,2992,7.958001937458221
17040,1.13,9.66,7.0,28.0,7.782,0.536,015.NJ,1.1433533997285488,10.175183949679097,0.2356485428477435,4.8519434319918044,20.589745106663898,015,0.017422223463654518,4.44576621055603,8.059040069580078,12.626616954803467,34.590301513671875,9.15245444606414,6.128725148023459,8575,1226.3551025390625,1232.3448486328125,1236.0013427734375,1242.64208984375,1279.4154052734375,1238.516501457726,7.990380723464433,8575,12.161398918663508
18525,2.82,0.0,21.0,49.0,60.0,0.03177706,015.H3,3.703837285221375,29.421037147951928,0.25624513757247414,14.45427343640349,56.40799108750061,015,0.00860162265598774,5.967593312263489,13.517375946044922,24.222983837127686,65.8205337524414,16.51651526387344,12.834455122480598,32364,246.22679138183594,267.7355194091797,276.2031555175781,287.8713073730469,393.21246337890625,281.56995427017677,20.019889704625577,32364,35.34316288834083
467,2.55,0.0,7.0,24.0,18.6,0.0,151.EC,2.168335017049913,10.428344226210168,0.4556765908253011,4.758495522279783,10.442703483322259,151,0.009096129797399044,4.68156886100769,8.783763885498047,12.764358520507812,39.0914306640625,9.108304035049763,5.741080714595719,23110,474.0790710449219,486.4610824584961,495.1497802734375,509.3418731689453,554.3861694335938,498.96421462570316,14.785262106264739,23110,24.88514358078129
469,14.38,24.41,27.0,56.5,383.562,0.522,151.FB,14.062936667900752,27.94886478269124,1.0916031234663528,12.882829267879266,11.80175192882394,151,0.004872405435889959,5.427811145782471,10.73974323272705,16.913463592529297,61.4241828918457,11.878612731983738,8.114240393015645,142413,313.30712890625,334.2679443359375,359.0995788574219,393.29254150390625,576.78759765625,371.2037524664181,47.18831962133789,142413,57.89662356016811
477,1.37,5.53,11.0,26.0,15.008,0.044,151.CD1,1.490100357150009,9.968430158774908,0.31943645730497483,4.664778622082479,14.60315037750649,151,0.005533650517463684,2.1117935180664062,4.919678688049316,8.721707105636597,22.664575576782227,5.807491583669054,4.380110405179942,13404,180.21597290039062,182.98857498168945,186.48587036132812,192.33623504638672,216.36477661132812,188.50962399283796,6.7341662842045205,13404,8.293651092447334
497,4.92,12.49,15.0,33.0,72.818,0.365,152.2D1,4.955587681099634,13.277936431806044,0.8570895291232099,5.781878686779812,6.7459448404352695,152,0.005031768232584,2.8597328662872314,7.6460418701171875,12.427436113357544,44.26656723022461,8.351474320081667,6.253008037735894,51918,43.735321044921875,50.9243106842041,62.870079040527344,83.83540725708008,156.94046020507812,71.28577275703995,25.258375008815,51918,27.550451712118075
501,190.0,0.0,66.0,231.0,12600.0,9.04420294,155.C5,218.04886933870375,282.8302365329836,1.5590953090743511,139.85602295741745,89.70331842025182,155,0.0007819656748324633,5.597662448883057,9.566421508789062,14.968029022216797,64.60541534423828,11.04880412713828,7.316444561514627,1534235,360.13616943359375,403.71380615234375,428.1707458496094,466.49195861816406,804.4108276367188,442.6229880037934,52.36782930062978,1534235,82.48681857019966
42553,0.46,4.34,4.0,14.0,1.945,0.206,155.D51,0.5125608210505178,6.583887453965308,0.16385764577577122,3.1280860812068827,19.090266227109534,155,0.003152204444631934,2.609317421913147,5.297244548797607,8.943737506866455,26.152788162231445,6.296710153322816,4.5136626193985245,5071,453.34698486328125,456.93603515625,458.742431640625,462.0831298828125,479.55072021484375,459.93743837507395,4.077410182455757,5071,6.590453511792703
514,36.0,0.0,45.0,129.0,1647.0,0.595865,012.G210,37.32325247905027,72.86986511798325,1.0549249418757718,35.38000761711585,33.53793830507632,012,0.0004984072875231504,5.958405494689941,11.63892650604248,19.067665100097656,77.50371551513672,13.530679675131452,10.07326038393987,330349,148.3330535888672,165.57876586914062,191.06898498535156,230.64178466796875,462.19073486328125,205.70950116392058,52.02825352495554,330349,57.37644757505339
515,13.7,0.0,33.0,94.8,452.0,0.4,012.L21,13.41600133065467,54.375879413840934,0.5027508481066452,26.685188858813824,53.07835672343465,012,0.00037091888953000307,6.885786056518555,11.975000381469727,18.574906826019287,72.50010681152344,13.787189130394705,9.563502722577352,108486,341.89666748046875,362.9604263305664,374.4080810546875,394.4513244628906,573.33154296875,382.53927695739543,26.58667057528299,108486,40.64260947692668
516,10.75,0.0,23.0,76.0,270.0,0.4468751,012.M3,11.40087593276249,54.23109320984195,0.42718531150791783,26.68836129341306,62.47490392215509,012,0.000941611360758543,5.967301726341248,10.685766220092773,17.085482597351074,71.03111267089844,12.567033338548885,8.946491520067067,89476,362.0081787109375,373.34117889404297,383.169189453125,398.1050109863281,508.9653625488281,388.45849166256875,20.095904346843195,89476,26.450312951631247
517,17.4,0.0,68.0,154.0,1200.0,4.99990718,012.P10,18.447972820948372,50.012354812892816,0.7608889817178959,24.245288424728514,31.86442307258643,012,0.007604088634252548,9.574637174606323,17.683189392089844,27.00762939453125,84.50677490234375,19.42258776850135,12.81032219633468,169366,461.0680236816406,483.0190124511719,507.6448669433594,552.4090423583984,921.932373046875,526.505863042169,59.579008566305205,169366,65.43783936052841
521,41.0,0.0,32.0,130.0,1337.0,0.36021162,012.CB1,43.9060091941148,131.91857403211893,0.6725099811658453,65.28677703489362,97.07926850649,012,0.0025115131866186857,5.178794860839844,10.926721572875977,18.658236503601074,70.75621032714844,13.014233758233427,10.049930076138693,337648,132.91786193847656,143.2290496826172,157.18936157226562,182.47222900390625,421.21258544921875,168.3045775482159,35.20820572690463,337648,35.386715609739326
522,140.0,0.0,93.0,288.0,13130.0,2.53113008,012.D51,136.56394005189864,181.92355800134422,1.5269662432492126,89.43481275742289,58.57026188549896,012,0.0,3.9367711544036865,8.76356315612793,16.915054321289062,76.99080657958984,11.741863967292499,10.237840075445163,954888,61.7171516418457,78.57505798339844,101.51237487792969,149.6024398803711,453.94732666015625,126.3639295917427,67.54666076500394,954888,64.646777949897
531,13.13,0.0,15.0,37.0,206.5,0.46100056,012.JC11,13.44470537643619,39.34396737857463,0.7089972576254127,18.962986431661903,26.746205613224944,012,0.001504141022451222,2.301596164703369,4.213018894195557,8.068943977355957,47.016117095947266,5.960876596557528,5.340724799558046,96849,808.7796630859375,824.2642822265625,829.1681518554688,837.665771484375,952.486572265625,834.5330153124968,16.962017296020342,96849,25.753352226559286
538,0.56,0.0,13.0,28.0,7.5,0.04222166,012.Q30,0.5652361555998752,4.522884584539021,0.28615370968197595,1.9752885825875346,6.902893500080152,012,0.002134351059794426,6.255125999450684,16.379114151000977,25.923760414123535,52.83229064941406,16.800254072634882,11.485228451644453,6691,508.7436828613281,518.0057678222656,527.0607299804688,546.9151306152344,609.8721313476562,534.3957554924525,19.94447660680395,6691,25.652072631124383
542,27.6,0.0,85.0,156.0,2360.0,7.83579029,012.AB51,27.71925596458608,47.37167588421107,1.234645134544989,22.451192807560545,18.184328581049822,012,0.00016645494906697422,6.9176576137542725,12.390952110290527,19.548209190368652,69.083251953125,14.040626583105912,9.425509526128328,244772,18.399999618530273,39.358731269836426,72.90866088867188,118.47084617614746,358.9892883300781,87.03303482424461,58.951193587368564,244772,68.63303520571434
550,1.2,8.86,5.0,18.0,5.661,0.009,012.CG5,1.1998122967604332,8.586991484125173,0.3004775427702997,3.993018199292287,13.288907259018531,012,0.001172948512248695,1.004711240530014,2.6619129180908203,5.839858770370483,20.94967269897461,3.895548166322314,3.6673948390264828,9922,766.0814819335938,767.2853851318359,768.9734497070312,773.0464172363281,796.6713256835938,770.8436303164684,4.954989264274889,9922,4.7621483828746705
551,12.2,0.0,30.0,90.0,372.0,0.63972747,012.CH10,12.667511919261178,48.416458314002774,0.5351008863049831,23.673128270696402,44.24049534689763,012,0.0014097086386755109,5.007023811340332,9.547865867614746,15.058355331420898,50.69773864746094,10.745967848680989,7.377652442319272,75549,980.6720581054688,989.9840087890625,998.3924560546875,1012.9684448242188,1119.227294921875,1005.0109994837787,20.701730092275852,75549,24.338941378309983
553,3.75,0.0,5.0,25.0,22.11,0.33209338,012.CHB,8.95593940070431,33.78275026550417,0.5479854278971183,16.343389704854967,29.824496916957,012,0.0,4.657100319862366,7.412528991699219,11.219334602355957,44.96582794189453,8.643306972942165,5.8762707041586655,66672,1122.3193359375,1151.5227661132812,1159.28515625,1171.2658081054688,1266.94775390625,1163.6103911687064,16.16883546791439,66672,41.29105523120643
562,3.12,0.0,14.0,47.0,45.2,2.2365952,012.F5B0,3.2822104868500017,15.926777080002587,0.43603794529770346,7.52735059470359,17.263063171174966,012,0.021585119888186455,5.799378156661987,10.226539611816406,15.7489013671875,53.039249420166016,11.424250199566655,7.336007349224738,26307,205.74105834960938,219.91519927978516,229.79623413085938,242.79527282714844,302.2396545410156,233.15623218154863,16.132165885411315,26307,27.415173831939256
563,2.16,0.0,20.0,72.0,44.5,1.80705817,012.G1B,2.1606170920500523,17.95429877544064,0.24750340345348043,8.72964598426684,35.27081188565402,012,0.020232558250427246,4.900196552276611,9.208795547485352,14.957718133926392,53.687828063964844,10.772216266437965,7.694601445530487,17490,226.07098388671875,231.94009399414062,236.6250762939453,246.38674545288086,284.19134521484375,240.40786163522012,10.787530721916431,17490,14.336877748501365
565,1.55,,8.8,36.0,13.72,,012.J72,1.9903007852830092,20.06483154826493,0.20247328896233707,9.829942485170129,48.54932981801189,012,0.003929329104721546,1.9569936394691467,4.5183424949646,9.476977348327637,44.60813522338867,6.9066689258865015,6.977520912410416,15031,306.4393615722656,308.7643737792969,310.505859375,314.5254821777344,372.4819030761719,312.9012374426186,6.895749885335537,15031,6.461875870352969
576,1.53,0.0,8.0,26.0,13.2,0.02726587,012.LA3,1.5347146028644973,9.873985585412369,0.3333711410240974,4.6036216516820865,13.80929866196582,012,0.007963966578245163,5.3226776123046875,11.984659194946289,18.952966690063477,69.14070892333984,13.659732052578361,10.92499715541328,14835,377.8068542480469,381.6065368652344,391.3653564453125,408.5424499511719,504.1247863769531,398.7729019211325,23.04155863281371,14835,20.966047673085598
577,3.9,0.0,26.0,65.0,102.0,0.22840383,012.LB1,3.937242386719105,14.820677101422762,0.576106001415595,6.834232549295786,11.862803950146084,012,0.012482704594731331,4.472897529602051,8.247467994689941,12.943602323532104,45.88688659667969,9.205419085129906,6.136760276928436,36180,430.70318603515625,441.56187438964844,452.0370788574219,464.95426177978516,537.300537109375,455.644776119403,17.887888781789623,36180,24.94159008424674
589,4.44,0.0,8.0,25.0,36.25,0.20166145,012.CDCB1,16.717186977575658,38.69914060889832,0.9064169594460889,18.44315334500307,20.347317151119583,012,0.0048582665622234344,3.998055160045624,7.045009613037109,11.41646695137024,67.2447280883789,9.009499850339942,7.591643133231408,140318,1073.8780517578125,1116.5065002441406,1126.3441162109375,1144.9124145507812,1326.718505859375,1136.0442423637737,31.700568053406663,140318,62.16619060596122
601,1.68,9.09,11.0,39.0,17.862,0.048,012.CFC3,1.6632771751087412,9.228814611512938,0.3941141304705851,4.220293175285883,10.7083021109817,012,0.01913660205900669,8.79673433303833,16.149507522583008,26.37667942047119,65.75102233886719,18.379413735469495,12.233705769499359,16603,729.022216796875,738.7367248535156,752.3932495117188,776.0356750488281,910.8892822265625,762.8653255435764,32.00654288990094,16603,33.84310874670143
607,1.51,0.0,7.0,30.0,10.92,1.395,012.EC7C,1.3393457815998988,7.795019729465158,0.38085825055908473,3.5166516141734947,9.23349201182117,012,0.0141676664352417,4.0144453048706055,6.930126667022705,10.431513786315918,40.691463470458984,7.6980181454253716,4.784229768548077,15269,491.78717041015625,504.3714599609375,509.8805236816406,518.2926635742188,565.8582763671875,512.2851201781388,9.790959195524941,15269,20.497949767982504
610,0.43,0.0,2.0,13.8,1.1,0.00332402,012.EDB32,9.421550008996189,34.68291417007277,0.5614755899310389,16.779981495105346,29.885504901764804,012,0.002803104231134057,6.305465221405029,9.483094215393066,13.604306697845459,56.604000091552734,10.782322613657508,6.57186310657928,80615,643.4589233398438,743.8238525390625,755.0106201171875,767.930908203125,847.5775146484375,756.9262792284314,20.25973933955952,80615,113.46735588858769
626,5.0,0.0,15.0,44.0,79.22,1.97839873,012.CDBAB,4.98339926436576,15.356782241313852,0.7157322123635756,6.96265890829335,9.728022279869776,012,0.00390982860699296,5.244439721107483,9.283622741699219,16.19419574737549,57.6670036315918,11.601488230553029,8.608623448610306,48388,1099.832275390625,1132.7388305664062,1147.93603515625,1173.0924072265625,1303.9815673828125,1157.6833099115483,32.17339734399596,48388,57.85103452092335
3262,0.26,0.0,3.0,13.0,0.93,0.02266593,012.EGA,0.25889336109990957,4.223055764704613,0.1306995442891612,1.9808283380631453,15.155587181549292,012,0.1139959916472435,4.116424918174744,6.762490272521973,10.02689242362976,28.358732223510742,7.376087383377761,4.250229577408445,2626,893.5302734375,895.6821746826172,898.0336303710938,900.5546417236328,910.2549438476562,898.4523990860624,3.2637716294787515,2626,4.922125648562428
4838,0.14,0.0,5.0,16.0,0.74,0.561,012.EB3Z,0.148806050949927,2.6739676094924025,0.12252910823005636,1.214454696516145,9.911560722664587,012,0.06801912933588028,1.7758454084396362,4.1617021560668945,9.230961084365845,36.61626052856445,6.844741393472547,7.162095896644538,1712,407.3736877441406,408.3080520629883,409.41192626953125,413.12342834472656,428.4566955566406,411.8576226635514,5.30014072608723,1712,4.483934919410785
4891,0.25,3.04,8.0,26.0,1.888,1.066,012.EBC,0.24309872034978758,3.0870627385442306,0.17802874656333245,1.365502622708783,7.670124342660668,012,0.04282805323600769,5.216718077659607,8.677465438842773,13.346222877502441,38.72916793823242,9.900537547446515,6.390156523938589,2898,357.913818359375,362.02978515625,366.38720703125,371.7531509399414,393.75152587890625,367.54943064182197,6.659837275888788,2898,9.63561228244697
6194,0.23,0.0,9.0,27.0,2.24,0.563,012.AB51,0.24326085745015946,3.5742625838590985,0.1484490737438331,1.6386822181857161,11.038682673180308,012,0.0008786246762610972,8.32664966583252,14.586063385009766,21.56901454925537,46.796714782714844,15.450241918701442,9.142423216686057,2703,303.344482421875,306.8031921386719,312.2191162109375,319.88397216796875,345.2323913574219,314.2562893081761,8.867617242641476,2703,10.911806886301122
7371,1.16,0.0,11.0,42.0,13.58,1.974,012.DBB,1.2832339084998514,12.754798604846812,0.207999807695455,6.169399494727951,29.660601916329362,012,0.011045265011489391,2.667475700378418,6.705455303192139,13.659510612487793,53.74238204956055,9.335105382282116,8.722419889297058,10797,211.70700073242188,213.28271484375,215.38136291503906,221.82437133789062,298.14166259765625,219.33479207187182,9.740139740217193,10797,7.627791339449942
16403,1.45,8.81,9.0,23.0,12.376,0.084,012.CEB0,1.3846411064028021,8.27825423136465,0.3670794276533451,3.77204768802898,10.275835156829189,012,0.005082776769995689,5.325218677520752,10.778097152709961,16.04121494293213,50.99641799926758,11.460936429061,7.778316896798371,14590,733.5610961914062,739.2703552246094,747.820068359375,761.9242095947266,823.309814453125,752.8338588074023,16.536703644620438,14590,19.272762615996044
32987,0.86,0.0,15.0,34.0,13.0,0.04703237,012.LC3,0.8577007313685401,5.746030454103908,0.33839405275479817,2.534621174297156,7.490146926824845,012,0.06642748415470123,7.34634256362915,11.228940963745117,16.323923110961914,45.12396240234375,12.419625841500842,7.105951402160494,10101,593.2380981445312,620.6782836914062,629.07373046875,640.99658203125,683.4141845703125,631.944262944263,14.53124214836701,10101,38.70616479973171
33011,0.17,0.0,3.0,11.8,0.57,0.00206219,012.LC3,0.2035312794276974,3.2773324657450535,0.13539198135118735,1.5032742515213395,11.103126171276436,012,0.13435229659080505,3.326238691806793,5.941462516784668,9.26440691947937,29.79463005065918,6.917388486996251,4.699987307015156,2134,586.3021240234375,588.6745147705078,590.290771484375,592.9963226318359,604.4452514648438,591.1791822867854,3.3032192052829625,2134,4.8770582633478625
33025,0.26,0.0,7.0,19.8,2.0,0.00723575,012.LC3,0.2646289596169666,2.5159029366383,0.2670620503279053,0.9908894179912446,3.710334046992474,012,0.02875518426299095,5.5822813510894775,9.515714645385742,14.58073902130127,33.25303268432617,10.554691890278168,6.445196003230475,3559,564.2485961914062,569.7370910644531,574.3132934570312,581.2721252441406,618.852783203125,576.9251545377915,9.686607245070922,3559,12.676558346385264
33172,0.64,0.0,10.0,25.5,6.7,0.0,012.LA52,0.6351635033496466,5.5652473196950405,0.2508798482886625,2.531743811558858,10.09145943298655,012,0.003991090226918459,4.133407115936279,9.87906265258789,17.15182876586914,48.346187591552734,11.574312658161114,8.885187387173897,7113,427.1819152832031,429.5542907714844,435.1139831542969,446.380615234375,482.3294372558594,439.2692605089273,11.658560683189023,7113,12.087345225724164
659,5.16,27.21,14.0,67.3,69.91,0.444,134.C1,5.243733703249362,29.517278822158506,0.36429115154812663,14.394348259531126,39.51330741457629,134,0.007986503653228283,5.542163252830505,10.513813018798828,17.801308631896973,73.23625183105469,12.964605168052042,10.027423837106133,44272,49.653953552246094,57.142348289489746,65.02774047851562,79.48084831237793,195.3695068359375,71.69525320744489,20.950204303271622,44272,22.0412996551988
663,4.3,19.79,22.0,69.0,95.952,0.228,135.C,4.202901917150545,18.85614210295195,0.4691292816886232,8.958941769787351,19.09695710645003,135,0.0016399100422859192,7.697045803070068,16.521343231201172,25.76058006286621,74.66083526611328,17.849058717375826,12.79899218133291,40729,17.56801414489746,24.617605209350586,42.031646728515625,73.01343536376953,226.18826293945312,54.05186108178448,36.77020498449969,40729,36.48384693688702
667,3.0,15.63,55.0,78.8,163.882,0.519,135.3B,3.4737589159004356,16.94702284260221,0.4319771315700782,8.041534289731025,18.615648149018913,135,0.0032694442197680473,7.084476709365845,13.3361177444458,21.475058555603027,73.633056640625,15.600675767763038,11.436998025569935,27515,82.517578125,91.29284286499023,102.03854370117188,122.47903442382812,266.7055358886719,112.08604397601309,28.789885410722203,27515,29.568465851013087
693,19.04,36.82,25.0,67.8,469.812,1.48,139.BD0,19.161646482050095,41.00545797292962,0.9815841565115839,19.521144829953226,19.88738785202963,139,0.0054464624263346195,3.405812382698059,6.222208499908447,9.851649522781372,44.280548095703125,7.245527166842583,5.146292451739499,162956,373.923095703125,407.4238815307617,419.41131591796875,435.8020324707031,537.9827270507812,424.17133459338714,21.12977531127196,162956,50.248238890262144
694,14.91,26.91,23.0,58.5,340.954,1.756,139.BE,15.01322990150079,28.64807461617515,1.1386241543143862,13.18541315377319,11.580127739089361,139,0.015865666791796684,4.29451060295105,7.402431488037109,11.339802265167236,47.783485412597656,8.34347099542373,5.464040892161543,147063,398.34466552734375,421.1068115234375,437.1307373046875,461.00750732421875,535.6776123046875,442.77301564635565,25.434025235836017,147063,44.428350119011895
696,99.0,0.0,87.0,222.0,8680.0,25.18055154,139.DC10,100.45962958574833,128.34884299454941,1.6055857256547306,62.56883577161997,38.969476853131255,139,0.0,6.05932092666626,10.748096466064453,17.11382293701172,76.90505981445312,12.585799668458744,8.931327330932396,729321,348.6675720214844,380.52825927734375,415.1793212890625,465.96331787109375,805.3271484375,431.93175021698266,66.90214944608347,729321,83.26417819549829
