vatnLnr,nve_area_km2,nve_perim_km,avg_dep_m,max_dep_m,vol_Mm3,res_time_yr,regine,area_km2,perim_km,width_km,length_km,aspect_ratio,vassom,slp_min,slp_p25,slp_median,slp_p75,slp_max,slp_mean,slp_std,slp_count,dem_min,dem_p25,dem_median,dem_p75,dem_max,dem_mean,dem_std,dem_count,delta_elev
28,5.9,0.0,27.0,84.0,161.0,5.2734862,016.CCB,8.77203350185941,49.369251764440484,0.36063295730004796,24.323992924920194,67.44805884361406,016,0.005145547911524773,11.892183065414429,19.204017639160156,28.6436128616333,64.86724090576172,20.729783528240855,11.528504743636923,64304,587.4697265625,621.7540130615234,635.7330322265625,656.9629516601562,817.4948120117188,643.4982582732023,29.003418383879758,64304,56.02853171070228
30,1.07,0.0,22.0,43.5,24.13,0.13002454,016.EC1,1.0660094730945637,6.619371318255319,0.3615929243002496,2.94809273482741,8.153070861473644,016,0.030343137681484222,8.758494853973389,18.966623306274414,28.24489974975586,63.006961822509766,18.991311107612376,12.14179105068706,12703,155.7810516357422,162.02523040771484,178.3099365234375,202.26759338378906,292.2181396484375,186.54766590569156,28.502706686444547,12703,30.766614269949372
48,0.99,0.0,10.0,39.0,10.09,0.55840411,016.BDCB,1.1030076098883508,11.563617391462556,0.19751979704113687,5.584288898690141,28.272046561120742,016,0.04793008416891098,6.264893174171448,14.83834457397461,26.614150524139404,61.63340377807617,16.80339505153277,11.73623197248474,7568,1132.23291015625,1134.7718200683594,1140.068115234375,1152.6894836425781,1227.6182861328125,1145.7420718816068,14.344932438944252,7568,13.509161725356762
49,4.12,0.0,40.0,94.0,168.2,1.39807926,016.BE2B,4.80734682641324,24.473550143648055,0.4063546917145775,11.83042038010945,29.113532146490158,016,0.00127294787671417,12.916112422943115,26.027658462524414,37.43961811065674,80.87696838378906,26.74814611743247,16.393171240724488,46052,436.440673828125,456.5785598754883,477.9767150878906,517.8592987060547,763.3145751953125,496.3730999739425,54.15129014492032,46052,59.93242614581749
53,1.52,0.0,5.0,33.0,9.0,0.00900729,016.BEC3,1.6075434947926954,17.127499455643697,0.1920204832025476,8.371729244619301,43.59810529061428,016,0.009749515913426876,6.085832595825195,12.43600845336914,26.982126235961914,70.05768585205078,16.923567510409093,13.455356592156557,15131,536.704833984375,540.4434204101562,545.3743896484375,556.3896789550781,661.366943359375,551.6146322120151,16.333605971991584,15131,14.909798227640067
54,1.7,0.0,1.0,24.0,0.93,0.00094963,016.BEC5,1.9095519774576086,17.289775997910358,0.2268402404254264,8.418047758529752,37.110028373899475,016,0.009399864822626114,6.434563636779785,15.10617733001709,26.949514389038086,58.11085891723633,17.25796074568051,12.561486316698414,16495,537.4861450195312,542.8447570800781,549.408447265625,563.4267272949219,644.30859375,555.9550772961503,17.825185870375883,16495,18.468932276619057
55,3.432,0.0,29.0,70.0,98.0,0.0,016.BECD,3.432259290149743,20.352595350010073,0.3492671864767738,9.827030488528262,28.136140092799007,016,0.0,0.018794849514961243,0.04166911542415619,7.765290141105652,55.492305755615234,5.270218153569245,9.487504349178161,29446,848.3641357421875,888.6502685546875,888.6683959960938,888.6917114257812,982.5389404296875,889.4478027575901,10.052371236969423,29446,41.083667015402625
61,2.3,0.0,13.0,59.0,29.1,0.10551021,016.BEF1,5.282831678462579,28.7732053919321,0.3770888656412499,14.0095138303248,37.151756805391855,016,0.015360202640295029,7.096078872680664,12.055581092834473,18.38611078262329,55.24014663696289,13.511897903552159,8.493228724306105,35584,919.1226806640625,949.4124145507812,957.8958740234375,970.2100219726562,1037.4747314453125,961.082059352518,16.6024714691308,35584,41.959378688455445
62,3.4,0.0,12.0,50.0,42.2,0.24355288,016.BEG1,6.490118528643237,52.74073897070754,0.2484549329500041,26.121914552403766,105.13743576047334,016,0.00390982860699296,5.479442119598389,9.8402738571167,15.810433387756348,59.885040283203125,11.588623697025032,8.121052721965324,39429,968.6890258789062,982.3016357421875,987.3547973632812,995.5266723632812,1060.5098876953125,990.8946207106444,11.94735181858735,39429,22.205594831738154
64,2.18680703,13.0,12.6,44.5,22.0,0.200874,016.BG1B10,2.186807031649164,29.0215370982238,0.1523008638233545,14.358467685288545,94.27699439671039,016,0.0001748528447933495,0.02075636386871338,0.0409846194088459,0.31916408240795135,62.078521728515625,3.828452996105811,9.342225433860198,21699,935.3742065429688,972.53662109375,972.5543212890625,972.5820922851562,1040.5491943359375,973.8301304207567,6.642335049130074,21699,38.455923877787995
80,0.78,0.0,5.0,31.0,4.13,0.05073521,016.BC1D,0.8394661401882209,13.830031267295524,0.12360707396874604,6.791408559679017,54.9435266253145,016,0.020028093829751015,1.9550099670886993,4.79414176940918,9.253226280212402,37.566566467285156,6.273334906434669,5.5074841115050726,6092,554.2388305664062,557.5558471679688,559.081298828125,561.8180541992188,578.8262939453125,560.1889773473408,3.5013499196151923,6092,5.950146780934574
81,0.48,0.0,5.0,18.5,2.6,0.03786124,016.BC1F11,0.8967216402771137,10.488526286862216,0.17696238756686444,5.0673007558642436,28.634902735755567,016,0.018710071220993996,2.800253987312317,9.493167877197266,18.00961685180664,59.127220153808594,12.11230836867259,10.892764052896949,7428,641.7584228515625,646.6321258544922,650.1488037109375,657.7903594970703,717.7632446289062,654.2238826063543,11.063111859456214,7428,12.465459754791823
82,2.3,0.0,25.0,94.5,58.0,2.56394573,016.BEB1B,2.8854848270840434,16.36934698721221,0.3692016133234004,7.815471880282705,21.168574562638163,016,0.0025816713459789753,6.833565354347229,12.10278606414795,19.07131004333496,58.91537857055664,13.756760586187353,8.966198877089834,24702,670.5069580078125,691.8456878662109,699.0303955078125,712.8149261474609,802.951416015625,704.9300461501093,19.057105692320903,24702,34.42308814229682
86,2.74,0.0,15.0,50.0,43.0,0.83876973,016.BED2C,5.308628445660738,32.780407052064156,0.3305569916686304,16.05964653436345,48.583593568223705,016,0.0011058665113523602,3.9819068908691406,7.475740909576416,12.885250091552734,56.48265838623047,9.345492307905149,7.27065839187462,36141,877.6875,888.5401611328125,892.9663696289062,900.4754638671875,983.2615966796875,896.9397083644615,12.64860372611241,36141,19.252208364461467
102,0.58,0.0,6.0,24.0,3.98,0.26231063,016.BE2A1B,0.5381642867149176,7.565506433052421,0.1480633295980427,3.6346898869281676,24.54821120662017,016,0.04421529173851013,3.78133225440979,6.827616214752197,10.854848623275757,45.93239974975586,8.115779881847777,5.868911426391852,4454,621.674072265625,627.868896484375,629.875,632.9422454833984,663.1889038085938,631.1629434216435,4.695589815368256,4454,9.48887115601849
106,0.9,0.0,15.0,43.0,14.38,1.7212513,016.BC1F1B,0.9217233360405637,7.445201166067091,0.26671086499975893,3.455889718033786,12.95743882813664,016,0.018541822209954262,5.269317626953125,13.461250305175781,22.523539543151855,56.137969970703125,15.12508601094755,11.468206555678345,8084,645.37841796875,648.1992645263672,655.412109375,670.5754241943359,731.6759033203125,661.3030059376546,16.2163793092996,8084,15.924587968904575
6122,0.14,1.71,11.0,25.0,1.515,0.263,016.F3B,0.1309623550999961,1.630930581911133,0.21989347201198142,0.5955718189435851,2.708456115109838,016,0.21127063035964966,5.351614713668823,8.59927749633789,13.420182228088379,31.265222549438477,9.853712956708177,6.0489186723642545,2128,330.1380615234375,345.12371826171875,350.27435302734375,355.68814849853516,371.7328796386719,350.7951127819549,7.305818086711246,2128,20.657051258517413
6126,0.47,3.52,20.0,60.0,9.522,5.147,016.F3B,0.4674604814502556,3.456855899962093,0.3356259377453874,1.392802012235659,4.149864046837365,016,0.02964593470096588,6.924018621444702,11.393045425415039,18.198067665100098,48.86381149291992,13.245148890038193,8.4798953269869,6284,290.4396057128906,323.5723571777344,331.32220458984375,341.6459655761719,374.69757080078125,332.8449832908975,13.520125876578074,6284,42.40537757800689
6235,0.76,0.0,5.0,16.0,4.4,0.001,016.F31,0.7577433322993213,8.039238133139344,0.19829330984567273,3.8213257567239993,19.271077575426283,016,0.004698407836258411,2.2679240703582764,7.9276123046875,15.323619842529297,60.73405456542969,10.076136401856585,9.134774770453776,7433,85.94190979003906,118.71965789794922,122.96473693847656,129.3553009033203,165.79092407226562,124.89634064307816,8.253105231907591,7433,38.9544308530391
13146,0.64,0.0,10.0,24.5,6.7,0.23015628,016.BC1G,0.6434147406182521,6.2847041029816,0.2201840334453502,2.9221680180454497,13.271480099263117,016,0.010150505229830742,1.2800829410552979,2.70068621635437,5.0269389152526855,30.80291748046875,4.085002921727665,4.2460142397989165,6257,711.8297119140625,714.1924438476562,715.952392578125,717.4177856445312,745.7122192382812,716.3436151510308,3.5408352326613617,6257,4.513903236968304
13242,0.33,0.0,10.0,26.0,3.37,0.11576517,016.BC1G,0.330446747527634,2.7285287548827344,0.31490259383318503,1.049361783608182,3.3323376947605134,016,0.019980713725090027,1.1573925018310547,2.901216983795166,7.0976786613464355,41.405086517333984,5.055722006150506,5.645556274030043,4837,710.0564575195312,711.780517578125,713.2352905273438,715.472900390625,758.6948852539062,715.7687099441803,7.221756311104897,4837,5.712252424649023
13259,0.05,0.0,2.0,11.0,0.13,0.0,016.BC1G,0.05051285260002479,1.4425058623400033,0.07860058897027422,0.6426523421997274,8.176177184152788,016,0.04125414788722992,1.1526235342025757,3.0499887466430664,5.662471890449524,15.996594429016113,3.863639771468996,3.2013809551898786,508,710.0564575195312,710.9544677734375,711.578369140625,713.2599639892578,717.3822631835938,712.0890748031496,1.5677513737770254,508,2.0326172836183787
13262,0.53,0.0,9.0,20.5,5.26,0.18068985,016.BC1G,0.5173133094980689,3.3329154748279395,0.4125662507473509,1.2538914866666189,3.0392488100886426,016,0.02315463498234749,1.3778741359710693,5.062841892242432,11.738768577575684,39.961639404296875,7.969129193433262,8.325261101888428,7005,709.9925537109375,711.4815063476562,715.1742553710938,724.8740844726562,803.1109008789062,721.6036402569594,15.952506035051497,7005,11.611086546021852
13742,0.37,0.0,6.0,18.0,2.3,0.0,016.BDABZ,0.3641732722829817,3.467367969833791,0.24455446437649275,1.4891295205404027,6.089152877814084,016,0.06277433782815933,6.930031657218933,13.217185020446777,21.991958618164062,47.765464782714844,14.525808623342803,9.733448043821685,4224,761.2034912109375,765.7022094726562,773.65625,786.4623870849609,833.4884033203125,778.4847892992424,15.502737459365559,4224,17.28129808830488
14381,0.99,0.0,21.0,37.0,20.86,0.398,016.BA6A,0.998785761000163,5.973510721362673,0.3836970347765889,2.6030583259047475,6.784150227849433,016,0.08673515170812607,7.5875935554504395,12.140345573425293,18.550140380859375,57.05122375488281,13.697236518060116,8.141535541632614,11877,89.80330657958984,103.087158203125,112.29944610595703,127.25846862792969,181.73675537109375,117.03361539109203,17.910806059388953,11877,27.230308811502184
113,89.8,225.31,14.0,76.0,1274.102,0.05931066,002.C11,73.0927093768508,148.9037846147429,0.9950428022612883,73.45684950511017,73.82280374087982,002,0.0,5.017569065093994,10.127433776855469,17.31679105758667,54.91716384887695,11.493469971203558,8.137105602247503,482004,100.20230865478516,115.10055351257324,133.9288330078125,152.0928840637207,252.09881591796875,135.97368486568575,25.586098498202063,482004,35.7713762109006
114,43.7,0.0,13.0,60.0,610.0,0.94377568,002.S1,46.40178478815064,126.58614937789227,0.7418202108868464,62.55125447805929,84.32131338573163,002,0.0,2.5882749557495117,4.811554431915283,7.425731182098389,44.939029693603516,5.475874870236358,3.9696528488459153,332335,686.9520263671875,696.6817321777344,703.3599853515625,713.3075256347656,773.3956298828125,706.2745241999789,12.267677059080842,332335,19.32249783279144
116,1.99,0.0,5.0,15.7,10.3,0.11946184,002.CF1,2.0589441056502444,12.632544748982838,0.3447965220896121,5.971475852401807,17.31884015596256,002,0.002874787664040923,2.9237276911735535,5.847999572753906,9.569120645523071,36.21296691894531,6.747650823527887,5.009865174751333,19292,233.19432067871094,236.77291870117188,240.8070068359375,247.4854393005371,279.16162109375,242.8473201326975,7.565505622890036,19292,9.652999453986553
118,369.18,320.32,150.0,453.0,55360.52,5.479,002.DC11,369.3221276078265,393.6453785801965,1.8946588998433214,194.92803039025495,102.88291491749492,002,0.00019549141870811582,3.9634432792663574,7.177939414978027,12.730435371398926,71.73776245117188,9.575199408000696,8.128011084745033,2871625,121.42333221435547,144.31539916992188,170.9293212890625,215.46099853515625,697.8779296875,191.615593261655,68.89640555458902,2871625,70.19226104729952
120,44.3,0.0,6.0,17.0,308.5,1.09513662,002.EB111,42.72625676360003,100.53120779345755,0.8648915106668582,49.40071238606192,57.11781394174217,002,0.00048872857587412,1.4038277864456177,3.5562562942504883,7.14645779132843,54.29641342163086,5.013628826319106,4.896225320970715,301530,130.50482177734375,134.2657241821289,139.5574951171875,149.83808517456055,250.50674438476562,145.1082015056545,15.953456502098255,301530,14.603379728310756
125,51.0,0.0,138.0,309.0,7074.0,6.88199225,002.JD10,48.095799651648434,78.81288458389369,1.2608480916323472,38.1455942003145,30.253917544443915,002,0.0004393123381305486,8.290742874145508,13.576899528503418,20.023853302001953,70.71803283691406,14.722069634057679,8.759633456362078,482781,251.67567443847656,284.8890686035156,320.91058349609375,362.8120422363281,580.7616577148438,329.96652312332094,57.63347876392092,482781,78.29084868484438
126,4.8,0.0,35.0,80.0,168.5,0.52036689,002.LE,5.005087213795345,19.116863903299524,0.5559686316850163,9.002463319964747,16.192394331097958,002,0.004371320828795433,6.939563512802124,12.187261581420898,18.89674663543701,55.673622131347656,13.454511820507554,8.53163829553614,53551,701.065673828125,715.3860778808594,733.6544799804688,753.8612670898438,825.1138916015625,737.3238221508468,26.667937509735438,53551,36.25814832272181
141,36.2,0.0,26.0,60.0,945.0,3.13859647,002.DAB1,33.21007419078512,66.47995477776978,1.0310839858809882,32.2088934030039,31.237895112378922,002,0.0017353649018332362,2.8303871154785156,6.329209327697754,10.471314430236816,65.28710174560547,7.298806838307947,5.600274509835318,268195,172.04893493652344,183.4009552001953,194.895263671875,215.4162139892578,295.5911560058594,201.82719290068792,22.699814320475358,268195,29.77825796416448
147,15.6,0.0,66.0,149.0,1030.0,2.06968612,002.DGG10,15.638177309096575,42.789940219193,0.757766286717569,20.63720382287893,27.23425967163769,002,0.0006304408889263868,16.216893672943115,27.69763946533203,37.71922016143799,82.13825988769531,27.906412781506724,15.224168184288573,154348,984.1455688476562,1008.7594299316406,1052.65087890625,1134.1434631347656,1500.432373046875,1083.0810376551688,92.75228099196863,154348,98.9354688075125
152,2.44,0.0,4.0,11.5,11.19,0.101,002.EC3,2.303411196799772,11.47558404770546,0.43432148432462636,5.303470539528104,12.210932986138243,002,0.0034051439724862576,1.108574390411377,2.900390625,6.263993263244629,31.916034698486328,4.391005649717514,4.317794136161402,22125,135.71743774414062,137.46531677246094,139.75537109375,144.84072875976562,184.748291015625,142.7546101694915,7.996654649235874,22125,7.037172425350889
163,4.18,0.0,10.0,26.0,45.8,0.0,002.JE3,3.6687108128505055,14.305477214383348,0.5561529896785595,6.596585617513115,11.86109890612249,002,0.0024518396239727736,1.5511669516563416,6.887369632720947,13.962139129638672,58.35104751586914,8.392566025951513,7.400038935653025,39227,255.4599151611328,257.6170196533203,263.51019287109375,283.3501739501953,343.0798034667969,272.3572029469498,18.823845436250743,39227,16.897287785817014
187,2.9,0.0,8.0,33.0,23.9,0.83566432,002.CAE3,2.56863940580008,10.96720562335577,0.5172035672936648,4.96639924438422,9.602407172811187,002,0.0033769693691283464,3.028684616088867,5.5560994148254395,8.539304256439209,36.43292999267578,6.176852887301138,4.102475672823072,24703,539.952392578125,549.9820861816406,555.4503173828125,563.8724365234375,598.9135131835938,557.7867060680888,10.313557888213218,24703,17.834313489963847
197,1.21,9.74,9.0,23.0,10.419,0.173,002.DD2C,1.2426143633002384,9.850986573341483,0.2667259999990206,4.658767286671721,17.466491030828745,002,0.0060381218791007996,3.87099027633667,7.629640579223633,12.954108238220215,38.0184440612793,9.242570004615137,6.993268567953106,12459,379.8669738769531,383.84315490722656,388.8212585449219,396.3843078613281,429.74554443359375,391.43775583915243,9.781997232876872,12459,11.570781962199305
219,2.7,0.0,7.0,27.0,18.8,0.03227246,002.DGF3,2.5896144597460977,10.001749784439045,0.5866524628470626,4.41422242937246,7.524424951614369,002,0.000720936746802181,4.291574001312256,7.6399245262146,11.823081493377686,40.557334899902344,8.496364117814805,5.472119372665406,24547,935.1044311523438,947.7611694335938,955.3011474609375,965.4654235839844,1028.823486328125,958.7647370350755,14.963486719650628,24547,23.66030588273179
220,5.0,0.0,7.0,28.0,37.0,0.06455102,002.DGF51,4.775654774992707,23.97307022622021,0.4126223224031218,11.573912790706983,28.049652581324857,002,0.0010635883081704378,3.4919039011001587,7.640565395355225,13.369160175323486,68.63794708251953,9.257045173983489,7.40200346528745,38883,945.6698608398438,956.7200012207031,962.5469360351562,973.0355224609375,1085.3961181640625,967.2714553918165,14.641333369858565,38883,21.601594551972767
222,6.7,0.0,7.0,24.1,50.9,1.25276886,002.DHCC,7.3853234290190235,22.072337163194454,0.7155921449081681,10.320576436689059,14.422428348502201,002,0.0011058665113523602,2.6059353351593018,4.570028781890869,7.699779033660889,38.76040267944336,5.797477494373593,4.585491672339526,59985,1054.9014892578125,1101.588623046875,1107.3519287109375,1116.526611328125,1204.3792724609375,1112.5224639493206,16.89798164406675,59985,57.62097469150808
267,4.31,29.0,12.0,44.0,50.112,1.01,002.DFB6C,4.4503036093639805,30.930298690042502,0.2933268975948824,15.171822447426369,51.723256789018954,002,0.0038823632057756186,6.115669250488281,10.618830680847168,16.145670413970947,66.8908462524414,12.001886268214374,8.032055444141987,40490,720.0946044921875,727.2258911132812,734.25048828125,744.7762756347656,856.395751953125,737.5343541615214,13.665069529882143,40490,17.439749669333878
288,6.32,21.76,10.0,33.0,66.091,1.166,002.DHGBAB,6.285647341219916,23.126866908280608,0.5718605898180993,10.991572864322205,19.22072102891103,002,0.014273818582296371,2.587362289428711,5.811798572540283,11.112215518951416,53.46735763549805,8.261217617627509,7.927586670689616,55663,1330.63330078125,1337.3699951171875,1343.481201171875,1356.7245483398438,1462.719482421875,1350.8637335393348,19.8102844022289,55663,20.230432758084817
3140,0.12,3.22,12.0,34.5,1.4,0.959,002.D3Z,0.11882039284985607,2.8251504275878716,0.08982853217554743,1.3227466816183884,14.725239849554821,002,0.010085917077958584,6.890615701675415,13.987659454345703,23.090170860290527,46.68280029296875,15.410658145723437,10.507639817999271,1327,210.66226196289062,212.75455474853516,217.03598022460938,222.2094497680664,236.98074340820312,218.0535512434062,5.869584572272709,1327,7.391289280515565
3336,0.32,0.0,1.0,2.7,0.37,0.009,002.B1C,0.39590195720016036,4.62169291997352,0.18635105352344605,2.124495406463314,11.40050118469557,002,0.07216169685125351,1.3839468955993652,2.8716278076171875,5.190179347991943,19.88290786743164,3.6631078136798387,2.965546220999876,3973,126.59681701660156,128.34408569335938,129.41610717773438,130.6397247314453,139.6300811767578,129.8177699471432,2.192087835326058,3973,3.2209529305416424
3499,0.54,0.0,3.0,15.0,1.7,0.076,002.A5C,0.4487925956499358,8.181430773007525,0.11282166572361785,3.977893720780145,35.258243133237315,002,0.009130203165113926,2.827155351638794,6.010823726654053,10.452962875366211,42.26689529418945,7.642702830322654,6.713124069684947,4401,91.0,92.07363891601562,94.14620208740234,97.46634674072266,123.51274108886719,95.50235031810952,4.553570320585422,4401,4.502350318109521
3523,0.46,0.0,1.0,7.0,0.7,0.053,002.A5C,0.380443724050102,6.044428644092355,0.1316140917961508,2.890600230250027,21.962695565510607,002,0.0027391479816287756,0.3254956677556038,1.838442087173462,5.450011849403381,27.263233184814453,3.680804331506934,4.535530823235759,4038,92.28948211669922,93.1050968170166,93.39295959472656,95.24986457824707,112.86090850830078,94.61620851906885,2.5085447054216834,4038,2.32672640236963
3983,0.17,3.73,4.0,15.5,0.67,0.374,002.DA5Z,0.17200613834979026,3.419789496682165,0.10733191536079112,1.6025628329802912,14.930906875120533,002,0.4950029253959656,6.672348499298096,11.646505355834961,16.884695053100586,42.37543869018555,12.264280448464218,7.023533834925486,1579,410.9005126953125,416.50128173828125,419.142578125,423.8554382324219,445.4547119140625,420.71010132995565,5.481765989183691,1579,9.809588634643148
4016,0.65,9.18,6.0,23.5,3.645,0.347,002.DA5Z,0.6725023265500322,8.452155853537725,0.16562238385381622,4.060455542915046,24.516345245331927,002,0.011690975166857243,4.130726337432861,7.401772499084473,12.1198148727417,48.95746994018555,8.982849860390122,6.716493859054924,6357,268.4374084472656,278.23858642578125,281.1496276855469,286.3936767578125,326.0270080566406,283.13243275129776,6.81429366627523,6357,14.695024304032131
4049,0.69,11.21,8.0,41.0,5.66,0.384,002.E2AB,0.682757739000282,9.491366553010485,0.14851708881629833,4.597166187688944,30.953786021049783,002,0.026042655110359192,4.209595322608948,7.610568046569824,12.17490029335022,32.366966247558594,8.69444910139485,5.643909503300413,6058,264.12542724609375,271.23619079589844,273.66009521484375,277.5883560180664,298.261962890625,274.9782518983163,5.041086386485095,6058,10.852824652222523
4086,0.23,4.22,4.0,19.5,0.833,0.599,002.E2B,0.2329976475499415,3.4333955451604656,0.14858472613158757,1.5681130464486452,10.553662460971355,002,0.008674291893839836,1.4207684993743896,3.5613722801208496,7.685210347175598,29.157657623291016,5.397286446602853,5.394273668231761,2664,210.21038818359375,215.82976913452148,217.16171264648438,219.78942489624023,234.5553741455078,218.46769425675674,3.9917740036480516,2664,8.257306073162994
4262,0.44,8.42,4.0,22.0,1.879,0.638,002.E1Z,0.4559478269499184,7.2324750209471755,0.13081568003269273,3.4854218304408953,26.643761891310263,002,0.012575204484164715,1.5288796722888947,3.9806418418884277,7.550759673118591,34.22536087036133,5.282817765778186,4.867718259880508,4080,237.65277099609375,240.23035430908203,241.32888793945312,244.0255355834961,263.7162780761719,242.61780024509804,3.4754003066403456,4080,4.965029249004289
4280,0.85,9.11,4.0,12.5,3.098,0.151,002.E1Z,0.7756002416001246,6.918949051609465,0.24098249563112595,3.218492030173606,13.355708769404483,002,0.013534233905375004,1.1518787741661072,3.0240478515625,5.279053092002869,16.44209098815918,3.65398101938599,3.0296633278112854,6938,182.77755737304688,189.19447326660156,190.44107055664062,193.33127212524414,209.14682006835938,191.67353704237533,3.40781282306687,6938,8.895979669328455
4711,0.73,7.34,4.0,19.5,3.059,0.464,002.DABA,0.7265189355502654,6.015906561892431,0.26485324083184913,2.743100040114366,10.357056728846729,002,0.005663181189447641,1.650006115436554,4.0429887771606445,8.49643611907959,48.109310150146484,6.272994330662876,6.555815535729944,7739,516.7333984375,518.4185791015625,520.2562866210938,524.7201843261719,577.983642578125,523.1431709523195,8.226161950276747,7739,6.409772514819451
4796,0.19,2.81,6.0,23.5,1.132,0.417,002.DAB2A,0.18633580225011084,2.312310305366337,0.19358065565320043,0.9625744970299681,4.972472553013868,002,0.003643699921667576,3.577465534210205,6.913382530212402,10.659818172454834,36.75015640258789,8.037350564011227,6.185861080523424,2316,391.3727111816406,398.28658294677734,401.0775146484375,404.871337890625,434.23992919921875,403.07610103626945,7.194743073451138,2316,11.703389854628824
5040,0.11,1.77,8.0,18.5,0.861,0.79,002.CAAC,0.10231781104990828,1.5474048384617236,0.16928272078716844,0.6044196984436934,3.5704748578775685,002,0.03665763512253761,3.349815607070923,7.039128303527832,11.625567436218262,29.102554321289062,8.205501066043178,6.172836084028986,1517,353.3895263671875,355.25006103515625,358.2188415527344,362.91064453125,384.9523010253906,359.83857943309164,5.823131957058994,1517,6.449053065904138
